# data/reports/report-Feb-12-2015-13h13.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-ts.43.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0037s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.44.log    | Enumerate+C   | 20    | 1.8 ± 0.6   | 1.3126s    | -
ScalObject-ts.44.log    | Counting(4)   | 20    | 1.8 ± 0.6   | 1.083s     | -
ScalObject-ts.44.log    | Counting(4)+R | 20    | 1.8 ± 0.6   | 0.3919s    | -
ScalObject-ts.44.log    | Counting(2)   | 20    | 1.8 ± 0.6   | 1.2268s    | -
ScalObject-ts.44.log    | Counting(2)+R | 20    | 1.8 ± 0.6   | 0.423s     | -
ScalObject-ts.44.log    | Counting(0)   | 20    | 1.8 ± 0.6   | 1.0065s    | -
ScalObject-ts.44.log    | Counting(0)+R | 20    | 1.8 ± 0.6   | 0.4251s    | -
ScalObject-ts.44.log    | Symbolic      | 20    | 1.8 ± 0.6   | 0.5427s    | -
ScalObject-ts.44.log    | Symbolic+R    | 20    | 1.8 ± 0.6   | 0.2134s    | -
ScalObject-ts.44.log    | Saturate      | 20    | 1.8 ± 0.6   | 0.0063s    | -
ScalObject-ts.44.log    | Saturate+R    | 20    | 1.8 ± 0.6   | 0.0052s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.45.log    | Enumerate+C   | 20    | 2.3 ± 1.3   | 5.8948s    | -
ScalObject-ts.45.log    | Counting(4)   | 20    | 2.3 ± 1.3   | 0.8526s    | -
ScalObject-ts.45.log    | Counting(4)+R | 20    | 2.3 ± 1.3   | 0.3786s    | -
ScalObject-ts.45.log    | Counting(2)   | 20    | 2.3 ± 1.3   | 1.2571s    | -
ScalObject-ts.45.log    | Counting(2)+R | 20    | 2.3 ± 1.3   | 0.3763s    | -
ScalObject-ts.45.log    | Counting(0)   | 20    | 2.3 ± 1.3   | 1.0659s    | -
ScalObject-ts.45.log    | Counting(0)+R | 20    | 2.3 ± 1.3   | 0.367s     | -
ScalObject-ts.45.log    | Symbolic      | 20    | 2.3 ± 1.3   | 0.5561s    | -
ScalObject-ts.45.log    | Symbolic+R    | 20    | 2.3 ± 1.3   | 0.2104s    | -
ScalObject-ts.45.log    | Saturate      | 20    | 2.3 ± 1.3   | 0.0055s    | -
ScalObject-ts.45.log    | Saturate+R    | 20    | 2.3 ± 1.3   | 0.0054s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.46.log    | Enumerate+C   | 20    | 1.8 ± 0.4   | 1.1883s    | -
ScalObject-ts.46.log    | Counting(4)   | 20    | 1.8 ± 0.4   | 0.7457s    | -
ScalObject-ts.46.log    | Counting(4)+R | 20    | 1.8 ± 0.4   | 0.4777s    | -
ScalObject-ts.46.log    | Counting(2)   | 20    | 1.8 ± 0.4   | 0.8569s    | -
ScalObject-ts.46.log    | Counting(2)+R | 20    | 1.8 ± 0.4   | 0.5352s    | -
ScalObject-ts.46.log    | Counting(0)   | 20    | 1.8 ± 0.4   | 0.972s     | -
ScalObject-ts.46.log    | Counting(0)+R | 20    | 1.8 ± 0.4   | 0.6282s    | -
ScalObject-ts.46.log    | Symbolic      | 20    | 1.8 ± 0.4   | 0.3821s    | -
ScalObject-ts.46.log    | Symbolic+R    | 20    | 1.8 ± 0.4   | 0.2381s    | -
ScalObject-ts.46.log    | Saturate      | 20    | 1.8 ± 0.4   | 0.0067s    | -
ScalObject-ts.46.log    | Saturate+R    | 20    | 1.8 ± 0.4   | 0.0071s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.47.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.4699s    | -
ScalObject-ts.47.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.9303s    | -
ScalObject-ts.47.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1857s    | -
ScalObject-ts.47.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 1.0222s    | -
ScalObject-ts.47.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1859s    | -
ScalObject-ts.47.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 0.9421s    | -
ScalObject-ts.47.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2027s    | -
ScalObject-ts.47.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.2727s    | -
ScalObject-ts.47.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0385s    | -
ScalObject-ts.47.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0041s    | -
ScalObject-ts.47.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0059s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.48.log    | Enumerate+C   | 20    | 2.1 ± 0.7   | 1.9188s    | -
ScalObject-ts.48.log    | Counting(4)   | 20    | 2.1 ± 0.7   | 0.8579s    | -
ScalObject-ts.48.log    | Counting(4)+R | 20    | 2.1 ± 0.7   | 0.5329s    | -
ScalObject-ts.48.log    | Counting(2)   | 20    | 2.1 ± 0.7   | 1.087s     | -
ScalObject-ts.48.log    | Counting(2)+R | 20    | 2.1 ± 0.7   | 0.5927s    | -
ScalObject-ts.48.log    | Counting(0)   | 20    | 2.1 ± 0.7   | 0.9484s    | -
ScalObject-ts.48.log    | Counting(0)+R | 20    | 2.1 ± 0.7   | 0.5142s    | -
ScalObject-ts.48.log    | Symbolic      | 20    | 2.1 ± 0.7   | 0.5969s    | -
ScalObject-ts.48.log    | Symbolic+R    | 20    | 2.1 ± 0.7   | 0.3103s    | -
ScalObject-ts.48.log    | Saturate      | 20    | 2.1 ± 0.7   | 0.0076s    | -
ScalObject-ts.48.log    | Saturate+R    | 20    | 2.1 ± 0.7   | 0.0063s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.49.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.4449s    | -
ScalObject-ts.49.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.7597s    | -
ScalObject-ts.49.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1618s    | -
ScalObject-ts.49.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8559s    | -
ScalObject-ts.49.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1588s    | -
ScalObject-ts.49.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 0.9379s    | -
ScalObject-ts.49.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1533s    | -
ScalObject-ts.49.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.2759s    | -
ScalObject-ts.49.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0309s    | -
ScalObject-ts.49.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0035s    | -
ScalObject-ts.49.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0037s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.50.log    | Enumerate+C   | 20    | 1.6 ± 0.5   | 1.6907s    | -
ScalObject-ts.50.log    | Counting(4)   | 20    | 1.6 ± 0.5   | 0.6878s    | -
ScalObject-ts.50.log    | Counting(4)+R | 20    | 1.6 ± 0.5   | 0.2861s    | -
ScalObject-ts.50.log    | Counting(2)   | 20    | 1.6 ± 0.5   | 0.9022s    | -
ScalObject-ts.50.log    | Counting(2)+R | 20    | 1.6 ± 0.5   | 0.2813s    | -
ScalObject-ts.50.log    | Counting(0)   | 20    | 1.6 ± 0.5   | 1.0657s    | -
ScalObject-ts.50.log    | Counting(0)+R | 20    | 1.6 ± 0.5   | 0.2883s    | -
ScalObject-ts.50.log    | Symbolic      | 20    | 1.6 ± 0.5   | 0.4284s    | -
ScalObject-ts.50.log    | Symbolic+R    | 20    | 1.6 ± 0.5   | 0.1139s    | -
ScalObject-ts.50.log    | Saturate      | 20    | 1.6 ± 0.5   | 0.006s     | -
ScalObject-ts.50.log    | Saturate+R    | 20    | 1.6 ± 0.5   | 0.0049s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.51.log    | Enumerate+C   | 20    | 1.7 ± 0.8   | 2.11s      | -
ScalObject-ts.51.log    | Counting(4)   | 20    | 1.7 ± 0.8   | 0.7116s    | -
ScalObject-ts.51.log    | Counting(4)+R | 20    | 1.7 ± 0.8   | 0.4155s    | -
ScalObject-ts.51.log    | Counting(2)   | 20    | 1.7 ± 0.8   | 1.0489s    | -
ScalObject-ts.51.log    | Counting(2)+R | 20    | 1.7 ± 0.8   | 0.5832s    | -
ScalObject-ts.51.log    | Counting(0)   | 20    | 1.7 ± 0.8   | 1.0901s    | -
ScalObject-ts.51.log    | Counting(0)+R | 20    | 1.7 ± 0.8   | 0.5438s    | -
ScalObject-ts.51.log    | Symbolic      | 20    | 1.7 ± 0.8   | 0.4052s    | -
ScalObject-ts.51.log    | Symbolic+R    | 20    | 1.7 ± 0.8   | 0.2348s    | -
ScalObject-ts.51.log    | Saturate      | 20    | 1.7 ± 0.8   | 0.0059s    | -
ScalObject-ts.51.log    | Saturate+R    | 20    | 1.7 ± 0.8   | 0.006s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.52.log    | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.4777s    | -
ScalObject-ts.52.log    | Counting(4)   | 20    | 1.4 ± 0.5   | 0.8011s    | -
ScalObject-ts.52.log    | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.3833s    | -
ScalObject-ts.52.log    | Counting(2)   | 20    | 1.4 ± 0.5   | 1.0237s    | -
ScalObject-ts.52.log    | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.4661s    | -
ScalObject-ts.52.log    | Counting(0)   | 20    | 1.4 ± 0.5   | 1.1711s    | -
ScalObject-ts.52.log    | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.4675s    | -
ScalObject-ts.52.log    | Symbolic      | 20    | 1.4 ± 0.5   | 0.3391s    | -
ScalObject-ts.52.log    | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.2027s    | -
ScalObject-ts.52.log    | Saturate      | 20    | 1.4 ± 0.5   | 0.0064s    | -
ScalObject-ts.52.log    | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0065s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.53.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.4302s    | -
ScalObject-ts.53.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6803s    | -
ScalObject-ts.53.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.2726s    | -
ScalObject-ts.53.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.9201s    | -
ScalObject-ts.53.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.2739s    | -
ScalObject-ts.53.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 1.127s     | -
ScalObject-ts.53.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2963s    | -
ScalObject-ts.53.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2751s    | -
ScalObject-ts.53.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0925s    | -
ScalObject-ts.53.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0073s    | -
ScalObject-ts.53.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0052s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.54.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.5929s    | -
ScalObject-ts.54.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6088s    | -
ScalObject-ts.54.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1768s    | -
ScalObject-ts.54.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.8336s    | -
ScalObject-ts.54.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.2154s    | -
ScalObject-ts.54.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 0.9318s    | -
ScalObject-ts.54.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2118s    | -
ScalObject-ts.54.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.3019s    | -
ScalObject-ts.54.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0505s    | -
ScalObject-ts.54.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0052s    | -
ScalObject-ts.54.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.55.log    | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.9198s    | -
ScalObject-ts.55.log    | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6817s    | -
ScalObject-ts.55.log    | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2371s    | -
ScalObject-ts.55.log    | Counting(2)   | 20    | 1.4 ± 0.5   | 0.9817s    | -
ScalObject-ts.55.log    | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2246s    | -
ScalObject-ts.55.log    | Counting(0)   | 20    | 1.4 ± 0.5   | 1.1414s    | -
ScalObject-ts.55.log    | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2353s    | -
ScalObject-ts.55.log    | Symbolic      | 20    | 1.4 ± 0.5   | 0.3992s    | -
ScalObject-ts.55.log    | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0834s    | -
ScalObject-ts.55.log    | Saturate      | 20    | 1.4 ± 0.5   | 0.004s     | -
ScalObject-ts.55.log    | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.56.log    | Enumerate+C   | 20    | 1.6 ± 0.7   | 2.2172s    | -
ScalObject-ts.56.log    | Counting(4)   | 20    | 1.6 ± 0.7   | 0.856s     | -
ScalObject-ts.56.log    | Counting(4)+R | 20    | 1.6 ± 0.7   | 0.3041s    | -
ScalObject-ts.56.log    | Counting(2)   | 20    | 1.6 ± 0.7   | 0.9361s    | -
ScalObject-ts.56.log    | Counting(2)+R | 20    | 1.6 ± 0.7   | 0.3063s    | -
ScalObject-ts.56.log    | Counting(0)   | 20    | 1.6 ± 0.7   | 0.9881s    | -
ScalObject-ts.56.log    | Counting(0)+R | 20    | 1.6 ± 0.7   | 0.3078s    | -
ScalObject-ts.56.log    | Symbolic      | 20    | 1.6 ± 0.7   | 0.3958s    | -
ScalObject-ts.56.log    | Symbolic+R    | 20    | 1.6 ± 0.7   | 0.1178s    | -
ScalObject-ts.56.log    | Saturate      | 20    | 1.6 ± 0.7   | 0.005s     | -
ScalObject-ts.56.log    | Saturate+R    | 20    | 1.6 ± 0.7   | 0.0048s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.57.log    | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.5692s    | -
ScalObject-ts.57.log    | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6644s    | -
ScalObject-ts.57.log    | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.2068s    | -
ScalObject-ts.57.log    | Counting(2)   | 20    | 1.1 ± 0.3   | 0.909s     | -
ScalObject-ts.57.log    | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.216s     | -
ScalObject-ts.57.log    | Counting(0)   | 20    | 1.1 ± 0.3   | 1.4755s    | -
ScalObject-ts.57.log    | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2212s    | -
ScalObject-ts.57.log    | Symbolic      | 20    | 1.1 ± 0.3   | 0.2644s    | -
ScalObject-ts.57.log    | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0573s    | -
ScalObject-ts.57.log    | Saturate      | 20    | 1.1 ± 0.3   | 0.0052s    | -
ScalObject-ts.57.log    | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.58.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.48s      | -
ScalObject-ts.58.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.888s     | -
ScalObject-ts.58.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1915s    | -
ScalObject-ts.58.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.9911s    | -
ScalObject-ts.58.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1904s    | -
ScalObject-ts.58.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0793s    | -
ScalObject-ts.58.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1789s    | -
ScalObject-ts.58.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.28s      | -
ScalObject-ts.58.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.04s      | -
ScalObject-ts.58.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0037s    | -
ScalObject-ts.58.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.59.log    | Enumerate+C   | 20    | 1.6 ± 0.7   | 2.5203s    | -
ScalObject-ts.59.log    | Counting(4)   | 20    | 1.6 ± 0.7   | 0.7951s    | -
ScalObject-ts.59.log    | Counting(4)+R | 20    | 1.6 ± 0.7   | 0.2495s    | -
ScalObject-ts.59.log    | Counting(2)   | 20    | 1.6 ± 0.7   | 0.9868s    | -
ScalObject-ts.59.log    | Counting(2)+R | 20    | 1.6 ± 0.7   | 0.25s      | -
ScalObject-ts.59.log    | Counting(0)   | 20    | 1.6 ± 0.7   | 1.3471s    | -
ScalObject-ts.59.log    | Counting(0)+R | 20    | 1.6 ± 0.7   | 0.3441s    | -
ScalObject-ts.59.log    | Symbolic      | 20    | 1.6 ± 0.7   | 0.4907s    | -
ScalObject-ts.59.log    | Symbolic+R    | 20    | 1.6 ± 0.7   | 0.1047s    | -
ScalObject-ts.59.log    | Saturate      | 20    | 1.6 ± 0.7   | 0.0039s    | -
ScalObject-ts.59.log    | Saturate+R    | 20    | 1.6 ± 0.7   | 0.005s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.60.log    | Enumerate+C   | 20    | 2.0 ± 0.8   | 1.4389s    | -
ScalObject-ts.60.log    | Counting(4)   | 20    | 2.0 ± 0.8   | 0.9271s    | -
ScalObject-ts.60.log    | Counting(4)+R | 20    | 2.0 ± 0.8   | 0.501s     | -
ScalObject-ts.60.log    | Counting(2)   | 20    | 2.0 ± 0.8   | 1.3092s    | -
ScalObject-ts.60.log    | Counting(2)+R | 20    | 2.0 ± 0.8   | 0.6458s    | -
ScalObject-ts.60.log    | Counting(0)   | 20    | 2.0 ± 0.8   | 1.3057s    | -
ScalObject-ts.60.log    | Counting(0)+R | 20    | 2.0 ± 0.8   | 0.6409s    | -
ScalObject-ts.60.log    | Symbolic      | 20    | 2.0 ± 0.8   | 0.5512s    | -
ScalObject-ts.60.log    | Symbolic+R    | 20    | 2.0 ± 0.8   | 0.2784s    | -
ScalObject-ts.60.log    | Saturate      | 20    | 2.0 ± 0.8   | 0.0049s    | -
ScalObject-ts.60.log    | Saturate+R    | 20    | 2.0 ± 0.8   | 0.0053s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.61.log    | Enumerate+C   | 20    | 1.7 ± 0.5   | 0.5045s    | -
ScalObject-ts.61.log    | Counting(4)   | 20    | 1.7 ± 0.5   | 1.0013s    | -
ScalObject-ts.61.log    | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.3011s    | -
ScalObject-ts.61.log    | Counting(2)   | 20    | 1.7 ± 0.5   | 0.9669s    | -
ScalObject-ts.61.log    | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.3297s    | -
ScalObject-ts.61.log    | Counting(0)   | 20    | 1.7 ± 0.5   | 1.1233s    | -
ScalObject-ts.61.log    | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.2889s    | -
ScalObject-ts.61.log    | Symbolic      | 20    | 1.7 ± 0.5   | 0.5162s    | -
ScalObject-ts.61.log    | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.1549s    | -
ScalObject-ts.61.log    | Saturate      | 20    | 1.7 ± 0.5   | 0.0037s    | -
ScalObject-ts.61.log    | Saturate+R    | 20    | 1.7 ± 0.5   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.62.log    | Enumerate+C   | 8     | 1.8 ± 1.2   | 0.0379s    | -
ScalObject-ts.62.log    | Counting(4)   | 8     | 1.8 ± 1.2   | 0.0359s    | -
ScalObject-ts.62.log    | Counting(4)+R | 8     | 1.8 ± 1.2   | 0.0376s    | -
ScalObject-ts.62.log    | Counting(2)   | 8     | 1.8 ± 1.2   | 0.0342s    | -
ScalObject-ts.62.log    | Counting(2)+R | 8     | 1.8 ± 1.2   | 0.0341s    | -
ScalObject-ts.62.log    | Counting(0)   | 8     | 1.8 ± 1.2   | 0.0361s    | -
ScalObject-ts.62.log    | Counting(0)+R | 8     | 1.8 ± 1.2   | 0.0396s    | -
ScalObject-ts.62.log    | Symbolic      | 8     | 1.8 ± 1.2   | 0.0098s    | -
ScalObject-ts.62.log    | Symbolic+R    | 8     | 1.8 ± 1.2   | 0.01s      | -
ScalObject-ts.62.log    | Saturate      | 8     | 1.8 ± 1.2   | 0.0027s    | -
ScalObject-ts.62.log    | Saturate+R    | 8     | 1.8 ± 1.2   | 0.0029s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.63.log    | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.4411s    | -
ScalObject-ts.63.log    | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6059s    | -
ScalObject-ts.63.log    | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.2028s    | -
ScalObject-ts.63.log    | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7255s    | -
ScalObject-ts.63.log    | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.21s      | -
ScalObject-ts.63.log    | Counting(0)   | 20    | 1.0 ± 0.0   | 0.9308s    | -
ScalObject-ts.63.log    | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2397s    | -
ScalObject-ts.63.log    | Symbolic      | 20    | 1.0 ± 0.0   | 0.2499s    | -
ScalObject-ts.63.log    | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0593s    | -
ScalObject-ts.63.log    | Saturate      | 20    | 1.0 ± 0.0   | 0.0055s    | -
ScalObject-ts.63.log    | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0042s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.64.log    | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3113s    | -
ScalObject-ts.64.log    | Counting(4)   | 20    | 1.2 ± 0.4   | 0.5625s    | -
ScalObject-ts.64.log    | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.3693s    | -
ScalObject-ts.64.log    | Counting(2)   | 20    | 1.2 ± 0.4   | 0.7515s    | -
ScalObject-ts.64.log    | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.4388s    | -
ScalObject-ts.64.log    | Counting(0)   | 20    | 1.2 ± 0.4   | 0.8698s    | -
ScalObject-ts.64.log    | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.4868s    | -
ScalObject-ts.64.log    | Symbolic      | 20    | 1.2 ± 0.4   | 0.1864s    | -
ScalObject-ts.64.log    | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.1323s    | -
ScalObject-ts.64.log    | Saturate      | 20    | 1.2 ± 0.4   | 0.0054s    | -
ScalObject-ts.64.log    | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0057s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.65.log    | Enumerate+C   | 20    | 1.5 ± 0.7   | 2.3351s    | -
ScalObject-ts.65.log    | Counting(4)   | 20    | 1.5 ± 0.7   | 0.9067s    | -
ScalObject-ts.65.log    | Counting(4)+R | 20    | 1.5 ± 0.7   | 0.5456s    | -
ScalObject-ts.65.log    | Counting(2)   | 20    | 1.5 ± 0.7   | 1.1412s    | -
ScalObject-ts.65.log    | Counting(2)+R | 20    | 1.5 ± 0.7   | 0.4839s    | -
ScalObject-ts.65.log    | Counting(0)   | 20    | 1.5 ± 0.7   | 1.0966s    | -
ScalObject-ts.65.log    | Counting(0)+R | 20    | 1.5 ± 0.7   | 0.5777s    | -
ScalObject-ts.65.log    | Symbolic      | 20    | 1.5 ± 0.7   | 0.4338s    | -
ScalObject-ts.65.log    | Symbolic+R    | 20    | 1.5 ± 0.7   | 0.2345s    | -
ScalObject-ts.65.log    | Saturate      | 20    | 1.5 ± 0.7   | 0.0051s    | -
ScalObject-ts.65.log    | Saturate+R    | 20    | 1.5 ± 0.7   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.66.log    | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.7162s    | -
ScalObject-ts.66.log    | Counting(4)   | 20    | 1.2 ± 0.4   | 0.7389s    | -
ScalObject-ts.66.log    | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.2138s    | -
ScalObject-ts.66.log    | Counting(2)   | 20    | 1.2 ± 0.4   | 0.9287s    | -
ScalObject-ts.66.log    | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.2074s    | -
ScalObject-ts.66.log    | Counting(0)   | 20    | 1.2 ± 0.4   | 0.9459s    | -
ScalObject-ts.66.log    | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.2094s    | -
ScalObject-ts.66.log    | Symbolic      | 20    | 1.2 ± 0.4   | 0.3816s    | -
ScalObject-ts.66.log    | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.0584s    | -
ScalObject-ts.66.log    | Saturate      | 20    | 1.2 ± 0.4   | 0.0035s    | -
ScalObject-ts.66.log    | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.67.log    | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.9588s    | -
ScalObject-ts.67.log    | Counting(4)   | 20    | 1.5 ± 0.5   | 0.966s     | -
ScalObject-ts.67.log    | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.3518s    | -
ScalObject-ts.67.log    | Counting(2)   | 20    | 1.5 ± 0.5   | 1.2089s    | -
ScalObject-ts.67.log    | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.4158s    | -
ScalObject-ts.67.log    | Counting(0)   | 20    | 1.5 ± 0.5   | 0.9066s    | -
ScalObject-ts.67.log    | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.4551s    | -
ScalObject-ts.67.log    | Symbolic      | 20    | 1.5 ± 0.5   | 0.5514s    | -
ScalObject-ts.67.log    | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1799s    | -
ScalObject-ts.67.log    | Saturate      | 20    | 1.5 ± 0.5   | 0.0059s    | -
ScalObject-ts.67.log    | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0058s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-ts.68.log    | Enumerate+C   | 20    | 1.7 ± 0.5   | 1.9423s    | -
ScalObject-ts.68.log    | Counting(4)   | 20    | 1.7 ± 0.5   | 1.195s     | -
ScalObject-ts.68.log    | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.3795s    | -
ScalObject-ts.68.log    | Counting(2)   | 20    | 1.7 ± 0.5   | 1.0447s    | -
ScalObject-ts.68.log    | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.5003s    | -
ScalObject-ts.68.log    | Counting(0)   | 20    | 1.7 ± 0.5   | 0.9811s    | -
