# data/reports/report-Feb-12-2015-17h03.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-rdq.14.log   | Counting(0)   | 20    | 1.8 ± 0.4   | 0.7241s    | -
ScalObject-rdq.14.log   | Counting(0)+R | 20    | 1.8 ± 0.4   | 0.6237s    | -
ScalObject-rdq.14.log   | Symbolic      | 20    | 1.8 ± 0.4   | 0.2865s    | -
ScalObject-rdq.14.log   | Symbolic+R    | 20    | 1.8 ± 0.4   | 0.262s     | -
ScalObject-rdq.14.log   | Saturate      | 20    | 1.8 ± 0.4   | 0.0072s    | -
ScalObject-rdq.14.log   | Saturate+R    | 20    | 1.8 ± 0.4   | 0.0079s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.15.log   | Enumerate+C   | 7     | 1.6 ± 0.5   | 0.0881s    | √
ScalObject-rdq.15.log   | Counting(4)   | 7     | 1.6 ± 0.5   | 0.0549s    | √
ScalObject-rdq.15.log   | Counting(4)+R | 7     | 1.6 ± 0.5   | 0.0543s    | √
ScalObject-rdq.15.log   | Counting(2)   | 7     | 1.6 ± 0.5   | 0.0515s    | √
ScalObject-rdq.15.log   | Counting(2)+R | 7     | 1.6 ± 0.5   | 0.0573s    | √
ScalObject-rdq.15.log   | Counting(0)   | 20    | 1.7 ± 0.5   | 1.1158s    | -
ScalObject-rdq.15.log   | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.5104s    | -
ScalObject-rdq.15.log   | Symbolic      | 7     | 1.6 ± 0.5   | 0.0122s    | √
ScalObject-rdq.15.log   | Symbolic+R    | 7     | 1.6 ± 0.5   | 0.0127s    | √
ScalObject-rdq.15.log   | Saturate      | 7     | 1.6 ± 0.5   | 0.003s     | √
ScalObject-rdq.15.log   | Saturate+R    | 7     | 1.6 ± 0.5   | 0.0029s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.16.log   | Enumerate+C   | 6     | 1.0 ± 0.0   | 0.0449s    | √
ScalObject-rdq.16.log   | Counting(4)   | 6     | 1.0 ± 0.0   | 0.052s     | √
ScalObject-rdq.16.log   | Counting(4)+R | 6     | 1.0 ± 0.0   | 0.0488s    | √
ScalObject-rdq.16.log   | Counting(2)   | 6     | 1.0 ± 0.0   | 0.05s      | √
ScalObject-rdq.16.log   | Counting(2)+R | 6     | 1.0 ± 0.0   | 0.0501s    | √
ScalObject-rdq.16.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.0104s    | -
ScalObject-rdq.16.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.2604s    | -
ScalObject-rdq.16.log   | Symbolic      | 6     | 1.0 ± 0.0   | 0.013s     | √
ScalObject-rdq.16.log   | Symbolic+R    | 6     | 1.0 ± 0.0   | 0.0113s    | √
ScalObject-rdq.16.log   | Saturate      | 6     | 1.0 ± 0.0   | 0.0028s    | √
ScalObject-rdq.16.log   | Saturate+R    | 6     | 1.0 ± 0.0   | 0.0033s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.17.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.8207s    | -
ScalObject-rdq.17.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.6277s    | -
ScalObject-rdq.17.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.2694s    | -
ScalObject-rdq.17.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.9341s    | -
ScalObject-rdq.17.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.2865s    | -
ScalObject-rdq.17.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.2506s    | -
ScalObject-rdq.17.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.4443s    | -
ScalObject-rdq.17.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.3505s    | -
ScalObject-rdq.17.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.1078s    | -
ScalObject-rdq.17.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0046s    | -
ScalObject-rdq.17.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.18.log   | Enumerate+C   | 20    | 1.6 ± 0.5   | 1.4909s    | -
ScalObject-rdq.18.log   | Counting(4)   | 20    | 1.6 ± 0.5   | 0.7772s    | -
ScalObject-rdq.18.log   | Counting(4)+R | 20    | 1.6 ± 0.5   | 0.2684s    | -
ScalObject-rdq.18.log   | Counting(2)   | 20    | 1.6 ± 0.5   | 1.0556s    | -
ScalObject-rdq.18.log   | Counting(2)+R | 20    | 1.6 ± 0.5   | 0.2713s    | -
ScalObject-rdq.18.log   | Counting(0)   | 20    | 1.6 ± 0.5   | 1.3039s    | -
ScalObject-rdq.18.log   | Counting(0)+R | 20    | 1.6 ± 0.5   | 0.3149s    | -
ScalObject-rdq.18.log   | Symbolic      | 20    | 1.6 ± 0.5   | 0.4775s    | -
ScalObject-rdq.18.log   | Symbolic+R    | 20    | 1.6 ± 0.5   | 0.1179s    | -
ScalObject-rdq.18.log   | Saturate      | 20    | 1.6 ± 0.5   | 0.0043s    | -
ScalObject-rdq.18.log   | Saturate+R    | 20    | 1.6 ± 0.5   | 0.0045s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.19.log   | Enumerate+C   | 20    | 2.0 ± 0.8   | 1.6835s    | -
ScalObject-rdq.19.log   | Counting(4)   | 20    | 2.0 ± 0.8   | 0.788s     | -
ScalObject-rdq.19.log   | Counting(4)+R | 20    | 2.0 ± 0.8   | 0.3467s    | -
ScalObject-rdq.19.log   | Counting(2)   | 20    | 2.0 ± 0.8   | 0.9539s    | -
ScalObject-rdq.19.log   | Counting(2)+R | 20    | 2.0 ± 0.8   | 0.3623s    | -
ScalObject-rdq.19.log   | Counting(0)   | 20    | 2.0 ± 0.8   | 1.3452s    | -
ScalObject-rdq.19.log   | Counting(0)+R | 20    | 2.0 ± 0.8   | 0.3445s    | -
ScalObject-rdq.19.log   | Symbolic      | 20    | 2.0 ± 0.8   | 0.5037s    | -
ScalObject-rdq.19.log   | Symbolic+R    | 20    | 2.0 ± 0.8   | 0.1618s    | -
ScalObject-rdq.19.log   | Saturate      | 20    | 2.0 ± 0.8   | 0.0056s    | -
ScalObject-rdq.19.log   | Saturate+R    | 20    | 2.0 ± 0.8   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.20.log   | Enumerate+C   | 11    | 1.2 ± 0.4   | 0.1317s    | √
ScalObject-rdq.20.log   | Counting(4)   | 11    | 1.2 ± 0.4   | 0.0887s    | √
ScalObject-rdq.20.log   | Counting(4)+R | 11    | 1.2 ± 0.4   | 0.0721s    | √
ScalObject-rdq.20.log   | Counting(2)   | 11    | 1.2 ± 0.4   | 0.0955s    | √
ScalObject-rdq.20.log   | Counting(2)+R | 11    | 1.2 ± 0.4   | 0.076s     | √
ScalObject-rdq.20.log   | Counting(0)   | 20    | 1.8 ± 1.0   | 1.4473s    | -
ScalObject-rdq.20.log   | Counting(0)+R | 20    | 1.8 ± 1.0   | 0.3973s    | -
ScalObject-rdq.20.log   | Symbolic      | 11    | 1.2 ± 0.4   | 0.0304s    | √
ScalObject-rdq.20.log   | Symbolic+R    | 11    | 1.2 ± 0.4   | 0.0145s    | √
ScalObject-rdq.20.log   | Saturate      | 11    | 1.2 ± 0.4   | 0.0032s    | √
ScalObject-rdq.20.log   | Saturate+R    | 11    | 1.2 ± 0.4   | 0.0033s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.21.log   | Enumerate+C   | 20    | 1.5 ± 0.7   | 0.7464s    | -
ScalObject-rdq.21.log   | Counting(4)   | 20    | 1.5 ± 0.7   | 0.6041s    | -
ScalObject-rdq.21.log   | Counting(4)+R | 20    | 1.5 ± 0.7   | 0.3146s    | -
ScalObject-rdq.21.log   | Counting(2)   | 20    | 1.5 ± 0.7   | 0.8174s    | -
ScalObject-rdq.21.log   | Counting(2)+R | 20    | 1.5 ± 0.7   | 0.3436s    | -
ScalObject-rdq.21.log   | Counting(0)   | 20    | 1.5 ± 0.7   | 1.0715s    | -
ScalObject-rdq.21.log   | Counting(0)+R | 20    | 1.5 ± 0.7   | 0.3994s    | -
ScalObject-rdq.21.log   | Symbolic      | 20    | 1.5 ± 0.7   | 0.3487s    | -
ScalObject-rdq.21.log   | Symbolic+R    | 20    | 1.5 ± 0.7   | 0.1529s    | -
ScalObject-rdq.21.log   | Saturate      | 20    | 1.5 ± 0.7   | 0.006s     | -
ScalObject-rdq.21.log   | Saturate+R    | 20    | 1.5 ± 0.7   | 0.0053s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.22.log   | Enumerate+C   | 20    | 1.3 ± 0.7   | 0.3206s    | -
ScalObject-rdq.22.log   | Counting(4)   | 20    | 1.3 ± 0.7   | 0.6724s    | -
ScalObject-rdq.22.log   | Counting(4)+R | 20    | 1.3 ± 0.7   | 0.2023s    | -
ScalObject-rdq.22.log   | Counting(2)   | 20    | 1.3 ± 0.7   | 0.7755s    | -
ScalObject-rdq.22.log   | Counting(2)+R | 20    | 1.3 ± 0.7   | 0.2056s    | -
ScalObject-rdq.22.log   | Counting(0)   | 20    | 1.3 ± 0.7   | 0.9718s    | -
ScalObject-rdq.22.log   | Counting(0)+R | 20    | 1.3 ± 0.7   | 0.2286s    | -
ScalObject-rdq.22.log   | Symbolic      | 20    | 1.3 ± 0.7   | 0.27s      | -
ScalObject-rdq.22.log   | Symbolic+R    | 20    | 1.3 ± 0.7   | 0.0717s    | -
ScalObject-rdq.22.log   | Saturate      | 20    | 1.3 ± 0.7   | 0.0039s    | -
ScalObject-rdq.22.log   | Saturate+R    | 20    | 1.3 ± 0.7   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.23.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.6924s    | -
ScalObject-rdq.23.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7346s    | -
ScalObject-rdq.23.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2835s    | -
ScalObject-rdq.23.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.896s     | -
ScalObject-rdq.23.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2918s    | -
ScalObject-rdq.23.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.4584s    | -
ScalObject-rdq.23.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.3493s    | -
ScalObject-rdq.23.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3931s    | -
ScalObject-rdq.23.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.1273s    | -
ScalObject-rdq.23.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0047s    | -
ScalObject-rdq.23.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.24.log   | Enumerate+C   | 20    | 1.8 ± 0.6   | 2.2345s    | -
ScalObject-rdq.24.log   | Counting(4)   | 20    | 1.8 ± 0.6   | 0.8148s    | -
ScalObject-rdq.24.log   | Counting(4)+R | 20    | 1.8 ± 0.6   | 0.4712s    | -
ScalObject-rdq.24.log   | Counting(2)   | 20    | 1.8 ± 0.6   | 1.0313s    | -
ScalObject-rdq.24.log   | Counting(2)+R | 20    | 1.8 ± 0.6   | 0.5401s    | -
ScalObject-rdq.24.log   | Counting(0)   | 20    | 1.8 ± 0.6   | 1.0607s    | -
ScalObject-rdq.24.log   | Counting(0)+R | 20    | 1.8 ± 0.6   | 0.7137s    | -
ScalObject-rdq.24.log   | Symbolic      | 20    | 1.8 ± 0.6   | 0.4966s    | -
ScalObject-rdq.24.log   | Symbolic+R    | 20    | 1.8 ± 0.6   | 0.2683s    | -
ScalObject-rdq.24.log   | Saturate      | 20    | 1.8 ± 0.6   | 0.0049s    | -
ScalObject-rdq.24.log   | Saturate+R    | 20    | 1.8 ± 0.6   | 0.0052s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.25.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.3056s    | -
ScalObject-rdq.25.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6773s    | -
ScalObject-rdq.25.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2228s    | -
ScalObject-rdq.25.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8496s    | -
ScalObject-rdq.25.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.218s     | -
ScalObject-rdq.25.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.1276s    | -
ScalObject-rdq.25.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2499s    | -
ScalObject-rdq.25.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3465s    | -
ScalObject-rdq.25.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0826s    | -
ScalObject-rdq.25.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0045s    | -
ScalObject-rdq.25.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.26.log   | Enumerate+C   | 20    | 2.0 ± 0.9   | 9.4471s    | -
ScalObject-rdq.26.log   | Counting(4)   | 20    | 2.0 ± 0.9   | 1.0065s    | -
ScalObject-rdq.26.log   | Counting(4)+R | 20    | 2.0 ± 0.9   | 0.8886s    | -
ScalObject-rdq.26.log   | Counting(2)   | 20    | 2.0 ± 0.9   | 1.2319s    | -
ScalObject-rdq.26.log   | Counting(2)+R | 20    | 2.0 ± 0.9   | 1.0717s    | -
ScalObject-rdq.26.log   | Counting(0)   | 20    | 2.0 ± 0.9   | 1.0376s    | -
ScalObject-rdq.26.log   | Counting(0)+R | 20    | 2.0 ± 0.9   | 0.9282s    | -
ScalObject-rdq.26.log   | Symbolic      | 20    | 2.0 ± 0.9   | 0.5819s    | -
ScalObject-rdq.26.log   | Symbolic+R    | 20    | 2.0 ± 0.9   | 0.4918s    | -
ScalObject-rdq.26.log   | Saturate      | 20    | 2.0 ± 0.9   | 0.0058s    | -
ScalObject-rdq.26.log   | Saturate+R    | 20    | 2.0 ± 0.9   | 0.0068s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.27.log   | Enumerate+C   | 13    | 1.4 ± 0.7   | 0.1012s    | -
ScalObject-rdq.27.log   | Counting(4)   | 13    | 1.4 ± 0.7   | 0.1115s    | -
ScalObject-rdq.27.log   | Counting(4)+R | 13    | 1.4 ± 0.7   | 0.0955s    | -
ScalObject-rdq.27.log   | Counting(2)   | 13    | 1.4 ± 0.7   | 0.1324s    | -
ScalObject-rdq.27.log   | Counting(2)+R | 13    | 1.4 ± 0.7   | 0.0935s    | -
ScalObject-rdq.27.log   | Counting(0)   | 13    | 1.4 ± 0.7   | 0.1412s    | -
ScalObject-rdq.27.log   | Counting(0)+R | 13    | 1.4 ± 0.7   | 0.104s     | -
ScalObject-rdq.27.log   | Symbolic      | 13    | 1.4 ± 0.7   | 0.035s     | -
ScalObject-rdq.27.log   | Symbolic+R    | 13    | 1.4 ± 0.7   | 0.0259s    | -
ScalObject-rdq.27.log   | Saturate      | 13    | 1.4 ± 0.7   | 0.0037s    | -
ScalObject-rdq.27.log   | Saturate+R    | 13    | 1.4 ± 0.7   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.28.log   | Enumerate+C   | 20    | 1.6 ± 0.5   | 1.2179s    | -
ScalObject-rdq.28.log   | Counting(4)   | 20    | 1.6 ± 0.5   | 0.8235s    | -
ScalObject-rdq.28.log   | Counting(4)+R | 20    | 1.6 ± 0.5   | 0.2456s    | -
ScalObject-rdq.28.log   | Counting(2)   | 20    | 1.6 ± 0.5   | 0.9483s    | -
ScalObject-rdq.28.log   | Counting(2)+R | 20    | 1.6 ± 0.5   | 0.2362s    | -
ScalObject-rdq.28.log   | Counting(0)   | 20    | 1.6 ± 0.5   | 1.3058s    | -
ScalObject-rdq.28.log   | Counting(0)+R | 20    | 1.6 ± 0.5   | 0.2721s    | -
ScalObject-rdq.28.log   | Symbolic      | 20    | 1.6 ± 0.5   | 0.4181s    | -
ScalObject-rdq.28.log   | Symbolic+R    | 20    | 1.6 ± 0.5   | 0.0951s    | -
ScalObject-rdq.28.log   | Saturate      | 20    | 1.6 ± 0.5   | 0.0043s    | -
ScalObject-rdq.28.log   | Saturate+R    | 20    | 1.6 ± 0.5   | 0.0046s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.29.log   | Enumerate+C   | 20    | 2.2 ± 0.8   | 1.1521s    | -
ScalObject-rdq.29.log   | Counting(4)   | 20    | 2.2 ± 0.8   | 0.8001s    | -
ScalObject-rdq.29.log   | Counting(4)+R | 20    | 2.2 ± 0.8   | 0.3959s    | -
ScalObject-rdq.29.log   | Counting(2)   | 20    | 2.2 ± 0.8   | 1.0199s    | -
ScalObject-rdq.29.log   | Counting(2)+R | 20    | 2.2 ± 0.8   | 0.399s     | -
ScalObject-rdq.29.log   | Counting(0)   | 20    | 2.2 ± 0.8   | 1.0868s    | -
ScalObject-rdq.29.log   | Counting(0)+R | 20    | 2.2 ± 0.8   | 0.4658s    | -
ScalObject-rdq.29.log   | Symbolic      | 20    | 2.2 ± 0.8   | 0.6117s    | -
ScalObject-rdq.29.log   | Symbolic+R    | 20    | 2.2 ± 0.8   | 0.2016s    | -
ScalObject-rdq.29.log   | Saturate      | 20    | 2.2 ± 0.8   | 0.0045s    | -
ScalObject-rdq.29.log   | Saturate+R    | 20    | 2.2 ± 0.8   | 0.0053s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.30.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.7872s    | -
ScalObject-rdq.30.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.7314s    | -
ScalObject-rdq.30.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.2237s    | -
ScalObject-rdq.30.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.9781s    | -
ScalObject-rdq.30.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.2209s    | -
ScalObject-rdq.30.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.1552s    | -
ScalObject-rdq.30.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.2345s    | -
ScalObject-rdq.30.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.3322s    | -
ScalObject-rdq.30.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.0865s    | -
ScalObject-rdq.30.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0036s    | -
ScalObject-rdq.30.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0037s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.31.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.3062s    | -
ScalObject-rdq.31.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.503s     | -
ScalObject-rdq.31.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.2532s    | -
ScalObject-rdq.31.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.7583s    | -
ScalObject-rdq.31.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.2896s    | -
ScalObject-rdq.31.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 0.9568s    | -
ScalObject-rdq.31.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.3311s    | -
ScalObject-rdq.31.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.2793s    | -
ScalObject-rdq.31.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.0986s    | -
ScalObject-rdq.31.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0052s    | -
ScalObject-rdq.31.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0055s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.32.log   | Enumerate+C   | 6     | 1.0 ± 0.0   | 0.0514s    | √
ScalObject-rdq.32.log   | Counting(4)   | 6     | 1.0 ± 0.0   | 0.0499s    | √
ScalObject-rdq.32.log   | Counting(4)+R | 6     | 1.0 ± 0.0   | 0.0507s    | √
ScalObject-rdq.32.log   | Counting(2)   | 6     | 1.0 ± 0.0   | 0.0448s    | √
ScalObject-rdq.32.log   | Counting(2)+R | 6     | 1.0 ± 0.0   | 0.0454s    | √
ScalObject-rdq.32.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 0.9717s    | -
ScalObject-rdq.32.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.4033s    | -
ScalObject-rdq.32.log   | Symbolic      | 6     | 1.0 ± 0.0   | 0.013s     | √
ScalObject-rdq.32.log   | Symbolic+R    | 6     | 1.0 ± 0.0   | 0.0109s    | √
ScalObject-rdq.32.log   | Saturate      | 6     | 1.0 ± 0.0   | 0.0029s    | √
ScalObject-rdq.32.log   | Saturate+R    | 6     | 1.0 ± 0.0   | 0.0033s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.33.log   | Enumerate+C   | 20    | 1.5 ± 0.7   | 0.5751s    | -
ScalObject-rdq.33.log   | Counting(4)   | 20    | 1.5 ± 0.7   | 0.7072s    | -
ScalObject-rdq.33.log   | Counting(4)+R | 20    | 1.5 ± 0.7   | 0.2338s    | -
ScalObject-rdq.33.log   | Counting(2)   | 20    | 1.5 ± 0.7   | 0.9081s    | -
ScalObject-rdq.33.log   | Counting(2)+R | 20    | 1.5 ± 0.7   | 0.2344s    | -
ScalObject-rdq.33.log   | Counting(0)   | 20    | 1.5 ± 0.7   | 1.1442s    | -
ScalObject-rdq.33.log   | Counting(0)+R | 20    | 1.5 ± 0.7   | 0.2406s    | -
ScalObject-rdq.33.log   | Symbolic      | 20    | 1.5 ± 0.7   | 0.4472s    | -
ScalObject-rdq.33.log   | Symbolic+R    | 20    | 1.5 ± 0.7   | 0.0846s    | -
ScalObject-rdq.33.log   | Saturate      | 20    | 1.5 ± 0.7   | 0.0038s    | -
ScalObject-rdq.33.log   | Saturate+R    | 20    | 1.5 ± 0.7   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.34.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3116s    | -
ScalObject-rdq.34.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5123s    | -
ScalObject-rdq.34.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1595s    | -
ScalObject-rdq.34.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8016s    | -
ScalObject-rdq.34.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1661s    | -
ScalObject-rdq.34.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.881s     | -
ScalObject-rdq.34.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1692s    | -
ScalObject-rdq.34.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1754s    | -
ScalObject-rdq.34.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0348s    | -
ScalObject-rdq.34.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.004s     | -
ScalObject-rdq.34.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.004s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.35.log   | Enumerate+C   | 20    | 1.8 ± 0.6   | 0.6236s    | -
ScalObject-rdq.35.log   | Counting(4)   | 20    | 1.8 ± 0.6   | 0.8522s    | -
ScalObject-rdq.35.log   | Counting(4)+R | 20    | 1.8 ± 0.6   | 0.2748s    | -
ScalObject-rdq.35.log   | Counting(2)   | 20    | 1.8 ± 0.6   | 1.0678s    | -
ScalObject-rdq.35.log   | Counting(2)+R | 20    | 1.8 ± 0.6   | 0.295s     | -
ScalObject-rdq.35.log   | Counting(0)   | 20    | 1.8 ± 0.6   | 1.2321s    | -
ScalObject-rdq.35.log   | Counting(0)+R | 20    | 1.8 ± 0.6   | 0.3056s    | -
ScalObject-rdq.35.log   | Symbolic      | 20    | 1.8 ± 0.6   | 0.4852s    | -
ScalObject-rdq.35.log   | Symbolic+R    | 20    | 1.8 ± 0.6   | 0.1328s    | -
ScalObject-rdq.35.log   | Saturate      | 20    | 1.8 ± 0.6   | 0.0034s    | -
ScalObject-rdq.35.log   | Saturate+R    | 20    | 1.8 ± 0.6   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.36.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.608s     | -
ScalObject-rdq.36.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.6765s    | -
ScalObject-rdq.36.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.42s      | -
ScalObject-rdq.36.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.8183s    | -
ScalObject-rdq.36.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.4444s    | -
ScalObject-rdq.36.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.3168s    | -
ScalObject-rdq.36.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.571s     | -
ScalObject-rdq.36.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.3945s    | -
ScalObject-rdq.36.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.2186s    | -
ScalObject-rdq.36.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.004s     | -
ScalObject-rdq.36.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0043s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.37.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.8057s    | -
ScalObject-rdq.37.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.7541s    | -
ScalObject-rdq.37.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2373s    | -
ScalObject-rdq.37.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.8632s    | -
ScalObject-rdq.37.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.246s     | -
ScalObject-rdq.37.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 0.9729s    | -
ScalObject-rdq.37.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2613s    | -
ScalObject-rdq.37.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3784s    | -
ScalObject-rdq.37.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0906s    | -
ScalObject-rdq.37.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0041s    | -
ScalObject-rdq.37.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.38.log   | Enumerate+C   | 14    | 1.0 ± 0.0   | 0.1448s    | √
ScalObject-rdq.38.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.4918s    | -
ScalObject-rdq.38.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.2231s    | -
ScalObject-rdq.38.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7399s    | -
ScalObject-rdq.38.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.2937s    | -
ScalObject-rdq.38.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0408s    | -
ScalObject-rdq.38.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.2763s    | -
ScalObject-rdq.38.log   | Symbolic      | 14    | 1.0 ± 0.0   | 0.0519s    | √
