# data/reports/report-Feb-12-2015-17h03.txt
Generating reports for data/histories/generated/small/**/*.log
------------------------------------------------------------------------------
            data/histories/generated/small/**/*.log (timeout 10s)             
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-lbq.13.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1659s    | -
ScalObject-lbq.13.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.9425s    | -
ScalObject-lbq.13.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1512s    | -
ScalObject-lbq.13.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.2878s    | -
ScalObject-lbq.13.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1708s    | -
ScalObject-lbq.13.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1828s    | -
ScalObject-lbq.13.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0273s    | -
ScalObject-lbq.13.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0051s    | -
ScalObject-lbq.13.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.14.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3187s    | -
ScalObject-lbq.14.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5747s    | -
ScalObject-lbq.14.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1604s    | -
ScalObject-lbq.14.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7486s    | -
ScalObject-lbq.14.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1799s    | -
ScalObject-lbq.14.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0179s    | -
ScalObject-lbq.14.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.201s     | -
ScalObject-lbq.14.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1672s    | -
ScalObject-lbq.14.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0404s    | -
ScalObject-lbq.14.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0045s    | -
ScalObject-lbq.14.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.15.log   | Enumerate+C   | 20    | 1.7 ± 0.8   | 0.7077s    | -
ScalObject-lbq.15.log   | Counting(4)   | 20    | 1.7 ± 0.8   | 0.7689s    | -
ScalObject-lbq.15.log   | Counting(4)+R | 20    | 1.7 ± 0.8   | 0.2855s    | -
ScalObject-lbq.15.log   | Counting(2)   | 20    | 1.7 ± 0.8   | 0.8252s    | -
ScalObject-lbq.15.log   | Counting(2)+R | 20    | 1.7 ± 0.8   | 0.3252s    | -
ScalObject-lbq.15.log   | Counting(0)   | 20    | 1.7 ± 0.8   | 1.9278s    | -
ScalObject-lbq.15.log   | Counting(0)+R | 20    | 1.7 ± 0.8   | 0.3617s    | -
ScalObject-lbq.15.log   | Symbolic      | 20    | 1.7 ± 0.8   | 0.4447s    | -
ScalObject-lbq.15.log   | Symbolic+R    | 20    | 1.7 ± 0.8   | 0.1464s    | -
ScalObject-lbq.15.log   | Saturate      | 20    | 1.7 ± 0.8   | 0.0045s    | -
ScalObject-lbq.15.log   | Saturate+R    | 20    | 1.7 ± 0.8   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.16.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3098s    | -
ScalObject-lbq.16.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6137s    | -
ScalObject-lbq.16.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1534s    | -
ScalObject-lbq.16.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7183s    | -
ScalObject-lbq.16.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1503s    | -
ScalObject-lbq.16.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0334s    | -
ScalObject-lbq.16.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1551s    | -
ScalObject-lbq.16.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1806s    | -
ScalObject-lbq.16.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0283s    | -
ScalObject-lbq.16.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0042s    | -
ScalObject-lbq.16.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.17.log   | Enumerate+C   | 20    | 1.7 ± 0.5   | 0.3038s    | -
ScalObject-lbq.17.log   | Counting(4)   | 20    | 1.7 ± 0.5   | 0.6981s    | -
ScalObject-lbq.17.log   | Counting(4)+R | 20    | 1.7 ± 0.5   | 0.4248s    | -
ScalObject-lbq.17.log   | Counting(2)   | 20    | 1.7 ± 0.5   | 0.7699s    | -
ScalObject-lbq.17.log   | Counting(2)+R | 20    | 1.7 ± 0.5   | 0.5054s    | -
ScalObject-lbq.17.log   | Counting(0)   | 20    | 1.7 ± 0.5   | 0.9001s    | -
ScalObject-lbq.17.log   | Counting(0)+R | 20    | 1.7 ± 0.5   | 0.5451s    | -
ScalObject-lbq.17.log   | Symbolic      | 20    | 1.7 ± 0.5   | 0.2835s    | -
ScalObject-lbq.17.log   | Symbolic+R    | 20    | 1.7 ± 0.5   | 0.2101s    | -
ScalObject-lbq.17.log   | Saturate      | 20    | 1.7 ± 0.5   | 0.0075s    | -
ScalObject-lbq.17.log   | Saturate+R    | 20    | 1.7 ± 0.5   | 0.0089s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.18.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.4859s    | -
ScalObject-lbq.18.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6078s    | -
ScalObject-lbq.18.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1964s    | -
ScalObject-lbq.18.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.6283s    | -
ScalObject-lbq.18.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.2079s    | -
ScalObject-lbq.18.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.0398s    | -
ScalObject-lbq.18.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.224s     | -
ScalObject-lbq.18.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.2481s    | -
ScalObject-lbq.18.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0584s    | -
ScalObject-lbq.18.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0037s    | -
ScalObject-lbq.18.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.19.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3059s    | -
ScalObject-lbq.19.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.5206s    | -
ScalObject-lbq.19.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.2095s    | -
ScalObject-lbq.19.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.7552s    | -
ScalObject-lbq.19.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.2576s    | -
ScalObject-lbq.19.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 1.043s     | -
ScalObject-lbq.19.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.2601s    | -
ScalObject-lbq.19.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.1884s    | -
ScalObject-lbq.19.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0606s    | -
ScalObject-lbq.19.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0063s    | -
ScalObject-lbq.19.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0052s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.20.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3284s    | -
ScalObject-lbq.20.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6152s    | -
ScalObject-lbq.20.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1587s    | -
ScalObject-lbq.20.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6751s    | -
ScalObject-lbq.20.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1646s    | -
ScalObject-lbq.20.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.1787s    | -
ScalObject-lbq.20.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1722s    | -
ScalObject-lbq.20.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1847s    | -
ScalObject-lbq.20.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0337s    | -
ScalObject-lbq.20.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0042s    | -
ScalObject-lbq.20.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.21.log   | Enumerate+C   | 20    | 1.4 ± 0.5   | 0.833s     | -
ScalObject-lbq.21.log   | Counting(4)   | 20    | 1.4 ± 0.5   | 0.6123s    | -
ScalObject-lbq.21.log   | Counting(4)+R | 20    | 1.4 ± 0.5   | 0.2325s    | -
ScalObject-lbq.21.log   | Counting(2)   | 20    | 1.4 ± 0.5   | 0.7391s    | -
ScalObject-lbq.21.log   | Counting(2)+R | 20    | 1.4 ± 0.5   | 0.2219s    | -
ScalObject-lbq.21.log   | Counting(0)   | 20    | 1.4 ± 0.5   | 1.0058s    | -
ScalObject-lbq.21.log   | Counting(0)+R | 20    | 1.4 ± 0.5   | 0.2417s    | -
ScalObject-lbq.21.log   | Symbolic      | 20    | 1.4 ± 0.5   | 0.3712s    | -
ScalObject-lbq.21.log   | Symbolic+R    | 20    | 1.4 ± 0.5   | 0.0702s    | -
ScalObject-lbq.21.log   | Saturate      | 20    | 1.4 ± 0.5   | 0.0042s    | -
ScalObject-lbq.21.log   | Saturate+R    | 20    | 1.4 ± 0.5   | 0.0049s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.22.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.2933s    | -
ScalObject-lbq.22.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.4597s    | -
ScalObject-lbq.22.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.2592s    | -
ScalObject-lbq.22.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.8164s    | -
ScalObject-lbq.22.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.3123s    | -
ScalObject-lbq.22.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.8619s    | -
ScalObject-lbq.22.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.3536s    | -
ScalObject-lbq.22.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1568s    | -
ScalObject-lbq.22.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0743s    | -
ScalObject-lbq.22.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0065s    | -
ScalObject-lbq.22.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0069s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.23.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3124s    | -
ScalObject-lbq.23.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5285s    | -
ScalObject-lbq.23.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.164s     | -
ScalObject-lbq.23.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6791s    | -
ScalObject-lbq.23.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1676s    | -
ScalObject-lbq.23.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.886s     | -
ScalObject-lbq.23.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1855s    | -
ScalObject-lbq.23.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1693s    | -
ScalObject-lbq.23.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0364s    | -
ScalObject-lbq.23.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0049s    | -
ScalObject-lbq.23.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0047s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.24.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3193s    | -
ScalObject-lbq.24.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6203s    | -
ScalObject-lbq.24.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1602s    | -
ScalObject-lbq.24.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7436s    | -
ScalObject-lbq.24.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1489s    | -
ScalObject-lbq.24.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.2706s    | -
ScalObject-lbq.24.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1542s    | -
ScalObject-lbq.24.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1754s    | -
ScalObject-lbq.24.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0239s    | -
ScalObject-lbq.24.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0034s    | -
ScalObject-lbq.24.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.25.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.32s      | -
ScalObject-lbq.25.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6456s    | -
ScalObject-lbq.25.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.153s     | -
ScalObject-lbq.25.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7249s    | -
ScalObject-lbq.25.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1542s    | -
ScalObject-lbq.25.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.4053s    | -
ScalObject-lbq.25.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1669s    | -
ScalObject-lbq.25.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1855s    | -
ScalObject-lbq.25.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0281s    | -
ScalObject-lbq.25.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0042s    | -
ScalObject-lbq.25.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0037s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.26.log   | Enumerate+C   | 20    | 1.5 ± 0.5   | 0.8122s    | -
ScalObject-lbq.26.log   | Counting(4)   | 20    | 1.5 ± 0.5   | 0.5816s    | -
ScalObject-lbq.26.log   | Counting(4)+R | 20    | 1.5 ± 0.5   | 0.2656s    | -
ScalObject-lbq.26.log   | Counting(2)   | 20    | 1.5 ± 0.5   | 0.911s     | -
ScalObject-lbq.26.log   | Counting(2)+R | 20    | 1.5 ± 0.5   | 0.2933s    | -
ScalObject-lbq.26.log   | Counting(0)   | 20    | 1.5 ± 0.5   | 1.2177s    | -
ScalObject-lbq.26.log   | Counting(0)+R | 20    | 1.5 ± 0.5   | 0.3091s    | -
ScalObject-lbq.26.log   | Symbolic      | 20    | 1.5 ± 0.5   | 0.306s     | -
ScalObject-lbq.26.log   | Symbolic+R    | 20    | 1.5 ± 0.5   | 0.1005s    | -
ScalObject-lbq.26.log   | Saturate      | 20    | 1.5 ± 0.5   | 0.005s     | -
ScalObject-lbq.26.log   | Saturate+R    | 20    | 1.5 ± 0.5   | 0.0073s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.27.log   | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.6548s    | -
ScalObject-lbq.27.log   | Counting(4)   | 20    | 1.2 ± 0.4   | 0.6528s    | -
ScalObject-lbq.27.log   | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.3551s    | -
ScalObject-lbq.27.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.756s     | -
ScalObject-lbq.27.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.3872s    | -
ScalObject-lbq.27.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 1.2257s    | -
ScalObject-lbq.27.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.4724s    | -
ScalObject-lbq.27.log   | Symbolic      | 20    | 1.2 ± 0.4   | 0.2665s    | -
ScalObject-lbq.27.log   | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.1262s    | -
ScalObject-lbq.27.log   | Saturate      | 20    | 1.2 ± 0.4   | 0.0053s    | -
ScalObject-lbq.27.log   | Saturate+R    | 20    | 1.2 ± 0.4   | 0.006s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.28.log   | Enumerate+C   | 20    | 1.7 ± 0.7   | 0.4999s    | -
ScalObject-lbq.28.log   | Counting(4)   | 20    | 1.7 ± 0.7   | 0.7449s    | -
ScalObject-lbq.28.log   | Counting(4)+R | 20    | 1.7 ± 0.7   | 0.2411s    | -
ScalObject-lbq.28.log   | Counting(2)   | 20    | 1.7 ± 0.7   | 1.0682s    | -
ScalObject-lbq.28.log   | Counting(2)+R | 20    | 1.7 ± 0.7   | 0.2812s    | -
ScalObject-lbq.28.log   | Counting(0)   | 20    | 1.7 ± 0.7   | 1.065s     | -
ScalObject-lbq.28.log   | Counting(0)+R | 20    | 1.7 ± 0.7   | 0.2905s    | -
ScalObject-lbq.28.log   | Symbolic      | 20    | 1.7 ± 0.7   | 0.3919s    | -
ScalObject-lbq.28.log   | Symbolic+R    | 20    | 1.7 ± 0.7   | 0.1116s    | -
ScalObject-lbq.28.log   | Saturate      | 20    | 1.7 ± 0.7   | 0.0046s    | -
ScalObject-lbq.28.log   | Saturate+R    | 20    | 1.7 ± 0.7   | 0.0042s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.29.log   | Enumerate+C   | 20    | 1.1 ± 0.3   | 0.3124s    | -
ScalObject-lbq.29.log   | Counting(4)   | 20    | 1.1 ± 0.3   | 0.6548s    | -
ScalObject-lbq.29.log   | Counting(4)+R | 20    | 1.1 ± 0.3   | 0.1746s    | -
ScalObject-lbq.29.log   | Counting(2)   | 20    | 1.1 ± 0.3   | 0.9346s    | -
ScalObject-lbq.29.log   | Counting(2)+R | 20    | 1.1 ± 0.3   | 0.1827s    | -
ScalObject-lbq.29.log   | Counting(0)   | 20    | 1.1 ± 0.3   | 0.8465s    | -
ScalObject-lbq.29.log   | Counting(0)+R | 20    | 1.1 ± 0.3   | 0.1939s    | -
ScalObject-lbq.29.log   | Symbolic      | 20    | 1.1 ± 0.3   | 0.2564s    | -
ScalObject-lbq.29.log   | Symbolic+R    | 20    | 1.1 ± 0.3   | 0.0437s    | -
ScalObject-lbq.29.log   | Saturate      | 20    | 1.1 ± 0.3   | 0.0054s    | -
ScalObject-lbq.29.log   | Saturate+R    | 20    | 1.1 ± 0.3   | 0.0039s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.30.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.2906s    | -
ScalObject-lbq.30.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5179s    | -
ScalObject-lbq.30.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.2653s    | -
ScalObject-lbq.30.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.6407s    | -
ScalObject-lbq.30.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.3192s    | -
ScalObject-lbq.30.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 0.969s     | -
ScalObject-lbq.30.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.384s     | -
ScalObject-lbq.30.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.158s     | -
ScalObject-lbq.30.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0727s    | -
ScalObject-lbq.30.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0059s    | -
ScalObject-lbq.30.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0062s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.31.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.653s     | -
ScalObject-lbq.31.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.5882s    | -
ScalObject-lbq.31.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.2014s    | -
ScalObject-lbq.31.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 0.6703s    | -
ScalObject-lbq.31.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.2091s    | -
ScalObject-lbq.31.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.2301s    | -
ScalObject-lbq.31.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.2462s    | -
ScalObject-lbq.31.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.3159s    | -
ScalObject-lbq.31.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.0659s    | -
ScalObject-lbq.31.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0056s    | -
ScalObject-lbq.31.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0049s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.32.log   | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3297s    | -
ScalObject-lbq.32.log   | Counting(4)   | 20    | 1.2 ± 0.4   | 0.6191s    | -
ScalObject-lbq.32.log   | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.1606s    | -
ScalObject-lbq.32.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.8645s    | -
ScalObject-lbq.32.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.1732s    | -
ScalObject-lbq.32.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 1.0705s    | -
ScalObject-lbq.32.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.1641s    | -
ScalObject-lbq.32.log   | Symbolic      | 20    | 1.2 ± 0.4   | 0.2754s    | -
ScalObject-lbq.32.log   | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.0425s    | -
ScalObject-lbq.32.log   | Saturate      | 20    | 1.2 ± 0.4   | 0.0041s    | -
ScalObject-lbq.32.log   | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0038s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.33.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3068s    | -
ScalObject-lbq.33.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.5818s    | -
ScalObject-lbq.33.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1593s    | -
ScalObject-lbq.33.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.9426s    | -
ScalObject-lbq.33.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1645s    | -
ScalObject-lbq.33.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.0032s    | -
ScalObject-lbq.33.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.181s     | -
ScalObject-lbq.33.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.174s     | -
ScalObject-lbq.33.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0421s    | -
ScalObject-lbq.33.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.0047s    | -
ScalObject-lbq.33.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0041s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.34.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3272s    | -
ScalObject-lbq.34.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6053s    | -
ScalObject-lbq.34.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1519s    | -
ScalObject-lbq.34.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7375s    | -
ScalObject-lbq.34.log   | Counting(2)+R | 20    | 1.0 ± 0.0   | 0.1642s    | -
ScalObject-lbq.34.log   | Counting(0)   | 20    | 1.0 ± 0.0   | 1.2279s    | -
ScalObject-lbq.34.log   | Counting(0)+R | 20    | 1.0 ± 0.0   | 0.1644s    | -
ScalObject-lbq.34.log   | Symbolic      | 20    | 1.0 ± 0.0   | 0.1769s    | -
ScalObject-lbq.34.log   | Symbolic+R    | 20    | 1.0 ± 0.0   | 0.0329s    | -
ScalObject-lbq.34.log   | Saturate      | 20    | 1.0 ± 0.0   | 0.005s     | -
ScalObject-lbq.34.log   | Saturate+R    | 20    | 1.0 ± 0.0   | 0.0036s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.35.log   | Enumerate+C   | 20    | 1.2 ± 0.4   | 0.3166s    | -
ScalObject-lbq.35.log   | Counting(4)   | 20    | 1.2 ± 0.4   | 0.7073s    | -
ScalObject-lbq.35.log   | Counting(4)+R | 20    | 1.2 ± 0.4   | 0.1587s    | -
ScalObject-lbq.35.log   | Counting(2)   | 20    | 1.2 ± 0.4   | 0.7783s    | -
ScalObject-lbq.35.log   | Counting(2)+R | 20    | 1.2 ± 0.4   | 0.1625s    | -
ScalObject-lbq.35.log   | Counting(0)   | 20    | 1.2 ± 0.4   | 0.9814s    | -
ScalObject-lbq.35.log   | Counting(0)+R | 20    | 1.2 ± 0.4   | 0.167s     | -
ScalObject-lbq.35.log   | Symbolic      | 20    | 1.2 ± 0.4   | 0.266s     | -
ScalObject-lbq.35.log   | Symbolic+R    | 20    | 1.2 ± 0.4   | 0.0434s    | -
ScalObject-lbq.35.log   | Saturate      | 20    | 1.2 ± 0.4   | 0.0037s    | -
ScalObject-lbq.35.log   | Saturate+R    | 20    | 1.2 ± 0.4   | 0.0037s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.36.log   | Enumerate+C   | 20    | 1.3 ± 0.5   | 0.3986s    | -
ScalObject-lbq.36.log   | Counting(4)   | 20    | 1.3 ± 0.5   | 0.6923s    | -
ScalObject-lbq.36.log   | Counting(4)+R | 20    | 1.3 ± 0.5   | 0.2012s    | -
ScalObject-lbq.36.log   | Counting(2)   | 20    | 1.3 ± 0.5   | 1.0791s    | -
ScalObject-lbq.36.log   | Counting(2)+R | 20    | 1.3 ± 0.5   | 0.1952s    | -
ScalObject-lbq.36.log   | Counting(0)   | 20    | 1.3 ± 0.5   | 1.2363s    | -
ScalObject-lbq.36.log   | Counting(0)+R | 20    | 1.3 ± 0.5   | 0.2227s    | -
ScalObject-lbq.36.log   | Symbolic      | 20    | 1.3 ± 0.5   | 0.2879s    | -
ScalObject-lbq.36.log   | Symbolic+R    | 20    | 1.3 ± 0.5   | 0.0599s    | -
ScalObject-lbq.36.log   | Saturate      | 20    | 1.3 ± 0.5   | 0.0045s    | -
ScalObject-lbq.36.log   | Saturate+R    | 20    | 1.3 ± 0.5   | 0.0042s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.37.log   | Enumerate+C   | 20    | 1.0 ± 0.0   | 0.3211s    | -
ScalObject-lbq.37.log   | Counting(4)   | 20    | 1.0 ± 0.0   | 0.6181s    | -
ScalObject-lbq.37.log   | Counting(4)+R | 20    | 1.0 ± 0.0   | 0.1464s    | -
ScalObject-lbq.37.log   | Counting(2)   | 20    | 1.0 ± 0.0   | 0.7131s    | -
