# data/report-Dec-01-2014-17h41.txt
Generating reports for examples/generated/small/**/*.log
------------------------------------------------------------------------------
               examples/generated/small/**/*.log (timeout 10s)                
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.74.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.5001s    | -
ScalObject-rdq.74.log   | Counting(4)   | 20    | 1.3±0.5     | 0.634s     | -
ScalObject-rdq.74.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.206s     | -
ScalObject-rdq.74.log   | Counting(2)   | 20    | 1.3±0.5     | 0.6914s    | -
ScalObject-rdq.74.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.211s     | -
ScalObject-rdq.74.log   | Counting(0)   | 20    | 1.3±0.5     | 1.2309s    | -
ScalObject-rdq.74.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.2214s    | -
ScalObject-rdq.74.log   | Symbolic      | 20    | 1.3±0.5     | 0.338s     | -
ScalObject-rdq.74.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.0502s    | -
ScalObject-rdq.74.log   | Saturate      | 20    | 1.3±0.5     | 0.0089s    | -
ScalObject-rdq.74.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0079s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.75.log   | Enumerate+C   | 6     | 1.0±0.0     | 0.0584s    | √
ScalObject-rdq.75.log   | Counting(4)   | 6     | 1.0±0.0     | 0.0595s    | √
ScalObject-rdq.75.log   | Counting(4)+R | 6     | 1.0±0.0     | 0.0588s    | √
ScalObject-rdq.75.log   | Counting(2)   | 6     | 1.0±0.0     | 0.0625s    | √
ScalObject-rdq.75.log   | Counting(2)+R | 6     | 1.0±0.0     | 0.0564s    | √
ScalObject-rdq.75.log   | Counting(0)   | 20    | 1.3±0.5     | 1.1874s    | -
ScalObject-rdq.75.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.2326s    | -
ScalObject-rdq.75.log   | Symbolic      | 6     | 1.0±0.0     | 0.0107s    | √
ScalObject-rdq.75.log   | Symbolic+R    | 6     | 1.0±0.0     | 0.0118s    | √
ScalObject-rdq.75.log   | Saturate      | 6     | 1.0±0.0     | 0.0033s    | √
ScalObject-rdq.75.log   | Saturate+R    | 6     | 1.0±0.0     | 0.0032s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.76.log   | Enumerate+C   | 20    | 2.2±1.1     | 5.9239s    | -
ScalObject-rdq.76.log   | Counting(4)   | 20    | 2.2±1.1     | 0.7713s    | -
ScalObject-rdq.76.log   | Counting(4)+R | 20    | 2.2±1.1     | 0.3705s    | -
ScalObject-rdq.76.log   | Counting(2)   | 20    | 2.2±1.1     | 0.9686s    | -
ScalObject-rdq.76.log   | Counting(2)+R | 20    | 2.2±1.1     | 0.3927s    | -
ScalObject-rdq.76.log   | Counting(0)   | 20    | 2.2±1.1     | 1.1869s    | -
ScalObject-rdq.76.log   | Counting(0)+R | 20    | 2.2±1.1     | 0.4141s    | -
ScalObject-rdq.76.log   | Symbolic      | 20    | 2.2±1.1     | 0.4572s    | -
ScalObject-rdq.76.log   | Symbolic+R    | 20    | 2.2±1.1     | 0.1791s    | -
ScalObject-rdq.76.log   | Saturate      | 20    | 2.2±1.1     | 0.0106s    | -
ScalObject-rdq.76.log   | Saturate+R    | 20    | 2.2±1.1     | 0.0111s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.77.log   | Enumerate+C   | 14    | 1.1±0.4     | 0.1962s    | √
ScalObject-rdq.77.log   | Counting(4)   | 20    | 1.2±0.4     | 0.5778s    | -
ScalObject-rdq.77.log   | Counting(4)+R | 20    | 1.2±0.4     | 0.3313s    | -
ScalObject-rdq.77.log   | Counting(2)   | 20    | 1.2±0.4     | 0.7841s    | -
ScalObject-rdq.77.log   | Counting(2)+R | 20    | 1.2±0.4     | 0.3937s    | -
ScalObject-rdq.77.log   | Counting(0)   | 20    | 1.2±0.4     | 1.2829s    | -
ScalObject-rdq.77.log   | Counting(0)+R | 20    | 1.2±0.4     | 0.4004s    | -
ScalObject-rdq.77.log   | Symbolic      | 14    | 1.1±0.4     | 0.064s     | √
ScalObject-rdq.77.log   | Symbolic+R    | 14    | 1.1±0.4     | 0.0652s    | √
ScalObject-rdq.77.log   | Saturate      | 14    | 1.1±0.4     | 0.0088s    | √
ScalObject-rdq.77.log   | Saturate+R    | 14    | 1.1±0.4     | 0.0088s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.78.log   | Enumerate+C   | 20    | 1.1±0.3     | 0.4051s    | -
ScalObject-rdq.78.log   | Counting(4)   | 20    | 1.1±0.3     | 0.6645s    | -
ScalObject-rdq.78.log   | Counting(4)+R | 20    | 1.1±0.3     | 0.184s     | -
ScalObject-rdq.78.log   | Counting(2)   | 20    | 1.1±0.3     | 0.8256s    | -
ScalObject-rdq.78.log   | Counting(2)+R | 20    | 1.1±0.3     | 0.1882s    | -
ScalObject-rdq.78.log   | Counting(0)   | 20    | 1.1±0.3     | 1.4293s    | -
ScalObject-rdq.78.log   | Counting(0)+R | 20    | 1.1±0.3     | 0.1834s    | -
ScalObject-rdq.78.log   | Symbolic      | 20    | 1.1±0.3     | 0.239s     | -
ScalObject-rdq.78.log   | Symbolic+R    | 20    | 1.1±0.3     | 0.0254s    | -
ScalObject-rdq.78.log   | Saturate      | 20    | 1.1±0.3     | 0.0045s    | -
ScalObject-rdq.78.log   | Saturate+R    | 20    | 1.1±0.3     | 0.0073s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.79.log   | Enumerate+C   | 20    | 1.2±0.4     | 0.3662s    | -
ScalObject-rdq.79.log   | Counting(4)   | 20    | 1.2±0.4     | 0.6047s    | -
ScalObject-rdq.79.log   | Counting(4)+R | 20    | 1.2±0.4     | 0.2384s    | -
ScalObject-rdq.79.log   | Counting(2)   | 20    | 1.2±0.4     | 0.8775s    | -
ScalObject-rdq.79.log   | Counting(2)+R | 20    | 1.2±0.4     | 0.2475s    | -
ScalObject-rdq.79.log   | Counting(0)   | 20    | 1.2±0.4     | 1.2961s    | -
ScalObject-rdq.79.log   | Counting(0)+R | 20    | 1.2±0.4     | 0.2774s    | -
ScalObject-rdq.79.log   | Symbolic      | 20    | 1.2±0.4     | 0.2669s    | -
ScalObject-rdq.79.log   | Symbolic+R    | 20    | 1.2±0.4     | 0.0739s    | -
ScalObject-rdq.79.log   | Saturate      | 20    | 1.2±0.4     | 0.0105s    | -
ScalObject-rdq.79.log   | Saturate+R    | 20    | 1.2±0.4     | 0.009s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.80.log   | Enumerate+C   | 20    | 1.5±0.8     | 1.622s     | -
ScalObject-rdq.80.log   | Counting(4)   | 20    | 1.5±0.8     | 0.8005s    | -
ScalObject-rdq.80.log   | Counting(4)+R | 20    | 1.5±0.8     | 0.3399s    | -
ScalObject-rdq.80.log   | Counting(2)   | 20    | 1.5±0.8     | 1.054s     | -
ScalObject-rdq.80.log   | Counting(2)+R | 20    | 1.5±0.8     | 0.3451s    | -
ScalObject-rdq.80.log   | Counting(0)   | 20    | 1.5±0.8     | 1.4317s    | -
ScalObject-rdq.80.log   | Counting(0)+R | 20    | 1.5±0.8     | 0.3288s    | -
ScalObject-rdq.80.log   | Symbolic      | 20    | 1.5±0.8     | 0.4558s    | -
ScalObject-rdq.80.log   | Symbolic+R    | 20    | 1.5±0.8     | 0.1328s    | -
ScalObject-rdq.80.log   | Saturate      | 20    | 1.5±0.8     | 0.0079s    | -
ScalObject-rdq.80.log   | Saturate+R    | 20    | 1.5±0.8     | 0.0082s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.81.log   | Enumerate+C   | 18    | 1.6±0.9     | 0.8624s    | √
ScalObject-rdq.81.log   | Counting(4)   | 18    | 1.6±0.9     | 0.3644s    | √
ScalObject-rdq.81.log   | Counting(4)+R | 18    | 1.6±0.9     | 0.212s     | √
ScalObject-rdq.81.log   | Counting(2)   | 18    | 1.6±0.9     | 0.4469s    | √
ScalObject-rdq.81.log   | Counting(2)+R | 18    | 1.6±0.9     | 0.2151s    | √
ScalObject-rdq.81.log   | Counting(0)   | 20    | 1.5±0.8     | 1.2132s    | -
ScalObject-rdq.81.log   | Counting(0)+R | 20    | 1.5±0.8     | 0.2798s    | -
ScalObject-rdq.81.log   | Symbolic      | 18    | 1.6±0.9     | 0.203s     | √
ScalObject-rdq.81.log   | Symbolic+R    | 18    | 1.6±0.9     | 0.0647s    | √
ScalObject-rdq.81.log   | Saturate      | 18    | 1.6±0.9     | 0.0102s    | √
ScalObject-rdq.81.log   | Saturate+R    | 18    | 1.6±0.9     | 0.0084s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.82.log   | Enumerate+C   | 20    | 1.7±0.5     | 2.1173s    | -
ScalObject-rdq.82.log   | Counting(4)   | 20    | 1.7±0.5     | 0.8374s    | -
ScalObject-rdq.82.log   | Counting(4)+R | 20    | 1.7±0.5     | 0.2635s    | -
ScalObject-rdq.82.log   | Counting(2)   | 20    | 1.7±0.5     | 1.1301s    | -
ScalObject-rdq.82.log   | Counting(2)+R | 20    | 1.7±0.5     | 0.2883s    | -
ScalObject-rdq.82.log   | Counting(0)   | 20    | 1.7±0.5     | 1.3336s    | -
ScalObject-rdq.82.log   | Counting(0)+R | 20    | 1.7±0.5     | 0.2907s    | -
ScalObject-rdq.82.log   | Symbolic      | 20    | 1.7±0.5     | 0.3716s    | -
ScalObject-rdq.82.log   | Symbolic+R    | 20    | 1.7±0.5     | 0.0965s    | -
ScalObject-rdq.82.log   | Saturate      | 20    | 1.7±0.5     | 0.0104s    | -
ScalObject-rdq.82.log   | Saturate+R    | 20    | 1.7±0.5     | 0.0098s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.83.log   | Enumerate+C   | 20    | 1.5±0.5     | 2.5491s    | -
ScalObject-rdq.83.log   | Counting(4)   | 20    | 1.5±0.5     | 0.6294s    | -
ScalObject-rdq.83.log   | Counting(4)+R | 20    | 1.5±0.5     | 0.3423s    | -
ScalObject-rdq.83.log   | Counting(2)   | 20    | 1.5±0.5     | 0.8678s    | -
ScalObject-rdq.83.log   | Counting(2)+R | 20    | 1.5±0.5     | 0.4697s    | -
ScalObject-rdq.83.log   | Counting(0)   | 20    | 1.5±0.5     | 1.2822s    | -
ScalObject-rdq.83.log   | Counting(0)+R | 20    | 1.5±0.5     | 0.6603s    | -
ScalObject-rdq.83.log   | Symbolic      | 20    | 1.5±0.5     | 0.4087s    | -
ScalObject-rdq.83.log   | Symbolic+R    | 20    | 1.5±0.5     | 0.1735s    | -
ScalObject-rdq.83.log   | Saturate      | 20    | 1.5±0.5     | 0.0107s    | -
ScalObject-rdq.83.log   | Saturate+R    | 20    | 1.5±0.5     | 0.0115s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.84.log   | Enumerate+C   | 8     | 1.0±0.0     | 0.0843s    | √
ScalObject-rdq.84.log   | Counting(4)   | 8     | 1.0±0.0     | 0.0801s    | √
ScalObject-rdq.84.log   | Counting(4)+R | 8     | 1.0±0.0     | 0.0824s    | √
ScalObject-rdq.84.log   | Counting(2)   | 20    | 1.1±0.3     | 0.7151s    | -
ScalObject-rdq.84.log   | Counting(2)+R | 20    | 1.1±0.3     | 0.3312s    | -
ScalObject-rdq.84.log   | Counting(0)   | 20    | 1.1±0.3     | 1.3124s    | -
ScalObject-rdq.84.log   | Counting(0)+R | 20    | 1.1±0.3     | 0.3357s    | -
ScalObject-rdq.84.log   | Symbolic      | 8     | 1.0±0.0     | 0.018s     | √
ScalObject-rdq.84.log   | Symbolic+R    | 8     | 1.0±0.0     | 0.0187s    | √
ScalObject-rdq.84.log   | Saturate      | 8     | 1.0±0.0     | 0.0037s    | √
ScalObject-rdq.84.log   | Saturate+R    | 8     | 1.0±0.0     | 0.007s     | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.85.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.3572s    | -
ScalObject-rdq.85.log   | Counting(4)   | 20    | 1.3±0.5     | 0.6257s    | -
ScalObject-rdq.85.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.2195s    | -
ScalObject-rdq.85.log   | Counting(2)   | 20    | 1.3±0.5     | 0.8177s    | -
ScalObject-rdq.85.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.2124s    | -
ScalObject-rdq.85.log   | Counting(0)   | 20    | 1.3±0.5     | 0.9019s    | -
ScalObject-rdq.85.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.2152s    | -
ScalObject-rdq.85.log   | Symbolic      | 20    | 1.3±0.5     | 0.2516s    | -
ScalObject-rdq.85.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.05s      | -
ScalObject-rdq.85.log   | Saturate      | 20    | 1.3±0.5     | 0.008s     | -
ScalObject-rdq.85.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0082s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.86.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3248s    | -
ScalObject-rdq.86.log   | Counting(4)   | 20    | 1.0±0.0     | 0.5962s    | -
ScalObject-rdq.86.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.322s     | -
ScalObject-rdq.86.log   | Counting(2)   | 20    | 1.0±0.0     | 0.6925s    | -
ScalObject-rdq.86.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.3667s    | -
ScalObject-rdq.86.log   | Counting(0)   | 20    | 1.0±0.0     | 0.8816s    | -
ScalObject-rdq.86.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.3887s    | -
ScalObject-rdq.86.log   | Symbolic      | 20    | 1.0±0.0     | 0.1648s    | -
ScalObject-rdq.86.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0947s    | -
ScalObject-rdq.86.log   | Saturate      | 20    | 1.0±0.0     | 0.0118s    | -
ScalObject-rdq.86.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0113s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.87.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3642s    | -
ScalObject-rdq.87.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6492s    | -
ScalObject-rdq.87.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1954s    | -
ScalObject-rdq.87.log   | Counting(2)   | 20    | 1.0±0.0     | 0.7935s    | -
ScalObject-rdq.87.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.2012s    | -
ScalObject-rdq.87.log   | Counting(0)   | 20    | 1.0±0.0     | 1.2075s    | -
ScalObject-rdq.87.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.2058s    | -
ScalObject-rdq.87.log   | Symbolic      | 20    | 1.0±0.0     | 0.1873s    | -
ScalObject-rdq.87.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0296s    | -
ScalObject-rdq.87.log   | Saturate      | 20    | 1.0±0.0     | 0.0079s    | -
ScalObject-rdq.87.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0087s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.88.log   | Enumerate+C   | 20    | 1.5±0.5     | 1.1949s    | -
ScalObject-rdq.88.log   | Counting(4)   | 20    | 1.5±0.5     | 0.777s     | -
ScalObject-rdq.88.log   | Counting(4)+R | 20    | 1.5±0.5     | 0.3076s    | -
ScalObject-rdq.88.log   | Counting(2)   | 20    | 1.5±0.5     | 1.1553s    | -
ScalObject-rdq.88.log   | Counting(2)+R | 20    | 1.5±0.5     | 0.3035s    | -
ScalObject-rdq.88.log   | Counting(0)   | 20    | 1.5±0.5     | 1.325s     | -
ScalObject-rdq.88.log   | Counting(0)+R | 20    | 1.5±0.5     | 0.3904s    | -
ScalObject-rdq.88.log   | Symbolic      | 20    | 1.5±0.5     | 0.4188s    | -
ScalObject-rdq.88.log   | Symbolic+R    | 20    | 1.5±0.5     | 0.131s     | -
ScalObject-rdq.88.log   | Saturate      | 20    | 1.5±0.5     | 0.0115s    | -
ScalObject-rdq.88.log   | Saturate+R    | 20    | 1.5±0.5     | 0.0091s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.89.log   | Enumerate+C   | 8     | 1.0±0.0     | 0.089s     | √
ScalObject-rdq.89.log   | Counting(4)   | 8     | 1.0±0.0     | 0.0856s    | √
ScalObject-rdq.89.log   | Counting(4)+R | 8     | 1.0±0.0     | 0.0763s    | √
ScalObject-rdq.89.log   | Counting(2)   | 8     | 1.0±0.0     | 0.0826s    | √
ScalObject-rdq.89.log   | Counting(2)+R | 8     | 1.0±0.0     | 0.0704s    | √
ScalObject-rdq.89.log   | Counting(0)   | 16    | 1.3±0.5     | 0.3731s    | -
ScalObject-rdq.89.log   | Counting(0)+R | 16    | 1.3±0.5     | 0.1387s    | -
ScalObject-rdq.89.log   | Symbolic      | 8     | 1.0±0.0     | 0.0155s    | √
ScalObject-rdq.89.log   | Symbolic+R    | 8     | 1.0±0.0     | 0.0138s    | √
ScalObject-rdq.89.log   | Saturate      | 8     | 1.0±0.0     | 0.0036s    | √
ScalObject-rdq.89.log   | Saturate+R    | 8     | 1.0±0.0     | 0.0036s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.90.log   | Enumerate+C   | 20    | 2.1±1.0     | 2.301s     | -
ScalObject-rdq.90.log   | Counting(4)   | 20    | 2.1±1.0     | 1.0159s    | -
ScalObject-rdq.90.log   | Counting(4)+R | 20    | 2.1±1.0     | 0.4073s    | -
ScalObject-rdq.90.log   | Counting(2)   | 20    | 2.1±1.0     | 1.1311s    | -
ScalObject-rdq.90.log   | Counting(2)+R | 20    | 2.1±1.0     | 0.3849s    | -
ScalObject-rdq.90.log   | Counting(0)   | 20    | 2.1±1.0     | 1.8235s    | -
ScalObject-rdq.90.log   | Counting(0)+R | 20    | 2.1±1.0     | 0.4272s    | -
ScalObject-rdq.90.log   | Symbolic      | 20    | 2.1±1.0     | 0.4988s    | -
ScalObject-rdq.90.log   | Symbolic+R    | 20    | 2.1±1.0     | 0.1863s    | -
ScalObject-rdq.90.log   | Saturate      | 20    | 2.1±1.0     | 0.0083s    | -
ScalObject-rdq.90.log   | Saturate+R    | 20    | 2.1±1.0     | 0.009s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.91.log   | Enumerate+C   | 20    | 1.3±0.7     | 0.5474s    | -
ScalObject-rdq.91.log   | Counting(4)   | 20    | 1.3±0.7     | 0.5456s    | -
ScalObject-rdq.91.log   | Counting(4)+R | 20    | 1.3±0.7     | 0.2062s    | -
ScalObject-rdq.91.log   | Counting(2)   | 20    | 1.3±0.7     | 0.7549s    | -
ScalObject-rdq.91.log   | Counting(2)+R | 20    | 1.3±0.7     | 0.2002s    | -
ScalObject-rdq.91.log   | Counting(0)   | 20    | 1.3±0.7     | 1.2278s    | -
ScalObject-rdq.91.log   | Counting(0)+R | 20    | 1.3±0.7     | 0.2031s    | -
ScalObject-rdq.91.log   | Symbolic      | 20    | 1.3±0.7     | 0.255s     | -
ScalObject-rdq.91.log   | Symbolic+R    | 20    | 1.3±0.7     | 0.0402s    | -
ScalObject-rdq.91.log   | Saturate      | 20    | 1.3±0.7     | 0.0083s    | -
ScalObject-rdq.91.log   | Saturate+R    | 20    | 1.3±0.7     | 0.0075s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.92.log   | Enumerate+C   | 20    | 1.6±0.7     | 1.1165s    | -
ScalObject-rdq.92.log   | Counting(4)   | 20    | 1.6±0.7     | 0.7533s    | -
ScalObject-rdq.92.log   | Counting(4)+R | 20    | 1.6±0.7     | 0.2718s    | -
ScalObject-rdq.92.log   | Counting(2)   | 20    | 1.6±0.7     | 1.0186s    | -
ScalObject-rdq.92.log   | Counting(2)+R | 20    | 1.6±0.7     | 0.2852s    | -
ScalObject-rdq.92.log   | Counting(0)   | 20    | 1.6±0.7     | 1.6443s    | -
ScalObject-rdq.92.log   | Counting(0)+R | 20    | 1.6±0.7     | 0.3355s    | -
ScalObject-rdq.92.log   | Symbolic      | 20    | 1.6±0.7     | 0.3123s    | -
ScalObject-rdq.92.log   | Symbolic+R    | 20    | 1.6±0.7     | 0.0969s    | -
ScalObject-rdq.92.log   | Saturate      | 20    | 1.6±0.7     | 0.0089s    | -
ScalObject-rdq.92.log   | Saturate+R    | 20    | 1.6±0.7     | 0.0089s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.93.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.3156s    | -
ScalObject-rdq.93.log   | Counting(4)   | 20    | 1.3±0.5     | 0.5981s    | -
ScalObject-rdq.93.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.2095s    | -
ScalObject-rdq.93.log   | Counting(2)   | 20    | 1.3±0.5     | 0.6611s    | -
ScalObject-rdq.93.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.2019s    | -
ScalObject-rdq.93.log   | Counting(0)   | 20    | 1.3±0.5     | 0.8053s    | -
ScalObject-rdq.93.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.202s     | -
ScalObject-rdq.93.log   | Symbolic      | 20    | 1.3±0.5     | 0.1974s    | -
ScalObject-rdq.93.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.0418s    | -
ScalObject-rdq.93.log   | Saturate      | 20    | 1.3±0.5     | 0.0089s    | -
ScalObject-rdq.93.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0074s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.94.log   | Enumerate+C   | 20    | 2.5±1.1     | 9.6876s    | -
ScalObject-rdq.94.log   | Counting(4)   | 20    | 2.5±1.1     | 0.8996s    | -
ScalObject-rdq.94.log   | Counting(4)+R | 20    | 2.5±1.1     | 0.5726s    | -
ScalObject-rdq.94.log   | Counting(2)   | 20    | 2.5±1.1     | 1.2655s    | -
ScalObject-rdq.94.log   | Counting(2)+R | 20    | 2.5±1.1     | 0.6319s    | -
ScalObject-rdq.94.log   | Counting(0)   | 20    | 2.5±1.1     | 1.4571s    | -
ScalObject-rdq.94.log   | Counting(0)+R | 20    | 2.5±1.1     | 0.7454s    | -
ScalObject-rdq.94.log   | Symbolic      | 20    | 2.5±1.1     | 0.5727s    | -
ScalObject-rdq.94.log   | Symbolic+R    | 20    | 2.5±1.1     | 0.3023s    | -
ScalObject-rdq.94.log   | Saturate      | 20    | 2.5±1.1     | 0.0103s    | -
ScalObject-rdq.94.log   | Saturate+R    | 20    | 2.5±1.1     | 0.0102s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.95.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.3752s    | -
ScalObject-rdq.95.log   | Counting(4)   | 20    | 1.3±0.5     | 0.688s     | -
ScalObject-rdq.95.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.3086s    | -
ScalObject-rdq.95.log   | Counting(2)   | 20    | 1.3±0.5     | 0.9919s    | -
ScalObject-rdq.95.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.4028s    | -
ScalObject-rdq.95.log   | Counting(0)   | 20    | 1.3±0.5     | 1.3136s    | -
ScalObject-rdq.95.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.4845s    | -
ScalObject-rdq.95.log   | Symbolic      | 20    | 1.3±0.5     | 0.2546s    | -
ScalObject-rdq.95.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.1306s    | -
ScalObject-rdq.95.log   | Saturate      | 20    | 1.3±0.5     | 0.0101s    | -
ScalObject-rdq.95.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0088s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.96.log   | Enumerate+C   | 6     | 1.0±0.0     | 0.0568s    | √
ScalObject-rdq.96.log   | Counting(4)   | 6     | 1.0±0.0     | 0.0608s    | √
ScalObject-rdq.96.log   | Counting(4)+R | 6     | 1.0±0.0     | 0.0566s    | √
ScalObject-rdq.96.log   | Counting(2)   | 6     | 1.0±0.0     | 0.0579s    | √
ScalObject-rdq.96.log   | Counting(2)+R | 6     | 1.0±0.0     | 0.0592s    | √
ScalObject-rdq.96.log   | Counting(0)   | 20    | 1.0±0.0     | 1.4063s    | -
ScalObject-rdq.96.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.2049s    | -
ScalObject-rdq.96.log   | Symbolic      | 6     | 1.0±0.0     | 0.0108s    | √
ScalObject-rdq.96.log   | Symbolic+R    | 6     | 1.0±0.0     | 0.0123s    | √
ScalObject-rdq.96.log   | Saturate      | 6     | 1.0±0.0     | 0.0033s    | √
ScalObject-rdq.96.log   | Saturate+R    | 6     | 1.0±0.0     | 0.0033s    | √
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.97.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3132s    | -
ScalObject-rdq.97.log   | Counting(4)   | 20    | 1.0±0.0     | 0.4952s    | -
ScalObject-rdq.97.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1829s    | -
ScalObject-rdq.97.log   | Counting(2)   | 20    | 1.0±0.0     | 0.5269s    | -
ScalObject-rdq.97.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1758s    | -
ScalObject-rdq.97.log   | Counting(0)   | 20    | 1.0±0.0     | 0.682s     | -
ScalObject-rdq.97.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1785s    | -
ScalObject-rdq.97.log   | Symbolic      | 20    | 1.0±0.0     | 0.1353s    | -
ScalObject-rdq.97.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0177s    | -
ScalObject-rdq.97.log   | Saturate      | 20    | 1.0±0.0     | 0.004s     | -
ScalObject-rdq.97.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0045s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.98.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.7449s    | -
ScalObject-rdq.98.log   | Counting(4)   | 20    | 1.3±0.5     | 0.7227s    | -
ScalObject-rdq.98.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.2277s    | -
ScalObject-rdq.98.log   | Counting(2)   | 20    | 1.3±0.5     | 0.9927s    | -
ScalObject-rdq.98.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.221s     | -
ScalObject-rdq.98.log   | Counting(0)   | 20    | 1.3±0.5     | 1.7236s    | -
ScalObject-rdq.98.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.2466s    | -
ScalObject-rdq.98.log   | Symbolic      | 20    | 1.3±0.5     | 0.3251s    | -
ScalObject-rdq.98.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.0595s    | -
ScalObject-rdq.98.log   | Saturate      | 20    | 1.3±0.5     | 0.0039s    | -
ScalObject-rdq.98.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0076s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-rdq.99.log   | Enumerate+C   | 20    | 1.9±0.7     | 3.7282s    | -
ScalObject-rdq.99.log   | Counting(4)   | 20    | 1.9±0.7     | 0.7848s    | -
ScalObject-rdq.99.log   | Counting(4)+R | 20    | 1.9±0.7     | 0.5709s    | -
ScalObject-rdq.99.log   | Counting(2)   | 20    | 1.9±0.7     | 1.0359s    | -
ScalObject-rdq.99.log   | Counting(2)+R | 20    | 1.9±0.7     | 0.7301s    | -
ScalObject-rdq.99.log   | Counting(0)   | 20    | 1.9±0.7     | 1.1814s    | -
ScalObject-rdq.99.log   | Counting(0)+R | 20    | 1.9±0.7     | 0.5979s    | -
ScalObject-rdq.99.log   | Symbolic      | 20    | 1.9±0.7     | 0.4729s    | -
