# data/report-Dec-01-2014-17h41.txt
Generating reports for examples/generated/small/**/*.log
------------------------------------------------------------------------------
               examples/generated/small/**/*.log (timeout 10s)                
------------------------------------------------------------------------------
history                 | algorithm     | steps | concurrency | time       | v
ScalObject-lbq.10.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0071s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.11.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3494s    | -
ScalObject-lbq.11.log   | Counting(4)   | 20    | 1.0±0.0     | 0.5909s    | -
ScalObject-lbq.11.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1931s    | -
ScalObject-lbq.11.log   | Counting(2)   | 20    | 1.0±0.0     | 0.9037s    | -
ScalObject-lbq.11.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1928s    | -
ScalObject-lbq.11.log   | Counting(0)   | 20    | 1.0±0.0     | 1.6739s    | -
ScalObject-lbq.11.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1968s    | -
ScalObject-lbq.11.log   | Symbolic      | 20    | 1.0±0.0     | 0.1826s    | -
ScalObject-lbq.11.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0271s    | -
ScalObject-lbq.11.log   | Saturate      | 20    | 1.0±0.0     | 0.0082s    | -
ScalObject-lbq.11.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0079s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.12.log   | Enumerate+C   | 20    | 1.6±0.7     | 1.5429s    | -
ScalObject-lbq.12.log   | Counting(4)   | 20    | 1.6±0.7     | 0.7084s    | -
ScalObject-lbq.12.log   | Counting(4)+R | 20    | 1.6±0.7     | 0.3412s    | -
ScalObject-lbq.12.log   | Counting(2)   | 20    | 1.6±0.7     | 1.0596s    | -
ScalObject-lbq.12.log   | Counting(2)+R | 20    | 1.6±0.7     | 0.3223s    | -
ScalObject-lbq.12.log   | Counting(0)   | 20    | 1.6±0.7     | 1.3686s    | -
ScalObject-lbq.12.log   | Counting(0)+R | 20    | 1.6±0.7     | 0.3662s    | -
ScalObject-lbq.12.log   | Symbolic      | 20    | 1.6±0.7     | 0.3666s    | -
ScalObject-lbq.12.log   | Symbolic+R    | 20    | 1.6±0.7     | 0.1484s    | -
ScalObject-lbq.12.log   | Saturate      | 20    | 1.6±0.7     | 0.0098s    | -
ScalObject-lbq.12.log   | Saturate+R    | 20    | 1.6±0.7     | 0.0094s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.13.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3794s    | -
ScalObject-lbq.13.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6216s    | -
ScalObject-lbq.13.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.192s     | -
ScalObject-lbq.13.log   | Counting(2)   | 20    | 1.0±0.0     | 0.9258s    | -
ScalObject-lbq.13.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.183s     | -
ScalObject-lbq.13.log   | Counting(0)   | 20    | 1.0±0.0     | 1.5193s    | -
ScalObject-lbq.13.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1882s    | -
ScalObject-lbq.13.log   | Symbolic      | 20    | 1.0±0.0     | 0.1917s    | -
ScalObject-lbq.13.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0243s    | -
ScalObject-lbq.13.log   | Saturate      | 20    | 1.0±0.0     | 0.0082s    | -
ScalObject-lbq.13.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0074s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.14.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.353s     | -
ScalObject-lbq.14.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6235s    | -
ScalObject-lbq.14.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1975s    | -
ScalObject-lbq.14.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8256s    | -
ScalObject-lbq.14.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.2135s    | -
ScalObject-lbq.14.log   | Counting(0)   | 20    | 1.0±0.0     | 1.3201s    | -
ScalObject-lbq.14.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.2209s    | -
ScalObject-lbq.14.log   | Symbolic      | 20    | 1.0±0.0     | 0.185s     | -
ScalObject-lbq.14.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0383s    | -
ScalObject-lbq.14.log   | Saturate      | 20    | 1.0±0.0     | 0.0072s    | -
ScalObject-lbq.14.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0082s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.15.log   | Enumerate+C   | 20    | 1.7±0.8     | 0.8247s    | -
ScalObject-lbq.15.log   | Counting(4)   | 20    | 1.7±0.8     | 0.771s     | -
ScalObject-lbq.15.log   | Counting(4)+R | 20    | 1.7±0.8     | 0.2863s    | -
ScalObject-lbq.15.log   | Counting(2)   | 20    | 1.7±0.8     | 0.9635s    | -
ScalObject-lbq.15.log   | Counting(2)+R | 20    | 1.7±0.8     | 0.3s       | -
ScalObject-lbq.15.log   | Counting(0)   | 20    | 1.7±0.8     | 1.6955s    | -
ScalObject-lbq.15.log   | Counting(0)+R | 20    | 1.7±0.8     | 0.3046s    | -
ScalObject-lbq.15.log   | Symbolic      | 20    | 1.7±0.8     | 0.3859s    | -
ScalObject-lbq.15.log   | Symbolic+R    | 20    | 1.7±0.8     | 0.0885s    | -
ScalObject-lbq.15.log   | Saturate      | 20    | 1.7±0.8     | 0.0092s    | -
ScalObject-lbq.15.log   | Saturate+R    | 20    | 1.7±0.8     | 0.0077s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.16.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3378s    | -
ScalObject-lbq.16.log   | Counting(4)   | 20    | 1.0±0.0     | 0.5301s    | -
ScalObject-lbq.16.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1819s    | -
ScalObject-lbq.16.log   | Counting(2)   | 20    | 1.0±0.0     | 0.7062s    | -
ScalObject-lbq.16.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1813s    | -
ScalObject-lbq.16.log   | Counting(0)   | 20    | 1.0±0.0     | 1.3185s    | -
ScalObject-lbq.16.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1917s    | -
ScalObject-lbq.16.log   | Symbolic      | 20    | 1.0±0.0     | 0.1687s    | -
ScalObject-lbq.16.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0235s    | -
ScalObject-lbq.16.log   | Saturate      | 20    | 1.0±0.0     | 0.0087s    | -
ScalObject-lbq.16.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0069s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.17.log   | Enumerate+C   | 20    | 1.7±0.5     | 0.3504s    | -
ScalObject-lbq.17.log   | Counting(4)   | 20    | 1.7±0.5     | 0.6206s    | -
ScalObject-lbq.17.log   | Counting(4)+R | 20    | 1.7±0.5     | 0.4677s    | -
ScalObject-lbq.17.log   | Counting(2)   | 20    | 1.7±0.5     | 0.8686s    | -
ScalObject-lbq.17.log   | Counting(2)+R | 20    | 1.7±0.5     | 0.5553s    | -
ScalObject-lbq.17.log   | Counting(0)   | 20    | 1.7±0.5     | 0.8157s    | -
ScalObject-lbq.17.log   | Counting(0)+R | 20    | 1.7±0.5     | 0.5463s    | -
ScalObject-lbq.17.log   | Symbolic      | 20    | 1.7±0.5     | 0.2964s    | -
ScalObject-lbq.17.log   | Symbolic+R    | 20    | 1.7±0.5     | 0.2028s    | -
ScalObject-lbq.17.log   | Saturate      | 20    | 1.7±0.5     | 0.0149s    | -
ScalObject-lbq.17.log   | Saturate+R    | 20    | 1.7±0.5     | 0.0142s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.18.log   | Enumerate+C   | 20    | 1.1±0.3     | 0.5563s    | -
ScalObject-lbq.18.log   | Counting(4)   | 20    | 1.1±0.3     | 0.5815s    | -
ScalObject-lbq.18.log   | Counting(4)+R | 20    | 1.1±0.3     | 0.2155s    | -
ScalObject-lbq.18.log   | Counting(2)   | 20    | 1.1±0.3     | 0.8457s    | -
ScalObject-lbq.18.log   | Counting(2)+R | 20    | 1.1±0.3     | 0.2173s    | -
ScalObject-lbq.18.log   | Counting(0)   | 20    | 1.1±0.3     | 1.132s     | -
ScalObject-lbq.18.log   | Counting(0)+R | 20    | 1.1±0.3     | 0.2429s    | -
ScalObject-lbq.18.log   | Symbolic      | 20    | 1.1±0.3     | 0.2583s    | -
ScalObject-lbq.18.log   | Symbolic+R    | 20    | 1.1±0.3     | 0.0591s    | -
ScalObject-lbq.18.log   | Saturate      | 20    | 1.1±0.3     | 0.0079s    | -
ScalObject-lbq.18.log   | Saturate+R    | 20    | 1.1±0.3     | 0.0083s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.19.log   | Enumerate+C   | 20    | 1.1±0.3     | 0.353s     | -
ScalObject-lbq.19.log   | Counting(4)   | 20    | 1.1±0.3     | 0.6744s    | -
ScalObject-lbq.19.log   | Counting(4)+R | 20    | 1.1±0.3     | 0.2358s    | -
ScalObject-lbq.19.log   | Counting(2)   | 20    | 1.1±0.3     | 0.9065s    | -
ScalObject-lbq.19.log   | Counting(2)+R | 20    | 1.1±0.3     | 0.2516s    | -
ScalObject-lbq.19.log   | Counting(0)   | 20    | 1.1±0.3     | 1.003s     | -
ScalObject-lbq.19.log   | Counting(0)+R | 20    | 1.1±0.3     | 0.2826s    | -
ScalObject-lbq.19.log   | Symbolic      | 20    | 1.1±0.3     | 0.2065s    | -
ScalObject-lbq.19.log   | Symbolic+R    | 20    | 1.1±0.3     | 0.0677s    | -
ScalObject-lbq.19.log   | Saturate      | 20    | 1.1±0.3     | 0.0106s    | -
ScalObject-lbq.19.log   | Saturate+R    | 20    | 1.1±0.3     | 0.0101s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.20.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3684s    | -
ScalObject-lbq.20.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6229s    | -
ScalObject-lbq.20.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1923s    | -
ScalObject-lbq.20.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8377s    | -
ScalObject-lbq.20.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1855s    | -
ScalObject-lbq.20.log   | Counting(0)   | 20    | 1.0±0.0     | 1.6707s    | -
ScalObject-lbq.20.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.2086s    | -
ScalObject-lbq.20.log   | Symbolic      | 20    | 1.0±0.0     | 0.1873s    | -
ScalObject-lbq.20.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0275s    | -
ScalObject-lbq.20.log   | Saturate      | 20    | 1.0±0.0     | 0.0085s    | -
ScalObject-lbq.20.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0079s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.21.log   | Enumerate+C   | 20    | 1.4±0.5     | 0.9955s    | -
ScalObject-lbq.21.log   | Counting(4)   | 20    | 1.4±0.5     | 0.7418s    | -
ScalObject-lbq.21.log   | Counting(4)+R | 20    | 1.4±0.5     | 0.2567s    | -
ScalObject-lbq.21.log   | Counting(2)   | 20    | 1.4±0.5     | 0.8661s    | -
ScalObject-lbq.21.log   | Counting(2)+R | 20    | 1.4±0.5     | 0.2458s    | -
ScalObject-lbq.21.log   | Counting(0)   | 20    | 1.4±0.5     | 1.5798s    | -
ScalObject-lbq.21.log   | Counting(0)+R | 20    | 1.4±0.5     | 0.2626s    | -
ScalObject-lbq.21.log   | Symbolic      | 20    | 1.4±0.5     | 0.4406s    | -
ScalObject-lbq.21.log   | Symbolic+R    | 20    | 1.4±0.5     | 0.0739s    | -
ScalObject-lbq.21.log   | Saturate      | 20    | 1.4±0.5     | 0.0077s    | -
ScalObject-lbq.21.log   | Saturate+R    | 20    | 1.4±0.5     | 0.0082s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.22.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3369s    | -
ScalObject-lbq.22.log   | Counting(4)   | 20    | 1.0±0.0     | 0.5379s    | -
ScalObject-lbq.22.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.263s     | -
ScalObject-lbq.22.log   | Counting(2)   | 20    | 1.0±0.0     | 0.9158s    | -
ScalObject-lbq.22.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.3012s    | -
ScalObject-lbq.22.log   | Counting(0)   | 20    | 1.0±0.0     | 0.8979s    | -
ScalObject-lbq.22.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.3535s    | -
ScalObject-lbq.22.log   | Symbolic      | 20    | 1.0±0.0     | 0.1595s    | -
ScalObject-lbq.22.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0785s    | -
ScalObject-lbq.22.log   | Saturate      | 20    | 1.0±0.0     | 0.0113s    | -
ScalObject-lbq.22.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0102s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.23.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3724s    | -
ScalObject-lbq.23.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6893s    | -
ScalObject-lbq.23.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1982s    | -
ScalObject-lbq.23.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8424s    | -
ScalObject-lbq.23.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1947s    | -
ScalObject-lbq.23.log   | Counting(0)   | 20    | 1.0±0.0     | 1.4646s    | -
ScalObject-lbq.23.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.215s     | -
ScalObject-lbq.23.log   | Symbolic      | 20    | 1.0±0.0     | 0.1909s    | -
ScalObject-lbq.23.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0358s    | -
ScalObject-lbq.23.log   | Saturate      | 20    | 1.0±0.0     | 0.0104s    | -
ScalObject-lbq.23.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0092s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.24.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3346s    | -
ScalObject-lbq.24.log   | Counting(4)   | 20    | 1.0±0.0     | 0.5767s    | -
ScalObject-lbq.24.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1761s    | -
ScalObject-lbq.24.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8521s    | -
ScalObject-lbq.24.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1789s    | -
ScalObject-lbq.24.log   | Counting(0)   | 20    | 1.0±0.0     | 0.9377s    | -
ScalObject-lbq.24.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.179s     | -
ScalObject-lbq.24.log   | Symbolic      | 20    | 1.0±0.0     | 0.1606s    | -
ScalObject-lbq.24.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0193s    | -
ScalObject-lbq.24.log   | Saturate      | 20    | 1.0±0.0     | 0.0043s    | -
ScalObject-lbq.24.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0044s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.25.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3406s    | -
ScalObject-lbq.25.log   | Counting(4)   | 20    | 1.0±0.0     | 0.58s      | -
ScalObject-lbq.25.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1784s    | -
ScalObject-lbq.25.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8008s    | -
ScalObject-lbq.25.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1804s    | -
ScalObject-lbq.25.log   | Counting(0)   | 20    | 1.0±0.0     | 1.0466s    | -
ScalObject-lbq.25.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1963s    | -
ScalObject-lbq.25.log   | Symbolic      | 20    | 1.0±0.0     | 0.1687s    | -
ScalObject-lbq.25.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0253s    | -
ScalObject-lbq.25.log   | Saturate      | 20    | 1.0±0.0     | 0.0075s    | -
ScalObject-lbq.25.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0073s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.26.log   | Enumerate+C   | 20    | 1.5±0.5     | 0.9985s    | -
ScalObject-lbq.26.log   | Counting(4)   | 20    | 1.5±0.5     | 0.7057s    | -
ScalObject-lbq.26.log   | Counting(4)+R | 20    | 1.5±0.5     | 0.3028s    | -
ScalObject-lbq.26.log   | Counting(2)   | 20    | 1.5±0.5     | 0.8574s    | -
ScalObject-lbq.26.log   | Counting(2)+R | 20    | 1.5±0.5     | 0.3124s    | -
ScalObject-lbq.26.log   | Counting(0)   | 20    | 1.5±0.5     | 1.3763s    | -
ScalObject-lbq.26.log   | Counting(0)+R | 20    | 1.5±0.5     | 0.3194s    | -
ScalObject-lbq.26.log   | Symbolic      | 20    | 1.5±0.5     | 0.289s     | -
ScalObject-lbq.26.log   | Symbolic+R    | 20    | 1.5±0.5     | 0.0994s    | -
ScalObject-lbq.26.log   | Saturate      | 20    | 1.5±0.5     | 0.0113s    | -
ScalObject-lbq.26.log   | Saturate+R    | 20    | 1.5±0.5     | 0.0094s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.27.log   | Enumerate+C   | 20    | 1.2±0.4     | 0.7951s    | -
ScalObject-lbq.27.log   | Counting(4)   | 20    | 1.2±0.4     | 0.6983s    | -
ScalObject-lbq.27.log   | Counting(4)+R | 20    | 1.2±0.4     | 0.3323s    | -
ScalObject-lbq.27.log   | Counting(2)   | 20    | 1.2±0.4     | 0.8272s    | -
ScalObject-lbq.27.log   | Counting(2)+R | 20    | 1.2±0.4     | 0.457s     | -
ScalObject-lbq.27.log   | Counting(0)   | 20    | 1.2±0.4     | 1.3388s    | -
ScalObject-lbq.27.log   | Counting(0)+R | 20    | 1.2±0.4     | 0.5161s    | -
ScalObject-lbq.27.log   | Symbolic      | 20    | 1.2±0.4     | 0.2522s    | -
ScalObject-lbq.27.log   | Symbolic+R    | 20    | 1.2±0.4     | 0.1323s    | -
ScalObject-lbq.27.log   | Saturate      | 20    | 1.2±0.4     | 0.0098s    | -
ScalObject-lbq.27.log   | Saturate+R    | 20    | 1.2±0.4     | 0.0107s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.28.log   | Enumerate+C   | 20    | 1.7±0.7     | 0.5829s    | -
ScalObject-lbq.28.log   | Counting(4)   | 20    | 1.7±0.7     | 0.7377s    | -
ScalObject-lbq.28.log   | Counting(4)+R | 20    | 1.7±0.7     | 0.2318s    | -
ScalObject-lbq.28.log   | Counting(2)   | 20    | 1.7±0.7     | 0.9096s    | -
ScalObject-lbq.28.log   | Counting(2)+R | 20    | 1.7±0.7     | 0.2374s    | -
ScalObject-lbq.28.log   | Counting(0)   | 20    | 1.7±0.7     | 1.9433s    | -
ScalObject-lbq.28.log   | Counting(0)+R | 20    | 1.7±0.7     | 0.2321s    | -
ScalObject-lbq.28.log   | Symbolic      | 20    | 1.7±0.7     | 0.3601s    | -
ScalObject-lbq.28.log   | Symbolic+R    | 20    | 1.7±0.7     | 0.0698s    | -
ScalObject-lbq.28.log   | Saturate      | 20    | 1.7±0.7     | 0.0075s    | -
ScalObject-lbq.28.log   | Saturate+R    | 20    | 1.7±0.7     | 0.0082s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.29.log   | Enumerate+C   | 20    | 1.1±0.3     | 0.3576s    | -
ScalObject-lbq.29.log   | Counting(4)   | 20    | 1.1±0.3     | 0.7314s    | -
ScalObject-lbq.29.log   | Counting(4)+R | 20    | 1.1±0.3     | 0.2051s    | -
ScalObject-lbq.29.log   | Counting(2)   | 20    | 1.1±0.3     | 0.9959s    | -
ScalObject-lbq.29.log   | Counting(2)+R | 20    | 1.1±0.3     | 0.1956s    | -
ScalObject-lbq.29.log   | Counting(0)   | 20    | 1.1±0.3     | 1.4799s    | -
ScalObject-lbq.29.log   | Counting(0)+R | 20    | 1.1±0.3     | 0.2038s    | -
ScalObject-lbq.29.log   | Symbolic      | 20    | 1.1±0.3     | 0.2486s    | -
ScalObject-lbq.29.log   | Symbolic+R    | 20    | 1.1±0.3     | 0.0371s    | -
ScalObject-lbq.29.log   | Saturate      | 20    | 1.1±0.3     | 0.0095s    | -
ScalObject-lbq.29.log   | Saturate+R    | 20    | 1.1±0.3     | 0.008s     | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.30.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3346s    | -
ScalObject-lbq.30.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6195s    | -
ScalObject-lbq.30.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.3027s    | -
ScalObject-lbq.30.log   | Counting(2)   | 20    | 1.0±0.0     | 0.7067s    | -
ScalObject-lbq.30.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.3411s    | -
ScalObject-lbq.30.log   | Counting(0)   | 20    | 1.0±0.0     | 0.891s     | -
ScalObject-lbq.30.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.3463s    | -
ScalObject-lbq.30.log   | Symbolic      | 20    | 1.0±0.0     | 0.1661s    | -
ScalObject-lbq.30.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0826s    | -
ScalObject-lbq.30.log   | Saturate      | 20    | 1.0±0.0     | 0.0114s    | -
ScalObject-lbq.30.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0112s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.31.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.7687s    | -
ScalObject-lbq.31.log   | Counting(4)   | 20    | 1.3±0.5     | 0.6092s    | -
ScalObject-lbq.31.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.2233s    | -
ScalObject-lbq.31.log   | Counting(2)   | 20    | 1.3±0.5     | 0.7784s    | -
ScalObject-lbq.31.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.2423s    | -
ScalObject-lbq.31.log   | Counting(0)   | 20    | 1.3±0.5     | 1.2252s    | -
ScalObject-lbq.31.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.2432s    | -
ScalObject-lbq.31.log   | Symbolic      | 20    | 1.3±0.5     | 0.3134s    | -
ScalObject-lbq.31.log   | Symbolic+R    | 20    | 1.3±0.5     | 0.057s     | -
ScalObject-lbq.31.log   | Saturate      | 20    | 1.3±0.5     | 0.009s     | -
ScalObject-lbq.31.log   | Saturate+R    | 20    | 1.3±0.5     | 0.0088s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.32.log   | Enumerate+C   | 20    | 1.2±0.4     | 0.3676s    | -
ScalObject-lbq.32.log   | Counting(4)   | 20    | 1.2±0.4     | 0.6691s    | -
ScalObject-lbq.32.log   | Counting(4)+R | 20    | 1.2±0.4     | 0.1974s    | -
ScalObject-lbq.32.log   | Counting(2)   | 20    | 1.2±0.4     | 0.8392s    | -
ScalObject-lbq.32.log   | Counting(2)+R | 20    | 1.2±0.4     | 0.1932s    | -
ScalObject-lbq.32.log   | Counting(0)   | 20    | 1.2±0.4     | 1.3771s    | -
ScalObject-lbq.32.log   | Counting(0)+R | 20    | 1.2±0.4     | 0.1899s    | -
ScalObject-lbq.32.log   | Symbolic      | 20    | 1.2±0.4     | 0.2921s    | -
ScalObject-lbq.32.log   | Symbolic+R    | 20    | 1.2±0.4     | 0.0291s    | -
ScalObject-lbq.32.log   | Saturate      | 20    | 1.2±0.4     | 0.0042s    | -
ScalObject-lbq.32.log   | Saturate+R    | 20    | 1.2±0.4     | 0.0073s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.33.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3593s    | -
ScalObject-lbq.33.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6167s    | -
ScalObject-lbq.33.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1938s    | -
ScalObject-lbq.33.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8133s    | -
ScalObject-lbq.33.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1881s    | -
ScalObject-lbq.33.log   | Counting(0)   | 20    | 1.0±0.0     | 1.4261s    | -
ScalObject-lbq.33.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.2066s    | -
ScalObject-lbq.33.log   | Symbolic      | 20    | 1.0±0.0     | 0.1781s    | -
ScalObject-lbq.33.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0295s    | -
ScalObject-lbq.33.log   | Saturate      | 20    | 1.0±0.0     | 0.009s     | -
ScalObject-lbq.33.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0114s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.34.log   | Enumerate+C   | 20    | 1.0±0.0     | 0.3685s    | -
ScalObject-lbq.34.log   | Counting(4)   | 20    | 1.0±0.0     | 0.6936s    | -
ScalObject-lbq.34.log   | Counting(4)+R | 20    | 1.0±0.0     | 0.1904s    | -
ScalObject-lbq.34.log   | Counting(2)   | 20    | 1.0±0.0     | 0.8724s    | -
ScalObject-lbq.34.log   | Counting(2)+R | 20    | 1.0±0.0     | 0.1867s    | -
ScalObject-lbq.34.log   | Counting(0)   | 20    | 1.0±0.0     | 1.3391s    | -
ScalObject-lbq.34.log   | Counting(0)+R | 20    | 1.0±0.0     | 0.1875s    | -
ScalObject-lbq.34.log   | Symbolic      | 20    | 1.0±0.0     | 0.1977s    | -
ScalObject-lbq.34.log   | Symbolic+R    | 20    | 1.0±0.0     | 0.0246s    | -
ScalObject-lbq.34.log   | Saturate      | 20    | 1.0±0.0     | 0.0108s    | -
ScalObject-lbq.34.log   | Saturate+R    | 20    | 1.0±0.0     | 0.0076s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.35.log   | Enumerate+C   | 20    | 1.2±0.4     | 0.3809s    | -
ScalObject-lbq.35.log   | Counting(4)   | 20    | 1.2±0.4     | 0.6618s    | -
ScalObject-lbq.35.log   | Counting(4)+R | 20    | 1.2±0.4     | 0.1863s    | -
ScalObject-lbq.35.log   | Counting(2)   | 20    | 1.2±0.4     | 0.8414s    | -
ScalObject-lbq.35.log   | Counting(2)+R | 20    | 1.2±0.4     | 0.1879s    | -
ScalObject-lbq.35.log   | Counting(0)   | 20    | 1.2±0.4     | 1.2223s    | -
ScalObject-lbq.35.log   | Counting(0)+R | 20    | 1.2±0.4     | 0.1907s    | -
ScalObject-lbq.35.log   | Symbolic      | 20    | 1.2±0.4     | 0.2177s    | -
ScalObject-lbq.35.log   | Symbolic+R    | 20    | 1.2±0.4     | 0.0288s    | -
ScalObject-lbq.35.log   | Saturate      | 20    | 1.2±0.4     | 0.0042s    | -
ScalObject-lbq.35.log   | Saturate+R    | 20    | 1.2±0.4     | 0.0069s    | -
------------------------+---------------+-------+-------------+------------+--
ScalObject-lbq.36.log   | Enumerate+C   | 20    | 1.3±0.5     | 0.4672s    | -
ScalObject-lbq.36.log   | Counting(4)   | 20    | 1.3±0.5     | 0.7725s    | -
ScalObject-lbq.36.log   | Counting(4)+R | 20    | 1.3±0.5     | 0.1987s    | -
ScalObject-lbq.36.log   | Counting(2)   | 20    | 1.3±0.5     | 1.0121s    | -
ScalObject-lbq.36.log   | Counting(2)+R | 20    | 1.3±0.5     | 0.193s     | -
ScalObject-lbq.36.log   | Counting(0)   | 20    | 1.3±0.5     | 1.487s     | -
ScalObject-lbq.36.log   | Counting(0)+R | 20    | 1.3±0.5     | 0.221s     | -
