history	object	algorithm	steps	time	violation
my-unsafe-stack.0.log	atomic-stack	Saturate	42	0.0394s	true
my-unsafe-stack.0.log	atomic-stack	Saturate+R	42	0.0334s	true
my-unsafe-stack.0.log	atomic-stack	Counting(0)	31*	5.332s*	false
my-unsafe-stack.0.log	atomic-stack	Counting(0)+R	36*	5.4784s*	false
my-unsafe-stack.0.log	atomic-stack	Counting(1)	29	3.324s	true
my-unsafe-stack.0.log	atomic-stack	Counting(1)+R	29	2.2739s	true
my-unsafe-stack.0.log	atomic-stack	Counting(2)	29	3.1315s	true
my-unsafe-stack.0.log	atomic-stack	Counting(2)+R	29	1.7626s	true
my-unsafe-stack.0.log	atomic-stack	Counting(3)	29	3.6913s	true
my-unsafe-stack.0.log	atomic-stack	Counting(3)+R	29	1.8421s	true
my-unsafe-stack.0.log	atomic-stack	Counting(4)	29	2.7022s	true
my-unsafe-stack.0.log	atomic-stack	Counting(4)+R	29	2.1974s	true
my-unsafe-stack.0.log	atomic-stack	Symbolic	29	1.8247s	true
my-unsafe-stack.0.log	atomic-stack	Symbolic+R	29	1.2467s	true
my-unsafe-stack.0.log	atomic-stack	Symbolic+C	29	2.8408s	true
my-unsafe-stack.0.log	atomic-stack	Symbolic+I	29	1.4795s	true
my-unsafe-stack.0.log	atomic-stack	Symbolic+I+R	22	0.4115s	true
my-unsafe-stack.0.log	atomic-stack	Enumerate	17*	5.0022s*	false
my-unsafe-stack.0.log	atomic-stack	Enumerate+C	22*	5.002s*	false
my-unsafe-stack.0.log	atomic-stack	Enumerate+R	17*	5.0365s*	false
my-unsafe-stack.1.log	atomic-stack	Saturate	27	0.0156s	true
my-unsafe-stack.1.log	atomic-stack	Saturate+R	27	0.0166s	true
my-unsafe-stack.1.log	atomic-stack	Counting(0)	27	1.4293s	true
my-unsafe-stack.1.log	atomic-stack	Counting(0)+R	27	1.4103s	true
my-unsafe-stack.1.log	atomic-stack	Counting(1)	27	1.7659s	true
my-unsafe-stack.1.log	atomic-stack	Counting(1)+R	27	1.6014s	true
my-unsafe-stack.1.log	atomic-stack	Counting(2)	27	1.6806s	true
my-unsafe-stack.1.log	atomic-stack	Counting(2)+R	27	1.5321s	true
my-unsafe-stack.1.log	atomic-stack	Counting(3)	27	1.6426s	true
my-unsafe-stack.1.log	atomic-stack	Counting(3)+R	27	1.5735s	true
my-unsafe-stack.1.log	atomic-stack	Counting(4)	27	1.6471s	true
my-unsafe-stack.1.log	atomic-stack	Counting(4)+R	27	1.5475s	true
my-unsafe-stack.1.log	atomic-stack	Symbolic	27	1.291s	true
my-unsafe-stack.1.log	atomic-stack	Symbolic+R	27	1.0451s	true
my-unsafe-stack.1.log	atomic-stack	Symbolic+C	27	1.6657s	true
my-unsafe-stack.1.log	atomic-stack	Symbolic+I	27	1.0218s	true
my-unsafe-stack.1.log	atomic-stack	Symbolic+I+R	27	0.8929s	true
my-unsafe-stack.1.log	atomic-stack	Enumerate	22*	5.0017s*	false
my-unsafe-stack.1.log	atomic-stack	Enumerate+C	23*	5.0013s*	false
my-unsafe-stack.1.log	atomic-stack	Enumerate+R	22*	5.0063s*	false
my-unsafe-stack.2.log	atomic-stack	Saturate	33	0.016s	true
my-unsafe-stack.2.log	atomic-stack	Saturate+R	33	0.0177s	true
my-unsafe-stack.2.log	atomic-stack	Counting(0)	33	2.4658s	true
my-unsafe-stack.2.log	atomic-stack	Counting(0)+R	33	1.1697s	true
my-unsafe-stack.2.log	atomic-stack	Counting(1)	33	3.8758s	true
my-unsafe-stack.2.log	atomic-stack	Counting(1)+R	33	1.2518s	true
my-unsafe-stack.2.log	atomic-stack	Counting(2)	29*	5.4233s*	false
my-unsafe-stack.2.log	atomic-stack	Counting(2)+R	33	1.6064s	true
my-unsafe-stack.2.log	atomic-stack	Counting(3)	33	4.0111s	true
my-unsafe-stack.2.log	atomic-stack	Counting(3)+R	33	1.28s	true
my-unsafe-stack.2.log	atomic-stack	Counting(4)	33	3.7328s	true
my-unsafe-stack.2.log	atomic-stack	Counting(4)+R	33	1.2078s	true
my-unsafe-stack.2.log	atomic-stack	Symbolic	33	2.7797s	true
my-unsafe-stack.2.log	atomic-stack	Symbolic+R	33	0.7255s	true
my-unsafe-stack.2.log	atomic-stack	Symbolic+C	33	3.4909s	true
my-unsafe-stack.2.log	atomic-stack	Symbolic+I	33	1.9302s	true
my-unsafe-stack.2.log	atomic-stack	Symbolic+I+R	29	0.5368s	true
my-unsafe-stack.2.log	atomic-stack	Enumerate	22*	5.0042s*	false
my-unsafe-stack.2.log	atomic-stack	Enumerate+C	29*	5.0041s*	false
my-unsafe-stack.2.log	atomic-stack	Enumerate+R	27*	5.0074s*	false
my-unsafe-stack.3.log	atomic-stack	Saturate	41	0.0366s	true
my-unsafe-stack.3.log	atomic-stack	Saturate+R	41	0.033s	true
my-unsafe-stack.3.log	atomic-stack	Counting(0)	30*	5.8594s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(0)+R	33*	5.3577s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(1)	30*	5.0062s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(1)+R	34*	5.1156s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(2)	30*	6.484s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(2)+R	30*	5.075s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(3)	30*	5.525s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(3)+R	34*	5.1571s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(4)	29*	5.3285s*	false
my-unsafe-stack.3.log	atomic-stack	Counting(4)+R	30*	5.0365s*	false
my-unsafe-stack.3.log	atomic-stack	Symbolic	30*	5.2681s*	false
my-unsafe-stack.3.log	atomic-stack	Symbolic+R	40*	6.1239s*	false
my-unsafe-stack.3.log	atomic-stack	Symbolic+C	33*	5.1006s*	false
my-unsafe-stack.3.log	atomic-stack	Symbolic+I	33*	6.9042s*	false
my-unsafe-stack.3.log	atomic-stack	Symbolic+I+R	39	3.3028s	true
my-unsafe-stack.3.log	atomic-stack	Enumerate	18*	5.0055s*	false
my-unsafe-stack.3.log	atomic-stack	Enumerate+C	18*	5.0071s*	false
my-unsafe-stack.3.log	atomic-stack	Enumerate+R	18*	5.0059s*	false
my-unsafe-stack.4.log	atomic-stack	Saturate	64	0.0838s	true
my-unsafe-stack.4.log	atomic-stack	Saturate+R	64	0.055s	true
my-unsafe-stack.4.log	atomic-stack	Counting(0)	36*	5.3166s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(0)+R	46*	5.0379s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(1)	34*	5.05s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(1)+R	42*	5.1698s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(2)	36*	6.5039s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(2)+R	42	4.4465s	true
my-unsafe-stack.4.log	atomic-stack	Counting(3)	35*	5.9496s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(3)+R	42	4.0204s	true
my-unsafe-stack.4.log	atomic-stack	Counting(4)	35*	5.2158s*	false
my-unsafe-stack.4.log	atomic-stack	Counting(4)+R	42	4.7174s	true
my-unsafe-stack.4.log	atomic-stack	Symbolic	36*	6.1567s*	false
my-unsafe-stack.4.log	atomic-stack	Symbolic+R	42	3.8097s	true
my-unsafe-stack.4.log	atomic-stack	Symbolic+C	35*	5.1333s*	false
my-unsafe-stack.4.log	atomic-stack	Symbolic+I	35*	5.4501s*	false
my-unsafe-stack.4.log	atomic-stack	Symbolic+I+R	17	0.0389s	true
my-unsafe-stack.4.log	atomic-stack	Enumerate	28*	5.0028s*	false
my-unsafe-stack.4.log	atomic-stack	Enumerate+C	28*	5.0523s*	false
my-unsafe-stack.4.log	atomic-stack	Enumerate+R	28*	5.0025s*	false
my-unsafe-stack.5.log	atomic-stack	Saturate	54	0.0721s	true
my-unsafe-stack.5.log	atomic-stack	Saturate+R	54	0.0492s	true
my-unsafe-stack.5.log	atomic-stack	Counting(0)	34*	6.0521s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(0)+R	51*	5.3393s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(1)	32*	6.1362s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(1)+R	48*	5.1479s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(2)	33*	6.2166s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(2)+R	49*	5.9937s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(3)	34*	6.1802s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(3)+R	48*	5.6385s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(4)	34*	5.6551s*	false
my-unsafe-stack.5.log	atomic-stack	Counting(4)+R	49*	5.8665s*	false
my-unsafe-stack.5.log	atomic-stack	Symbolic	37*	7.9687s*	false
my-unsafe-stack.5.log	atomic-stack	Symbolic+R	51*	6.6417s*	false
my-unsafe-stack.5.log	atomic-stack	Symbolic+C	38*	5.042s*	false
my-unsafe-stack.5.log	atomic-stack	Symbolic+I	38*	5.9628s*	false
my-unsafe-stack.5.log	atomic-stack	Symbolic+I+R	8	0.0141s	true
my-unsafe-stack.5.log	atomic-stack	Enumerate	24*	5.0051s*	false
my-unsafe-stack.5.log	atomic-stack	Enumerate+C	34*	5.0077s*	false
my-unsafe-stack.5.log	atomic-stack	Enumerate+R	24*	5.0023s*	false
my-unsafe-stack.6.log	atomic-stack	Saturate	47	0.0603s	true
my-unsafe-stack.6.log	atomic-stack	Saturate+R	47	0.0423s	true
my-unsafe-stack.6.log	atomic-stack	Counting(0)	31*	5.6678s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(0)+R	37*	6.482s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(1)	31*	5.8266s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(1)+R	33*	5.7522s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(2)	31*	6.191s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(2)+R	33*	5.3209s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(3)	30*	5.3954s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(3)+R	33*	5.2812s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(4)	30*	5.2632s*	false
my-unsafe-stack.6.log	atomic-stack	Counting(4)+R	33*	5.0227s*	false
my-unsafe-stack.6.log	atomic-stack	Symbolic	33*	7.4716s*	false
my-unsafe-stack.6.log	atomic-stack	Symbolic+R	37*	6.0319s*	false
my-unsafe-stack.6.log	atomic-stack	Symbolic+C	34*	6.0888s*	false
my-unsafe-stack.6.log	atomic-stack	Symbolic+I	32*	5.9996s*	false
my-unsafe-stack.6.log	atomic-stack	Symbolic+I+R	30	1.2905s	true
