history	object	algorithm	steps	concurrency	time	violation
ScalObject-ukq.38.log	atomic-queue	Saturate	12	1.2 ± 0.4	0.0063s	true
ScalObject-ukq.38.log	atomic-queue	Saturate+R	12	1.2 ± 0.4	0.0065s	true
ScalObject-ukq.39.log	atomic-queue	Enumerate+C	17	1.1 ± 0.3	0.2706s	true
ScalObject-ukq.39.log	atomic-queue	Counting(4)	17	1.1 ± 0.3	0.276s	true
ScalObject-ukq.39.log	atomic-queue	Counting(4)+R	17	1.1 ± 0.3	0.1471s	true
ScalObject-ukq.39.log	atomic-queue	Counting(2)	17	1.1 ± 0.3	0.4221s	true
ScalObject-ukq.39.log	atomic-queue	Counting(2)+R	17	1.1 ± 0.3	0.1448s	true
ScalObject-ukq.39.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.1786s	false
ScalObject-ukq.39.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2132s	false
ScalObject-ukq.39.log	atomic-queue	Symbolic	17	1.1 ± 0.3	0.0893s	true
ScalObject-ukq.39.log	atomic-queue	Symbolic+R	17	1.1 ± 0.3	0.0322s	true
ScalObject-ukq.39.log	atomic-queue	Saturate	17	1.1 ± 0.3	0.0051s	true
ScalObject-ukq.39.log	atomic-queue	Saturate+R	17	1.1 ± 0.3	0.004s	true
ScalObject-ukq.40.log	atomic-queue	Enumerate+C	20	1.7 ± 0.8	1.8252s	false
ScalObject-ukq.40.log	atomic-queue	Counting(4)	20	1.7 ± 0.8	0.6911s	false
ScalObject-ukq.40.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.8	0.2685s	false
ScalObject-ukq.40.log	atomic-queue	Counting(2)	20	1.7 ± 0.8	0.8242s	false
ScalObject-ukq.40.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.8	0.3175s	false
ScalObject-ukq.40.log	atomic-queue	Counting(0)	20	1.7 ± 0.8	1.1745s	false
ScalObject-ukq.40.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.8	0.4013s	false
ScalObject-ukq.40.log	atomic-queue	Symbolic	20	1.7 ± 0.8	0.3912s	false
ScalObject-ukq.40.log	atomic-queue	Symbolic+R	20	1.7 ± 0.8	0.1299s	false
ScalObject-ukq.40.log	atomic-queue	Saturate	20	1.7 ± 0.8	0.0048s	false
ScalObject-ukq.40.log	atomic-queue	Saturate+R	20	1.7 ± 0.8	0.0053s	false
ScalObject-ukq.41.log	atomic-queue	Enumerate+C	10	1.0 ± 0.0	0.0992s	true
ScalObject-ukq.41.log	atomic-queue	Counting(4)	10	1.0 ± 0.0	0.0952s	true
ScalObject-ukq.41.log	atomic-queue	Counting(4)+R	10	1.0 ± 0.0	0.1011s	true
ScalObject-ukq.41.log	atomic-queue	Counting(2)	14	1.4 ± 0.9	0.1321s	false
ScalObject-ukq.41.log	atomic-queue	Counting(2)+R	14	1.4 ± 0.9	0.1334s	false
ScalObject-ukq.41.log	atomic-queue	Counting(0)	14	1.4 ± 0.9	0.1531s	false
ScalObject-ukq.41.log	atomic-queue	Counting(0)+R	14	1.4 ± 0.9	0.1537s	false
ScalObject-ukq.41.log	atomic-queue	Symbolic	10	1.0 ± 0.0	0.0274s	true
ScalObject-ukq.41.log	atomic-queue	Symbolic+R	10	1.0 ± 0.0	0.026s	true
ScalObject-ukq.41.log	atomic-queue	Saturate	10	1.0 ± 0.0	0.0043s	true
ScalObject-ukq.41.log	atomic-queue	Saturate+R	10	1.0 ± 0.0	0.004s	true
ScalObject-ukq.42.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.5091s	false
ScalObject-ukq.42.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.7441s	false
ScalObject-ukq.42.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.433s	false
ScalObject-ukq.42.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.9568s	false
ScalObject-ukq.42.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.5526s	false
ScalObject-ukq.42.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.6624s	false
ScalObject-ukq.42.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.6488s	false
ScalObject-ukq.42.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4487s	false
ScalObject-ukq.42.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.2031s	false
ScalObject-ukq.42.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0045s	false
ScalObject-ukq.42.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0045s	false
ScalObject-ukq.43.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.5952s	false
ScalObject-ukq.43.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.766s	false
ScalObject-ukq.43.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.2073s	false
ScalObject-ukq.43.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	1.1056s	false
ScalObject-ukq.43.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.2155s	false
ScalObject-ukq.43.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.0609s	false
ScalObject-ukq.43.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2176s	false
ScalObject-ukq.43.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.3648s	false
ScalObject-ukq.43.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.0614s	false
ScalObject-ukq.43.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0037s	false
ScalObject-ukq.43.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0044s	false
ScalObject-ukq.44.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.7002s	false
ScalObject-ukq.44.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.8331s	false
ScalObject-ukq.44.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.2978s	false
ScalObject-ukq.44.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	1.0991s	false
ScalObject-ukq.44.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.3099s	false
ScalObject-ukq.44.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.633s	false
ScalObject-ukq.44.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.3605s	false
ScalObject-ukq.44.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.429s	false
ScalObject-ukq.44.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1359s	false
ScalObject-ukq.44.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0048s	false
ScalObject-ukq.44.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0042s	false
ScalObject-ukq.45.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3349s	false
ScalObject-ukq.45.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6511s	false
ScalObject-ukq.45.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1586s	false
ScalObject-ukq.45.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.8677s	false
ScalObject-ukq.45.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1564s	false
ScalObject-ukq.45.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.0917s	false
ScalObject-ukq.45.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1665s	false
ScalObject-ukq.45.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1895s	false
ScalObject-ukq.45.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0281s	false
ScalObject-ukq.45.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0036s	false
ScalObject-ukq.45.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.004s	false
ScalObject-ukq.46.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3403s	false
ScalObject-ukq.46.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6078s	false
ScalObject-ukq.46.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1587s	false
ScalObject-ukq.46.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.794s	false
ScalObject-ukq.46.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1547s	false
ScalObject-ukq.46.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.0708s	false
ScalObject-ukq.46.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1572s	false
ScalObject-ukq.46.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1914s	false
ScalObject-ukq.46.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0246s	false
ScalObject-ukq.46.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0033s	false
ScalObject-ukq.46.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0029s	false
ScalObject-ukq.47.log	atomic-queue	Enumerate+C	11	1.4 ± 0.5	0.1592s	true
ScalObject-ukq.47.log	atomic-queue	Counting(4)	11	1.4 ± 0.5	0.1035s	true
ScalObject-ukq.47.log	atomic-queue	Counting(4)+R	11	1.4 ± 0.5	0.1001s	true
ScalObject-ukq.47.log	atomic-queue	Counting(2)	11	1.4 ± 0.5	0.1006s	true
ScalObject-ukq.47.log	atomic-queue	Counting(2)+R	11	1.4 ± 0.5	0.1494s	true
ScalObject-ukq.47.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	0.9403s	false
ScalObject-ukq.47.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.623s	false
ScalObject-ukq.47.log	atomic-queue	Symbolic	11	1.4 ± 0.5	0.0409s	true
ScalObject-ukq.47.log	atomic-queue	Symbolic+R	11	1.4 ± 0.5	0.0372s	true
ScalObject-ukq.47.log	atomic-queue	Saturate	11	1.4 ± 0.5	0.0038s	true
ScalObject-ukq.47.log	atomic-queue	Saturate+R	11	1.4 ± 0.5	0.0044s	true
ScalObject-ukq.48.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.8396s	false
ScalObject-ukq.48.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.8151s	false
ScalObject-ukq.48.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2255s	false
ScalObject-ukq.48.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	1.1615s	false
ScalObject-ukq.48.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2317s	false
ScalObject-ukq.48.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.8364s	false
ScalObject-ukq.48.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.2131s	false
ScalObject-ukq.48.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.4669s	false
ScalObject-ukq.48.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0766s	false
ScalObject-ukq.48.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0048s	false
ScalObject-ukq.48.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.007s	false
ScalObject-ukq.49.log	atomic-queue	Enumerate+C	10	1.6 ± 0.5	0.1903s	true
ScalObject-ukq.49.log	atomic-queue	Counting(4)	10	1.6 ± 0.5	0.1341s	true
ScalObject-ukq.49.log	atomic-queue	Counting(4)+R	10	1.6 ± 0.5	0.1266s	true
ScalObject-ukq.49.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	0.9149s	false
ScalObject-ukq.49.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.4084s	false
ScalObject-ukq.49.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.1412s	false
ScalObject-ukq.49.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.4232s	false
ScalObject-ukq.49.log	atomic-queue	Symbolic	10	1.6 ± 0.5	0.0541s	true
ScalObject-ukq.49.log	atomic-queue	Symbolic+R	10	1.6 ± 0.5	0.0604s	true
ScalObject-ukq.49.log	atomic-queue	Saturate	10	1.6 ± 0.5	0.0045s	true
ScalObject-ukq.49.log	atomic-queue	Saturate+R	10	1.6 ± 0.5	0.0039s	true
ScalObject-ukq.50.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.3298s	false
ScalObject-ukq.50.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.9154s	false
ScalObject-ukq.50.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.3908s	false
ScalObject-ukq.50.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	1.1828s	false
ScalObject-ukq.50.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.6095s	false
ScalObject-ukq.50.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.6059s	false
ScalObject-ukq.50.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.4723s	false
ScalObject-ukq.50.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.3443s	false
ScalObject-ukq.50.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1395s	false
ScalObject-ukq.50.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0059s	false
ScalObject-ukq.50.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0062s	false
ScalObject-ukq.51.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3455s	false
ScalObject-ukq.51.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5701s	false
ScalObject-ukq.51.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1897s	false
ScalObject-ukq.51.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.8563s	false
ScalObject-ukq.51.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.2123s	false
ScalObject-ukq.51.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.2857s	false
ScalObject-ukq.51.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1956s	false
ScalObject-ukq.51.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.2789s	false
ScalObject-ukq.51.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.039s	false
ScalObject-ukq.51.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.005s	false
ScalObject-ukq.51.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.004s	false
ScalObject-ukq.52.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.7689s	true
ScalObject-ukq.52.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.5909s	true
ScalObject-ukq.52.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2343s	true
ScalObject-ukq.52.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8036s	false
ScalObject-ukq.52.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.2737s	false
ScalObject-ukq.52.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.1129s	false
ScalObject-ukq.52.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.306s	false
ScalObject-ukq.52.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.2946s	true
ScalObject-ukq.52.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0929s	true
ScalObject-ukq.52.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0061s	true
ScalObject-ukq.52.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.005s	true
ScalObject-ukq.53.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3407s	false
ScalObject-ukq.53.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6948s	false
ScalObject-ukq.53.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.159s	false
ScalObject-ukq.53.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.8351s	false
ScalObject-ukq.53.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1523s	false
ScalObject-ukq.53.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.4039s	false
ScalObject-ukq.53.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1674s	false
ScalObject-ukq.53.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.2174s	false
ScalObject-ukq.53.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0236s	false
ScalObject-ukq.53.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0035s	false
ScalObject-ukq.53.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0034s	false
ScalObject-ukq.54.log	atomic-queue	Enumerate+C	17	1.5 ± 0.5	0.351s	true
ScalObject-ukq.54.log	atomic-queue	Counting(4)	17	1.5 ± 0.5	0.2904s	true
ScalObject-ukq.54.log	atomic-queue	Counting(4)+R	17	1.5 ± 0.5	0.151s	true
ScalObject-ukq.54.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.8477s	false
ScalObject-ukq.54.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.3447s	false
ScalObject-ukq.54.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.5146s	false
ScalObject-ukq.54.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3456s	false
ScalObject-ukq.54.log	atomic-queue	Symbolic	17	1.5 ± 0.5	0.094s	true
ScalObject-ukq.54.log	atomic-queue	Symbolic+R	17	1.5 ± 0.5	0.0433s	true
ScalObject-ukq.54.log	atomic-queue	Saturate	17	1.5 ± 0.5	0.0061s	true
ScalObject-ukq.54.log	atomic-queue	Saturate+R	17	1.5 ± 0.5	0.005s	true
ScalObject-ukq.55.log	atomic-queue	Enumerate+C	18	1.7 ± 0.5	1.0933s	true
ScalObject-ukq.55.log	atomic-queue	Counting(4)	18	1.7 ± 0.5	0.5057s	true
ScalObject-ukq.55.log	atomic-queue	Counting(4)+R	18	1.7 ± 0.5	0.3363s	true
ScalObject-ukq.55.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	0.9472s	false
ScalObject-ukq.55.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.3644s	false
ScalObject-ukq.55.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.4421s	false
ScalObject-ukq.55.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.4756s	false
ScalObject-ukq.55.log	atomic-queue	Symbolic	18	1.7 ± 0.5	0.2906s	true
ScalObject-ukq.55.log	atomic-queue	Symbolic+R	18	1.7 ± 0.5	0.1284s	true
ScalObject-ukq.55.log	atomic-queue	Saturate	18	1.7 ± 0.5	0.0058s	true
ScalObject-ukq.55.log	atomic-queue	Saturate+R	18	1.7 ± 0.5	0.0048s	true
ScalObject-ukq.56.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.4763s	false
ScalObject-ukq.56.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.8007s	false
ScalObject-ukq.56.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.6251s	false
ScalObject-ukq.56.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	1.1158s	false
ScalObject-ukq.56.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.714s	false
ScalObject-ukq.56.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.5917s	false
ScalObject-ukq.56.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	1.1788s	false
ScalObject-ukq.56.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.4429s	false
ScalObject-ukq.56.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.3226s	false
ScalObject-ukq.56.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.005s	false
ScalObject-ukq.56.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0053s	false
ScalObject-ukq.57.log	atomic-queue	Enumerate+C	12	1.0 ± 0.0	0.1288s	true
ScalObject-ukq.57.log	atomic-queue	Counting(4)	12	1.0 ± 0.0	0.1268s	true
ScalObject-ukq.57.log	atomic-queue	Counting(4)+R	12	1.0 ± 0.0	0.1066s	true
ScalObject-ukq.57.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.8567s	false
ScalObject-ukq.57.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.2516s	false
ScalObject-ukq.57.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.0558s	false
ScalObject-ukq.57.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.2876s	false
ScalObject-ukq.57.log	atomic-queue	Symbolic	12	1.0 ± 0.0	0.0421s	true
ScalObject-ukq.57.log	atomic-queue	Symbolic+R	12	1.0 ± 0.0	0.0251s	true
ScalObject-ukq.57.log	atomic-queue	Saturate	12	1.0 ± 0.0	0.0038s	true
ScalObject-ukq.57.log	atomic-queue	Saturate+R	12	1.0 ± 0.0	0.0042s	true
ScalObject-ukq.58.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3372s	false
ScalObject-ukq.58.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6257s	false
ScalObject-ukq.58.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1547s	false
ScalObject-ukq.58.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.8186s	false
ScalObject-ukq.58.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1541s	false
ScalObject-ukq.58.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.8602s	false
ScalObject-ukq.58.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1505s	false
ScalObject-ukq.58.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1881s	false
ScalObject-ukq.58.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.021s	false
ScalObject-ukq.58.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0043s	false
ScalObject-ukq.58.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0031s	false
ScalObject-ukq.59.log	atomic-queue	Enumerate+C	20	1.4 ± 0.7	0.8998s	false
ScalObject-ukq.59.log	atomic-queue	Counting(4)	20	1.4 ± 0.7	0.6969s	false
ScalObject-ukq.59.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.7	0.2338s	false
ScalObject-ukq.59.log	atomic-queue	Counting(2)	20	1.4 ± 0.7	0.8458s	false
ScalObject-ukq.59.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.7	0.235s	false
ScalObject-ukq.59.log	atomic-queue	Counting(0)	20	1.4 ± 0.7	1.1329s	false
ScalObject-ukq.59.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.7	0.2761s	false
ScalObject-ukq.59.log	atomic-queue	Symbolic	20	1.4 ± 0.7	0.3582s	false
ScalObject-ukq.59.log	atomic-queue	Symbolic+R	20	1.4 ± 0.7	0.078s	false
ScalObject-ukq.59.log	atomic-queue	Saturate	20	1.4 ± 0.7	0.0021s	false
ScalObject-ukq.59.log	atomic-queue	Saturate+R	20	1.4 ± 0.7	0.0047s	false
ScalObject-ukq.60.log	atomic-queue	Enumerate+C	14	1.0 ± 0.0	0.1597s	true
ScalObject-ukq.60.log	atomic-queue	Counting(4)	14	1.0 ± 0.0	0.169s	true
ScalObject-ukq.60.log	atomic-queue	Counting(4)+R	14	1.0 ± 0.0	0.1161s	true
ScalObject-ukq.60.log	atomic-queue	Counting(2)	14	1.0 ± 0.0	0.2118s	true
ScalObject-ukq.60.log	atomic-queue	Counting(2)+R	14	1.0 ± 0.0	0.1178s	true
ScalObject-ukq.60.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.1386s	false
ScalObject-ukq.60.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.194s	false
ScalObject-ukq.60.log	atomic-queue	Symbolic	14	1.0 ± 0.0	0.0603s	true
ScalObject-ukq.60.log	atomic-queue	Symbolic+R	14	1.0 ± 0.0	0.0225s	true
ScalObject-ukq.60.log	atomic-queue	Saturate	14	1.0 ± 0.0	0.0038s	true
ScalObject-ukq.60.log	atomic-queue	Saturate+R	14	1.0 ± 0.0	0.0039s	true
ScalObject-ukq.61.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.34s	false
ScalObject-ukq.61.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.5926s	false
ScalObject-ukq.61.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1608s	false
ScalObject-ukq.61.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.7655s	false
ScalObject-ukq.61.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1622s	false
ScalObject-ukq.61.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	1.0963s	false
ScalObject-ukq.61.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1616s	false
ScalObject-ukq.61.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1881s	false
ScalObject-ukq.61.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0234s	false
ScalObject-ukq.61.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0033s	false
ScalObject-ukq.61.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.0039s	false
ScalObject-ukq.62.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	1.1798s	false
ScalObject-ukq.62.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.7601s	false
ScalObject-ukq.62.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2449s	false
ScalObject-ukq.62.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.878s	false
ScalObject-ukq.62.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.262s	false
ScalObject-ukq.62.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.559s	false
ScalObject-ukq.62.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.3024s	false
ScalObject-ukq.62.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.424s	false
ScalObject-ukq.62.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.1011s	false
ScalObject-ukq.62.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0038s	false
ScalObject-ukq.62.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0042s	false
ScalObject-ukq.63.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.7181s	false
ScalObject-ukq.63.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.9123s	false
ScalObject-ukq.63.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.3712s	false
ScalObject-ukq.63.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	0.9459s	false
ScalObject-ukq.63.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.4104s	false
ScalObject-ukq.63.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.1465s	false
ScalObject-ukq.63.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.4544s	false
ScalObject-ukq.63.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.4631s	false
ScalObject-ukq.63.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1832s	false
ScalObject-ukq.63.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0043s	false
ScalObject-ukq.63.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0048s	false
ScalObject-ukq.64.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.5438s	false
ScalObject-ukq.64.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.7288s	false
ScalObject-ukq.64.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1893s	false
ScalObject-ukq.64.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	1.048s	false
ScalObject-ukq.64.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.1923s	false
ScalObject-ukq.64.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.3377s	false
