history	object	algorithm	steps	concurrency	time	violation
ScalObject-fcq.64.log	atomic-queue	Symbolic	20	1.7 ± 0.7	0.4676s	false
ScalObject-fcq.64.log	atomic-queue	Symbolic+R	20	1.7 ± 0.7	0.1623s	false
ScalObject-fcq.64.log	atomic-queue	Saturate	20	1.7 ± 0.7	0.0044s	false
ScalObject-fcq.64.log	atomic-queue	Saturate+R	20	1.7 ± 0.7	0.004s	false
ScalObject-fcq.65.log	atomic-queue	Enumerate+C	20	2.0 ± 0.9	0.3254s	false
ScalObject-fcq.65.log	atomic-queue	Counting(4)	20	2.0 ± 0.9	0.5651s	false
ScalObject-fcq.65.log	atomic-queue	Counting(4)+R	20	2.0 ± 0.9	0.4232s	false
ScalObject-fcq.65.log	atomic-queue	Counting(2)	20	2.0 ± 0.9	0.8428s	false
ScalObject-fcq.65.log	atomic-queue	Counting(2)+R	20	2.0 ± 0.9	0.4808s	false
ScalObject-fcq.65.log	atomic-queue	Counting(0)	20	2.0 ± 0.9	1.005s	false
ScalObject-fcq.65.log	atomic-queue	Counting(0)+R	20	2.0 ± 0.9	0.6442s	false
ScalObject-fcq.65.log	atomic-queue	Symbolic	20	2.0 ± 0.9	0.3413s	false
ScalObject-fcq.65.log	atomic-queue	Symbolic+R	20	2.0 ± 0.9	0.2028s	false
ScalObject-fcq.65.log	atomic-queue	Saturate	20	2.0 ± 0.9	0.0063s	false
ScalObject-fcq.65.log	atomic-queue	Saturate+R	20	2.0 ± 0.9	0.0066s	false
ScalObject-fcq.66.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.5109s	false
ScalObject-fcq.66.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.7533s	false
ScalObject-fcq.66.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.2372s	false
ScalObject-fcq.66.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	0.877s	false
ScalObject-fcq.66.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.2224s	false
ScalObject-fcq.66.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.1744s	false
ScalObject-fcq.66.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2476s	false
ScalObject-fcq.66.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.2672s	false
ScalObject-fcq.66.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.079s	false
ScalObject-fcq.66.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0049s	false
ScalObject-fcq.66.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0036s	false
ScalObject-fcq.67.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.9197s	false
ScalObject-fcq.67.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.8199s	false
ScalObject-fcq.67.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.2803s	false
ScalObject-fcq.67.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	0.9596s	false
ScalObject-fcq.67.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.3114s	false
ScalObject-fcq.67.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.3537s	false
ScalObject-fcq.67.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.3524s	false
ScalObject-fcq.67.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.4033s	false
ScalObject-fcq.67.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.1372s	false
ScalObject-fcq.67.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0034s	false
ScalObject-fcq.67.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0035s	false
ScalObject-fcq.68.log	atomic-queue	Enumerate+C	20	1.1 ± 0.3	0.2964s	false
ScalObject-fcq.68.log	atomic-queue	Counting(4)	20	1.1 ± 0.3	0.5302s	false
ScalObject-fcq.68.log	atomic-queue	Counting(4)+R	20	1.1 ± 0.3	0.2185s	false
ScalObject-fcq.68.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.7459s	false
ScalObject-fcq.68.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.2388s	false
ScalObject-fcq.68.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	0.9822s	false
ScalObject-fcq.68.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2412s	false
ScalObject-fcq.68.log	atomic-queue	Symbolic	20	1.1 ± 0.3	0.1848s	false
ScalObject-fcq.68.log	atomic-queue	Symbolic+R	20	1.1 ± 0.3	0.0675s	false
ScalObject-fcq.68.log	atomic-queue	Saturate	20	1.1 ± 0.3	0.008s	false
ScalObject-fcq.68.log	atomic-queue	Saturate+R	20	1.1 ± 0.3	0.0051s	false
ScalObject-fcq.69.log	atomic-queue	Enumerate+C	20	1.8 ± 0.8	2.5242s	false
ScalObject-fcq.69.log	atomic-queue	Counting(4)	20	1.8 ± 0.8	0.7362s	false
ScalObject-fcq.69.log	atomic-queue	Counting(4)+R	20	1.8 ± 0.8	0.295s	false
ScalObject-fcq.69.log	atomic-queue	Counting(2)	20	1.8 ± 0.8	1.0027s	false
ScalObject-fcq.69.log	atomic-queue	Counting(2)+R	20	1.8 ± 0.8	0.3396s	false
ScalObject-fcq.69.log	atomic-queue	Counting(0)	20	1.8 ± 0.8	0.9821s	false
ScalObject-fcq.69.log	atomic-queue	Counting(0)+R	20	1.8 ± 0.8	0.3442s	false
ScalObject-fcq.69.log	atomic-queue	Symbolic	20	1.8 ± 0.8	0.4228s	false
ScalObject-fcq.69.log	atomic-queue	Symbolic+R	20	1.8 ± 0.8	0.1482s	false
ScalObject-fcq.69.log	atomic-queue	Saturate	20	1.8 ± 0.8	0.0063s	false
ScalObject-fcq.69.log	atomic-queue	Saturate+R	20	1.8 ± 0.8	0.0055s	false
ScalObject-fcq.70.log	atomic-queue	Enumerate+C	20	1.4 ± 0.7	0.327s	false
ScalObject-fcq.70.log	atomic-queue	Counting(4)	20	1.4 ± 0.7	0.63s	false
ScalObject-fcq.70.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.7	0.1724s	false
ScalObject-fcq.70.log	atomic-queue	Counting(2)	20	1.4 ± 0.7	0.8537s	false
ScalObject-fcq.70.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.7	0.1818s	false
ScalObject-fcq.70.log	atomic-queue	Counting(0)	20	1.4 ± 0.7	0.9155s	false
ScalObject-fcq.70.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.7	0.1809s	false
ScalObject-fcq.70.log	atomic-queue	Symbolic	20	1.4 ± 0.7	0.2697s	false
ScalObject-fcq.70.log	atomic-queue	Symbolic+R	20	1.4 ± 0.7	0.0483s	false
ScalObject-fcq.70.log	atomic-queue	Saturate	20	1.4 ± 0.7	0.0044s	false
ScalObject-fcq.70.log	atomic-queue	Saturate+R	20	1.4 ± 0.7	0.004s	false
ScalObject-fcq.71.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	1.5431s	false
ScalObject-fcq.71.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.7251s	false
ScalObject-fcq.71.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.2202s	false
ScalObject-fcq.71.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	0.8281s	false
ScalObject-fcq.71.log	atomic-queue	Counting(2)+R	20	1.5 ± 0.5	0.2164s	false
ScalObject-fcq.71.log	atomic-queue	Counting(0)	20	1.5 ± 0.5	1.6655s	false
ScalObject-fcq.71.log	atomic-queue	Counting(0)+R	20	1.5 ± 0.5	0.2438s	false
ScalObject-fcq.71.log	atomic-queue	Symbolic	20	1.5 ± 0.5	0.3885s	false
ScalObject-fcq.71.log	atomic-queue	Symbolic+R	20	1.5 ± 0.5	0.0697s	false
ScalObject-fcq.71.log	atomic-queue	Saturate	20	1.5 ± 0.5	0.0036s	false
ScalObject-fcq.71.log	atomic-queue	Saturate+R	20	1.5 ± 0.5	0.0041s	false
ScalObject-fcq.72.log	atomic-queue	Enumerate+C	20	1.9 ± 0.7	3.3562s	false
ScalObject-fcq.72.log	atomic-queue	Counting(4)	20	1.9 ± 0.7	0.9147s	false
ScalObject-fcq.72.log	atomic-queue	Counting(4)+R	20	1.9 ± 0.7	0.933s	false
ScalObject-fcq.72.log	atomic-queue	Counting(2)	20	1.9 ± 0.7	1.073s	false
ScalObject-fcq.72.log	atomic-queue	Counting(2)+R	20	1.9 ± 0.7	1.068s	false
ScalObject-fcq.72.log	atomic-queue	Counting(0)	20	1.9 ± 0.7	1.1567s	false
ScalObject-fcq.72.log	atomic-queue	Counting(0)+R	20	1.9 ± 0.7	1.1484s	false
ScalObject-fcq.72.log	atomic-queue	Symbolic	20	1.9 ± 0.7	0.5441s	false
ScalObject-fcq.72.log	atomic-queue	Symbolic+R	20	1.9 ± 0.7	0.5291s	false
ScalObject-fcq.72.log	atomic-queue	Saturate	20	1.9 ± 0.7	0.0045s	false
ScalObject-fcq.72.log	atomic-queue	Saturate+R	20	1.9 ± 0.7	0.0051s	false
ScalObject-fcq.73.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	1.4029s	false
ScalObject-fcq.73.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.7447s	false
ScalObject-fcq.73.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.3279s	false
ScalObject-fcq.73.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.8205s	false
ScalObject-fcq.73.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.3958s	false
ScalObject-fcq.73.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.2815s	false
ScalObject-fcq.73.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.4493s	false
ScalObject-fcq.73.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.3077s	false
ScalObject-fcq.73.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.1354s	false
ScalObject-fcq.73.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0051s	false
ScalObject-fcq.73.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0046s	false
ScalObject-fcq.74.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.4247s	false
ScalObject-fcq.74.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.5892s	false
ScalObject-fcq.74.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.2036s	false
ScalObject-fcq.74.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	0.729s	false
ScalObject-fcq.74.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.2277s	false
ScalObject-fcq.74.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	1.3438s	false
ScalObject-fcq.74.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2317s	false
ScalObject-fcq.74.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.3282s	false
ScalObject-fcq.74.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.0713s	false
ScalObject-fcq.74.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0054s	false
ScalObject-fcq.74.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0045s	false
ScalObject-fcq.75.log	atomic-queue	Enumerate+C	20	1.1 ± 0.3	0.3259s	false
ScalObject-fcq.75.log	atomic-queue	Counting(4)	20	1.1 ± 0.3	0.5769s	false
ScalObject-fcq.75.log	atomic-queue	Counting(4)+R	20	1.1 ± 0.3	0.1774s	false
ScalObject-fcq.75.log	atomic-queue	Counting(2)	20	1.1 ± 0.3	0.7041s	false
ScalObject-fcq.75.log	atomic-queue	Counting(2)+R	20	1.1 ± 0.3	0.1831s	false
ScalObject-fcq.75.log	atomic-queue	Counting(0)	20	1.1 ± 0.3	1.058s	false
ScalObject-fcq.75.log	atomic-queue	Counting(0)+R	20	1.1 ± 0.3	0.2211s	false
ScalObject-fcq.75.log	atomic-queue	Symbolic	20	1.1 ± 0.3	0.236s	false
ScalObject-fcq.75.log	atomic-queue	Symbolic+R	20	1.1 ± 0.3	0.0498s	false
ScalObject-fcq.75.log	atomic-queue	Saturate	20	1.1 ± 0.3	0.0049s	false
ScalObject-fcq.75.log	atomic-queue	Saturate+R	20	1.1 ± 0.3	0.0043s	false
ScalObject-fcq.76.log	atomic-queue	Enumerate+C	20	1.0 ± 0.0	0.3125s	false
ScalObject-fcq.76.log	atomic-queue	Counting(4)	20	1.0 ± 0.0	0.6483s	false
ScalObject-fcq.76.log	atomic-queue	Counting(4)+R	20	1.0 ± 0.0	0.1506s	false
ScalObject-fcq.76.log	atomic-queue	Counting(2)	20	1.0 ± 0.0	0.7568s	false
ScalObject-fcq.76.log	atomic-queue	Counting(2)+R	20	1.0 ± 0.0	0.1548s	false
ScalObject-fcq.76.log	atomic-queue	Counting(0)	20	1.0 ± 0.0	0.9536s	false
ScalObject-fcq.76.log	atomic-queue	Counting(0)+R	20	1.0 ± 0.0	0.1451s	false
ScalObject-fcq.76.log	atomic-queue	Symbolic	20	1.0 ± 0.0	0.1744s	false
ScalObject-fcq.76.log	atomic-queue	Symbolic+R	20	1.0 ± 0.0	0.0225s	false
ScalObject-fcq.76.log	atomic-queue	Saturate	20	1.0 ± 0.0	0.0037s	false
ScalObject-fcq.76.log	atomic-queue	Saturate+R	20	1.0 ± 0.0	0.004s	false
ScalObject-fcq.77.log	atomic-queue	Enumerate+C	20	1.6 ± 0.5	0.9463s	false
ScalObject-fcq.77.log	atomic-queue	Counting(4)	20	1.6 ± 0.5	0.7281s	false
ScalObject-fcq.77.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.5	0.3299s	false
ScalObject-fcq.77.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	1.0527s	false
ScalObject-fcq.77.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.3694s	false
ScalObject-fcq.77.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.1875s	false
ScalObject-fcq.77.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.5112s	false
ScalObject-fcq.77.log	atomic-queue	Symbolic	20	1.6 ± 0.5	0.3862s	false
ScalObject-fcq.77.log	atomic-queue	Symbolic+R	20	1.6 ± 0.5	0.1737s	false
ScalObject-fcq.77.log	atomic-queue	Saturate	20	1.6 ± 0.5	0.0057s	false
ScalObject-fcq.77.log	atomic-queue	Saturate+R	20	1.6 ± 0.5	0.0052s	false
ScalObject-fcq.78.log	atomic-queue	Enumerate+C	20	1.7 ± 0.8	1.1717s	false
ScalObject-fcq.78.log	atomic-queue	Counting(4)	20	1.7 ± 0.8	0.644s	false
ScalObject-fcq.78.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.8	0.3111s	false
ScalObject-fcq.78.log	atomic-queue	Counting(2)	20	1.7 ± 0.8	1.003s	false
ScalObject-fcq.78.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.8	0.3453s	false
ScalObject-fcq.78.log	atomic-queue	Counting(0)	20	1.7 ± 0.8	1.0774s	false
ScalObject-fcq.78.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.8	0.3739s	false
ScalObject-fcq.78.log	atomic-queue	Symbolic	20	1.7 ± 0.8	0.379s	false
ScalObject-fcq.78.log	atomic-queue	Symbolic+R	20	1.7 ± 0.8	0.1516s	false
ScalObject-fcq.78.log	atomic-queue	Saturate	20	1.7 ± 0.8	0.0073s	false
ScalObject-fcq.78.log	atomic-queue	Saturate+R	20	1.7 ± 0.8	0.0057s	false
ScalObject-fcq.79.log	atomic-queue	Enumerate+C	20	1.3 ± 0.5	0.4161s	false
ScalObject-fcq.79.log	atomic-queue	Counting(4)	20	1.3 ± 0.5	0.7746s	false
ScalObject-fcq.79.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.5	0.1916s	false
ScalObject-fcq.79.log	atomic-queue	Counting(2)	20	1.3 ± 0.5	1.0294s	false
ScalObject-fcq.79.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.5	0.1996s	false
ScalObject-fcq.79.log	atomic-queue	Counting(0)	20	1.3 ± 0.5	0.9939s	false
ScalObject-fcq.79.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.5	0.2479s	false
ScalObject-fcq.79.log	atomic-queue	Symbolic	20	1.3 ± 0.5	0.3s	false
ScalObject-fcq.79.log	atomic-queue	Symbolic+R	20	1.3 ± 0.5	0.0582s	false
ScalObject-fcq.79.log	atomic-queue	Saturate	20	1.3 ± 0.5	0.0041s	false
ScalObject-fcq.79.log	atomic-queue	Saturate+R	20	1.3 ± 0.5	0.0043s	false
ScalObject-fcq.80.log	atomic-queue	Enumerate+C	20	1.3 ± 0.7	0.3202s	false
ScalObject-fcq.80.log	atomic-queue	Counting(4)	20	1.3 ± 0.7	0.7952s	false
ScalObject-fcq.80.log	atomic-queue	Counting(4)+R	20	1.3 ± 0.7	0.186s	false
ScalObject-fcq.80.log	atomic-queue	Counting(2)	20	1.3 ± 0.7	0.8141s	false
ScalObject-fcq.80.log	atomic-queue	Counting(2)+R	20	1.3 ± 0.7	0.1878s	false
ScalObject-fcq.80.log	atomic-queue	Counting(0)	20	1.3 ± 0.7	1.0474s	false
ScalObject-fcq.80.log	atomic-queue	Counting(0)+R	20	1.3 ± 0.7	0.2196s	false
ScalObject-fcq.80.log	atomic-queue	Symbolic	20	1.3 ± 0.7	0.3084s	false
ScalObject-fcq.80.log	atomic-queue	Symbolic+R	20	1.3 ± 0.7	0.061s	false
ScalObject-fcq.80.log	atomic-queue	Saturate	20	1.3 ± 0.7	0.0033s	false
ScalObject-fcq.80.log	atomic-queue	Saturate+R	20	1.3 ± 0.7	0.0039s	false
ScalObject-fcq.81.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	0.993s	false
ScalObject-fcq.81.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.7422s	false
ScalObject-fcq.81.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.2586s	false
ScalObject-fcq.81.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.9063s	false
ScalObject-fcq.81.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.2958s	false
ScalObject-fcq.81.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	0.9839s	false
ScalObject-fcq.81.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.2863s	false
ScalObject-fcq.81.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.3651s	false
ScalObject-fcq.81.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.1206s	false
ScalObject-fcq.81.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0053s	false
ScalObject-fcq.81.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0047s	false
ScalObject-fcq.82.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3306s	false
ScalObject-fcq.82.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.6943s	false
ScalObject-fcq.82.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1864s	false
ScalObject-fcq.82.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.922s	false
ScalObject-fcq.82.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.181s	false
ScalObject-fcq.82.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.2316s	false
ScalObject-fcq.82.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.1927s	false
ScalObject-fcq.82.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.238s	false
ScalObject-fcq.82.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.045s	false
ScalObject-fcq.82.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0038s	false
ScalObject-fcq.82.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0038s	false
ScalObject-fcq.83.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3212s	false
ScalObject-fcq.83.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.5659s	false
ScalObject-fcq.83.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.1889s	false
ScalObject-fcq.83.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.7708s	false
ScalObject-fcq.83.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.1817s	false
ScalObject-fcq.83.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	1.0963s	false
ScalObject-fcq.83.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.1994s	false
ScalObject-fcq.83.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.2261s	false
ScalObject-fcq.83.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.0483s	false
ScalObject-fcq.83.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0049s	false
ScalObject-fcq.83.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0049s	false
ScalObject-fcq.84.log	atomic-queue	Enumerate+C	20	1.4 ± 0.5	0.5612s	false
ScalObject-fcq.84.log	atomic-queue	Counting(4)	20	1.4 ± 0.5	0.6005s	false
ScalObject-fcq.84.log	atomic-queue	Counting(4)+R	20	1.4 ± 0.5	0.2216s	false
ScalObject-fcq.84.log	atomic-queue	Counting(2)	20	1.4 ± 0.5	0.7429s	false
ScalObject-fcq.84.log	atomic-queue	Counting(2)+R	20	1.4 ± 0.5	0.213s	false
ScalObject-fcq.84.log	atomic-queue	Counting(0)	20	1.4 ± 0.5	1.1702s	false
ScalObject-fcq.84.log	atomic-queue	Counting(0)+R	20	1.4 ± 0.5	0.2524s	false
ScalObject-fcq.84.log	atomic-queue	Symbolic	20	1.4 ± 0.5	0.2889s	false
ScalObject-fcq.84.log	atomic-queue	Symbolic+R	20	1.4 ± 0.5	0.0855s	false
ScalObject-fcq.84.log	atomic-queue	Saturate	20	1.4 ± 0.5	0.0046s	false
ScalObject-fcq.84.log	atomic-queue	Saturate+R	20	1.4 ± 0.5	0.0048s	false
ScalObject-fcq.85.log	atomic-queue	Enumerate+C	20	1.7 ± 0.5	0.8568s	false
ScalObject-fcq.85.log	atomic-queue	Counting(4)	20	1.7 ± 0.5	0.6632s	false
ScalObject-fcq.85.log	atomic-queue	Counting(4)+R	20	1.7 ± 0.5	0.2833s	false
ScalObject-fcq.85.log	atomic-queue	Counting(2)	20	1.7 ± 0.5	0.7434s	false
ScalObject-fcq.85.log	atomic-queue	Counting(2)+R	20	1.7 ± 0.5	0.3177s	false
ScalObject-fcq.85.log	atomic-queue	Counting(0)	20	1.7 ± 0.5	1.0659s	false
ScalObject-fcq.85.log	atomic-queue	Counting(0)+R	20	1.7 ± 0.5	0.3478s	false
ScalObject-fcq.85.log	atomic-queue	Symbolic	20	1.7 ± 0.5	0.3512s	false
ScalObject-fcq.85.log	atomic-queue	Symbolic+R	20	1.7 ± 0.5	0.1176s	false
ScalObject-fcq.85.log	atomic-queue	Saturate	20	1.7 ± 0.5	0.0053s	false
ScalObject-fcq.85.log	atomic-queue	Saturate+R	20	1.7 ± 0.5	0.0033s	false
ScalObject-fcq.86.log	atomic-queue	Enumerate+C	20*	2.7 ± 0.8	10.0082s*	false
ScalObject-fcq.86.log	atomic-queue	Counting(4)	20	2.7 ± 0.8	0.7052s	false
ScalObject-fcq.86.log	atomic-queue	Counting(4)+R	20	2.7 ± 0.8	0.6875s	false
ScalObject-fcq.86.log	atomic-queue	Counting(2)	20	2.7 ± 0.8	0.8194s	false
ScalObject-fcq.86.log	atomic-queue	Counting(2)+R	20	2.7 ± 0.8	0.7502s	false
ScalObject-fcq.86.log	atomic-queue	Counting(0)	20	2.7 ± 0.8	1.1213s	false
ScalObject-fcq.86.log	atomic-queue	Counting(0)+R	20	2.7 ± 0.8	0.8946s	false
ScalObject-fcq.86.log	atomic-queue	Symbolic	20	2.7 ± 0.8	0.4181s	false
ScalObject-fcq.86.log	atomic-queue	Symbolic+R	20	2.7 ± 0.8	0.3519s	false
ScalObject-fcq.86.log	atomic-queue	Saturate	20	2.7 ± 0.8	0.0078s	false
ScalObject-fcq.86.log	atomic-queue	Saturate+R	20	2.7 ± 0.8	0.0099s	false
ScalObject-fcq.87.log	atomic-queue	Enumerate+C	20	1.6 ± 0.7	1.9939s	false
ScalObject-fcq.87.log	atomic-queue	Counting(4)	20	1.6 ± 0.7	0.6207s	false
ScalObject-fcq.87.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.7	0.2237s	false
ScalObject-fcq.87.log	atomic-queue	Counting(2)	20	1.6 ± 0.7	0.7852s	false
ScalObject-fcq.87.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.7	0.2217s	false
ScalObject-fcq.87.log	atomic-queue	Counting(0)	20	1.6 ± 0.7	0.9887s	false
ScalObject-fcq.87.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.7	0.2372s	false
ScalObject-fcq.87.log	atomic-queue	Symbolic	20	1.6 ± 0.7	0.3729s	false
ScalObject-fcq.87.log	atomic-queue	Symbolic+R	20	1.6 ± 0.7	0.0831s	false
ScalObject-fcq.87.log	atomic-queue	Saturate	20	1.6 ± 0.7	0.0047s	false
ScalObject-fcq.87.log	atomic-queue	Saturate+R	20	1.6 ± 0.7	0.0045s	false
ScalObject-fcq.88.log	atomic-queue	Enumerate+C	20	1.6 ± 0.5	1.4742s	false
ScalObject-fcq.88.log	atomic-queue	Counting(4)	20	1.6 ± 0.5	0.7199s	false
ScalObject-fcq.88.log	atomic-queue	Counting(4)+R	20	1.6 ± 0.5	0.3501s	false
ScalObject-fcq.88.log	atomic-queue	Counting(2)	20	1.6 ± 0.5	0.9615s	false
ScalObject-fcq.88.log	atomic-queue	Counting(2)+R	20	1.6 ± 0.5	0.391s	false
ScalObject-fcq.88.log	atomic-queue	Counting(0)	20	1.6 ± 0.5	1.6402s	false
ScalObject-fcq.88.log	atomic-queue	Counting(0)+R	20	1.6 ± 0.5	0.5561s	false
ScalObject-fcq.88.log	atomic-queue	Symbolic	20	1.6 ± 0.5	0.3968s	false
ScalObject-fcq.88.log	atomic-queue	Symbolic+R	20	1.6 ± 0.5	0.205s	false
ScalObject-fcq.88.log	atomic-queue	Saturate	20	1.6 ± 0.5	0.0042s	false
ScalObject-fcq.88.log	atomic-queue	Saturate+R	20	1.6 ± 0.5	0.0045s	false
ScalObject-fcq.89.log	atomic-queue	Enumerate+C	20	1.2 ± 0.4	0.3034s	false
ScalObject-fcq.89.log	atomic-queue	Counting(4)	20	1.2 ± 0.4	0.51s	false
ScalObject-fcq.89.log	atomic-queue	Counting(4)+R	20	1.2 ± 0.4	0.2704s	false
ScalObject-fcq.89.log	atomic-queue	Counting(2)	20	1.2 ± 0.4	0.675s	false
ScalObject-fcq.89.log	atomic-queue	Counting(2)+R	20	1.2 ± 0.4	0.3087s	false
ScalObject-fcq.89.log	atomic-queue	Counting(0)	20	1.2 ± 0.4	0.7692s	false
ScalObject-fcq.89.log	atomic-queue	Counting(0)+R	20	1.2 ± 0.4	0.3416s	false
ScalObject-fcq.89.log	atomic-queue	Symbolic	20	1.2 ± 0.4	0.2411s	false
ScalObject-fcq.89.log	atomic-queue	Symbolic+R	20	1.2 ± 0.4	0.1075s	false
ScalObject-fcq.89.log	atomic-queue	Saturate	20	1.2 ± 0.4	0.0064s	false
ScalObject-fcq.89.log	atomic-queue	Saturate+R	20	1.2 ± 0.4	0.0056s	false
ScalObject-fcq.90.log	atomic-queue	Enumerate+C	20	1.5 ± 0.5	0.6382s	false
ScalObject-fcq.90.log	atomic-queue	Counting(4)	20	1.5 ± 0.5	0.6307s	false
ScalObject-fcq.90.log	atomic-queue	Counting(4)+R	20	1.5 ± 0.5	0.3237s	false
ScalObject-fcq.90.log	atomic-queue	Counting(2)	20	1.5 ± 0.5	1.0732s	false
