history	object	algorithm	removal	violation	timeout	stepout	steps	checks	size.min	size.max	size.mean	size.sigma	width.min	width.max	width.mean	width.sigma	weight.min	weight.max	weight.mean	weight.sigma	memory	time
ScalObject-msq.3.log	atomic-queue	Symbolic	false	false	true	false	50	25	0	25	12.5	7.301802964378883	1	1	1.0	0.0	0	18	9.98	5.246923296717102	15840	5.60183
ScalObject-msq.3.log	atomic-queue	Symbolic	true	false	true	false	772	386	0	12	4.603626943005182	2.6397907604263096	1	1	1.0	0.0	0	12	4.603626943005182	2.6397907604263096	15440	5.015397
ScalObject-msq.3.log	atomic-queue	Saturate	false	false	true	false	372	185	0	186	93.0	53.76744373122862	1	1	1.0	0.0	0	101	51.11827956989247	28.676314018914415	12456	5.006959
ScalObject-msq.3.log	atomic-queue	Saturate	true	false	true	false	1289	643	0	139	19.43366951124903	32.697828136785205	1	6	1.543056633048875	1.1324752876198771	0	87	13.853374709076803	20.246449113946255	12120	5.009237
ScalObject-msq.4.log	atomic-queue	Enumerate	false	false	true	false	50	25	0	25	12.5	7.301802964378883	1	1	1.0	0.0	0	18	9.66	5.442125935135786	12968	5.008271
ScalObject-msq.4.log	atomic-queue	Bound(4)	false	false	true	false	34	17	0	17	8.5	4.998484618846844	1	1	1.0	0.0	0	14	6.794117647058823	4.088264147938035	13472	6.006159
ScalObject-msq.4.log	atomic-queue	Bound(4)	true	false	true	false	126	63	0	14	5.976190476190476	3.208649025903049	1	1	1.0	0.0	0	14	5.976190476190476	3.208649025903049	12752	5.410085
ScalObject-msq.4.log	atomic-queue	Symbolic	false	false	true	false	50	25	0	25	12.5	7.301802964378883	1	1	1.0	0.0	0	18	9.66	5.442125935135786	15528	5.01197
ScalObject-msq.4.log	atomic-queue	Symbolic	true	false	true	false	170	85	0	19	8.5	5.236704777154897	1	1	1.0	0.0	0	19	8.5	5.236704777154897	16520	5.181707
ScalObject-msq.4.log	atomic-queue	Saturate	false	false	true	false	347	173	0	174	87.0	50.30345952661528	1	1	1.0	0.0	0	90	49.305475504322764	25.25280386175322	12540	5.011347
ScalObject-msq.4.log	atomic-queue	Saturate	true	false	true	false	1997	997	0	125	18.332999499248874	24.56250008625903	1	6	1.5678517776664997	1.1660821313858547	0	71	14.14121181772659	14.546005006771253	12216	5.005957
ScalObject-msq.5.log	atomic-queue	Enumerate	false	false	true	false	32	15	0	17	9.1875	4.835603841934224	1	5	3.40625	1.1319231422671772	0	13	7.15625	3.5479151079053772	13088	5.012425
ScalObject-msq.5.log	atomic-queue	Bound(4)	false	false	true	false	34	16	0	18	9.676470588235293	5.0914104031248675	1	5	3.3823529411764706	1.1013684568382927	0	14	7.529411764705882	3.759717059935027	12644	6.318365
ScalObject-msq.5.log	atomic-queue	Bound(4)	true	false	true	false	69	33	0	15	7.913043478260869	3.2118307516887636	1	5	3.5942028985507246	0.9126374284861584	0	13	6.811594202898551	2.7454527234021873	12988	5.033804
ScalObject-msq.5.log	atomic-queue	Symbolic	false	false	true	false	38	17	0	21	10.710526315789474	5.708731551905483	1	5	3.473684210526316	1.1086110644298959	0	17	8.368421052631579	4.34598946922008	16052	7.539136
ScalObject-msq.5.log	atomic-queue	Symbolic	true	false	true	false	73	35	0	17	8.342465753424657	3.6063954691715225	1	5	3.589041095890411	0.8949800810687875	0	14	7.136986301369863	3.0014582959933858	16432	5.160207
ScalObject-msq.5.log	atomic-queue	Saturate	false	false	true	false	362	179	0	182	91.7707182320442	52.29629970578813	1	5	3.544198895027624	0.7550253021380057	0	108	55.93922651933702	28.757976756039383	11708	5.011573
ScalObject-msq.5.log	atomic-queue	Saturate	true	false	true	false	1260	627	0	145	32.61825396825397	31.76446503885608	1	6	3.8079365079365077	1.0898916863355337	0	78	22.13968253968254	16.121151131326183	11980	5.007735
ScalObject-msq.6.log	atomic-queue	Enumerate	false	false	true	false	17	6	0	11	5.470588235294118	3.2038579685049933	1	6	3.588235294117647	1.3719886811400708	0	9	4.411764705882353	2.42535625036333	12472	5.007426
ScalObject-msq.6.log	atomic-queue	Bound(4)	false	false	true	false	30	13	0	17	9.233333333333333	5.123867971416296	1	6	4.533333333333333	1.5252661346824676	0	13	6.966666666666667	3.633971261091202	13132	6.224086
ScalObject-msq.6.log	atomic-queue	Bound(4)	true	false	true	false	30	13	0	17	9.233333333333333	5.123867971416296	1	6	4.533333333333333	1.5252661346824676	0	13	6.966666666666667	3.633971261091202	12780	6.267086
ScalObject-msq.6.log	atomic-queue	Symbolic	false	false	true	false	31	14	0	17	9.483870967741936	5.22730630275247	1	6	4.516129032258065	1.5026857675938214	0	13	7.161290322580645	3.7336021408602926	15804	5.857109
ScalObject-msq.6.log	atomic-queue	Symbolic	true	false	true	false	31	14	0	17	9.483870967741936	5.22730630275247	1	6	4.516129032258065	1.5026857675938214	0	13	7.161290322580645	3.7336021408602926	15992	5.908537
ScalObject-msq.6.log	atomic-queue	Saturate	false	false	true	false	352	174	0	177	89.51988636363636	50.83070221004759	1	6	4.042613636363637	0.9433540142315596	0	96	51.51420454545455	25.854288659727068	12468	5.00238
ScalObject-msq.6.log	atomic-queue	Saturate	true	false	true	false	1259	628	0	77	28.04527402700556	15.700556919543713	1	6	3.5830023828435267	1.102128397224604	0	54	21.860206513105638	11.627067959605602	12552	5.005905
ScalObject-msq.7.log	atomic-queue	Enumerate	false	false	true	false	17	7	0	10	5.470588235294118	3.023194648439452	1	5	3.5294117647058822	1.124591429076774	0	8	4.882352941176471	2.420804436059852	13368	5.002252
ScalObject-msq.7.log	atomic-queue	Bound(4)	false	false	true	false	32	15	0	17	9.03125	4.70747089827059	1	5	3.09375	0.9954533737723926	0	11	6.875	2.9265194564588595	12956	5.09946
ScalObject-msq.7.log	atomic-queue	Bound(4)	true	false	true	false	70	34	0	14	7.7	2.9308454535276622	1	5	3.0142857142857142	0.7707112683834658	0	8	5.257142857142857	1.557457183310922	12696	5.472696
ScalObject-msq.7.log	atomic-queue	Symbolic	false	false	true	false	36	17	0	19	10.027777777777779	5.2779114435872465	1	5	3.0833333333333335	0.9373214115613855	0	12	7.333333333333333	3.0612789110808856	15816	5.761669
ScalObject-msq.7.log	atomic-queue	Symbolic	true	false	true	false	76	37	0	17	8.31578947368421	3.529723412453312	1	5	3.013157894736842	0.7392504501656908	0	10	5.5131578947368425	1.7549428940576692	16436	5.57671
ScalObject-msq.7.log	atomic-queue	Saturate	false	false	true	false	388	191	0	196	98.4381443298969	56.379195941844365	1	6	3.881443298969072	1.1096783431249162	0	114	59.353092783505154	32.44110649972916	12676	5.010319
ScalObject-msq.7.log	atomic-queue	Saturate	true	false	true	false	1388	692	0	115	30.569884726224785	25.038689905826068	1	6	3.760806916426513	1.0539136033774246	0	64	21.186599423631122	14.314186718770033	11728	5.008265
ScalObject-msq.8.log	atomic-queue	Enumerate	false	false	true	false	15	6	0	9	4.8	2.7825989906663056	1	4	3.2	1.0141851056742202	0	8	4.666666666666667	2.6095064302514777	12748	5.016711
ScalObject-msq.8.log	atomic-queue	Bound(4)	false	false	true	false	29	13	0	16	8.413793103448276	4.500136834263332	1	4	3.3793103448275863	0.8200084103858012	0	11	6.517241379310345	2.8109567468234578	13488	5.076631
ScalObject-msq.8.log	atomic-queue	Bound(4)	true	false	true	false	76	37	0	14	7.802631578947368	2.9258377117997303	1	5	3.486842105263158	1.0262348146193652	0	11	6.447368421052632	2.1441065697525716	13460	5.449506
ScalObject-msq.8.log	atomic-queue	Symbolic	false	false	true	false	38	17	0	21	10.631578947368421	5.687449685582397	1	5	3.3157894736842106	0.9330352433277149	0	14	7.684210526315789	3.2970524359329816	16264	5.572953
ScalObject-msq.8.log	atomic-queue	Symbolic	true	false	true	false	98	48	0	14	8.489795918367347	2.9471107569264205	1	5	3.5	0.9333456062030595	0	12	7.244897959183674	2.4665231779609273	15908	5.076604
ScalObject-msq.8.log	atomic-queue	Saturate	false	false	true	false	306	151	0	154	77.73856209150327	44.24014514573617	1	6	3.480392156862745	1.2124793091912844	0	88	44.91830065359477	24.905786905156173	12976	5.00542
ScalObject-msq.8.log	atomic-queue	Saturate	true	false	true	false	1317	656	0	60	22.703113135914958	10.15730819429576	1	6	3.558086560364465	1.1435049762897846	0	44	20.68109339407745	9.116939510472992	12520	5.00834
ScalObject-msq.9.log	atomic-queue	Enumerate	false	false	true	false	18	8	0	10	5.555555555555555	3.0141279535317405	1	4	3.1666666666666665	0.7859052479933758	0	9	4.777777777777778	2.712835624246889	12932	5.022556
ScalObject-msq.9.log	atomic-queue	Bound(4)	false	false	true	false	32	15	0	17	9.0625	4.838938166648253	1	4	3.15625	0.6278162356983543	0	15	8.03125	4.410283986174776	13208	6.868107
ScalObject-msq.9.log	atomic-queue	Bound(4)	true	false	true	false	52	25	0	16	8.461538461538462	3.6216210131925157	1	4	2.9423076923076925	0.6977122711211271	0	12	6.980769230769231	2.7829338772793726	12868	5.117708
ScalObject-msq.9.log	atomic-queue	Symbolic	false	false	true	false	36	17	0	19	10.083333333333334	5.421517974041694	1	4	3.1944444444444446	0.6242455764220837	0	15	8.694444444444445	4.5720857662524494	15884	5.250792
ScalObject-msq.9.log	atomic-queue	Symbolic	true	false	true	false	73	36	0	16	9.616438356164384	3.7477035078768997	1	5	3.0547945205479454	0.7973987389370811	0	15	8.397260273972602	3.3941932686877854	15424	5.025734
ScalObject-msq.9.log	atomic-queue	Saturate	false	false	true	false	326	161	0	164	82.7239263803681	47.2320345454791	1	5	3.450920245398773	1.0117991955329735	0	91	47.90184049079755	25.248235819296102	12272	5.012624
ScalObject-msq.9.log	atomic-queue	Saturate	true	false	true	false	2419	1207	0	58	19.797436957420423	10.275178764333695	1	6	3.49896651508888	1.0489956235134807	0	46	16.245556014882183	7.996435820161083	12152	5.009157
ScalObject-msq.0.log	atomic-queue	Enumerate	false	false	true	false	36	16	0	20	10.38888888888889	5.535742447445007	1	5	3.8333333333333335	0.69693205243717	0	16	9.222222222222221	4.447221354708778	12388	25.020711
ScalObject-msq.0.log	atomic-queue	Bound(4)	false	false	true	false	42	21	0	21	11.880952380952381	6.313757263164694	1	5	3.761904761904762	0.878177819915423	0	16	10.166666666666666	4.731403476959942	13164	28.933216
ScalObject-msq.0.log	atomic-queue	Bound(4)	true	false	true	false	60	29	0	21	11.15	5.44875977180564	1	5	3.9166666666666665	1.0133292447137263	0	16	9.766666666666667	4.093677086727222	12928	25.375213
ScalObject-msq.0.log	atomic-queue	Symbolic	false	false	true	false	54	25	0	29	14.907407407407407	8.052348815937433	1	5	3.8518518518518516	1.0169767888003982	0	22	12.203703703703704	5.767114414095584	16164	31.414644
ScalObject-msq.0.log	atomic-queue	Symbolic	true	false	true	false	155	76	0	21	11.606451612903227	4.367079879947044	1	5	3.496774193548387	0.8927863398822533	0	16	9.516129032258064	3.3889714922746625	15488	26.874188
ScalObject-msq.0.log	atomic-queue	Saturate	false	false	true	false	612	304	0	307	154.0702614379085	88.3602022037247	1	5	3.142156862745098	0.9141838793188761	0	172	87.31372549019608	47.73178892334799	12276	25.01034
ScalObject-msq.0.log	atomic-queue	Saturate	true	false	true	false	4382	2190	0	160	26.885440438156092	24.13039262488258	1	5	2.987448653582839	0.9313713343326386	0	96	21.697626654495664	16.502124086456302	11984	25.010915
ScalObject-msq.1.log	atomic-queue	Enumerate	false	false	true	false	17	7	0	10	5.411764705882353	3.2607288972216737	1	5	3.411764705882353	1.5834623270468011	0	9	5.117647058823529	2.93433026730923	12972	25.012649
ScalObject-msq.1.log	atomic-queue	Bound(4)	false	false	true	false	43	19	0	24	12.069767441860465	6.652587569750619	1	6	3.697674418604651	1.406361122101497	0	18	9.55813953488372	4.604874878510068	13588	27.957453
ScalObject-msq.1.log	atomic-queue	Bound(4)	true	false	true	false	246	121	0	16	8.825203252032521	3.052923483360612	1	6	3.6666666666666665	1.1687542062203775	0	15	7.544715447154472	2.6147213767212114	13164	25.48995
ScalObject-msq.1.log	atomic-queue	Symbolic	false	false	true	false	50	23	0	27	13.98	7.80761010234272	1	6	4.0	1.5118578920369088	0	21	10.96	5.532685807534887	16360	26.194188
ScalObject-msq.1.log	atomic-queue	Symbolic	true	false	true	false	293	145	0	21	9.887372013651877	3.806664701839096	1	6	3.6587030716723548	1.1008563092367785	0	19	8.593856655290102	3.4693713367889343	16000	25.741883
ScalObject-msq.1.log	atomic-queue	Saturate	false	false	true	false	495	246	0	248	125.05252525252526	71.48651007115048	1	6	3.606060606060606	0.9310020484044238	0	142	72.98787878787878	41.039428243977355	12692	25.006457
ScalObject-msq.1.log	atomic-queue	Saturate	true	false	true	false	2122	1059	0	63	32.82422243166824	13.627104943475901	1	6	3.5216776625824693	0.9567504593921032	0	60	31.501413760603203	13.471301078168729	12500	25.009447
ScalObject-msq.2.log	atomic-queue	Enumerate	false	false	true	false	19	8	0	11	5.842105263157895	3.6706517419289884	1	6	3.263157894736842	1.6945043609385506	0	10	5.052631578947368	3.0636522179060575	12508	25.00267
ScalObject-msq.2.log	atomic-queue	Bound(4)	false	false	true	false	48	22	0	26	13.0625	7.206398604786154	1	6	3.1666666666666665	1.6155274921876708	0	20	10.1875	5.514608259461332	12856	32.571144
ScalObject-msq.2.log	atomic-queue	Bound(4)	true	false	true	false	135	67	0	18	9.28888888888889	4.30699997169943	1	6	3.577777777777778	1.31277686016212	0	14	8.074074074074074	3.5985685994046768	13080	25.044799
ScalObject-msq.2.log	atomic-queue	Symbolic	false	false	true	false	51	25	0	26	13.823529411764707	7.633363301593712	1	6	3.156862745098039	1.5795258658168	0	20	10.666666666666666	5.687413002997643	15736	28.690811
ScalObject-msq.2.log	atomic-queue	Symbolic	true	false	true	false	214	106	0	25	10.02803738317757	5.024742431770826	1	6	3.5373831775700935	1.1732562419578847	0	19	8.378504672897197	3.909985484102666	15828	27.008079
ScalObject-msq.2.log	atomic-queue	Saturate	false	false	true	false	584	291	0	292	147.29280821917808	84.41700918932678	1	6	3.585616438356164	1.0939716131435808	0	171	87.11986301369863	48.73285615056684	12256	25.009339
ScalObject-msq.2.log	atomic-queue	Saturate	true	false	true	false	1546	771	0	263	55.53686934023286	70.81540979453115	1	6	3.1985769728331177	1.0434064418093532	0	142	33.42690815006468	36.429923336699076	12868	25.003961
ScalObject-msq.3.log	atomic-queue	Enumerate	false	false	true	false	70	35	0	35	17.5	10.184885078289838	1	1	1.0	0.0	0	19	12.3	5.774381201554808	13220	25.664921
ScalObject-msq.3.log	atomic-queue	Bound(4)	false	false	true	false	44	22	0	22	11.0	6.4375352787473155	1	1	1.0	0.0	0	17	8.954545454545455	4.729691201162181	12964	29.960276
ScalObject-msq.3.log	atomic-queue	Bound(4)	true	false	true	false	972	486	0	12	4.631687242798354	2.6130749497516046	1	1	1.0	0.0	0	12	4.631687242798354	2.6130749497516046	12632	25.007262
ScalObject-msq.3.log	atomic-queue	Symbolic	false	false	true	false	68	34	0	34	17.0	9.896479096500062	1	1	1.0	0.0	0	19	12.117647058823529	5.75761510475204	16536	25.079311
ScalObject-msq.3.log	atomic-queue	Symbolic	true	false	true	false	1031	514	0	29	5.192046556741028	3.8759871629238862	1	4	1.0921435499515033	0.4320265664640157	0	20	4.9815712900097	3.1044362017268736	15616	28.432306
ScalObject-msq.3.log	atomic-queue	Saturate	false	false	true	false	590	294	0	295	147.5	85.23240474336133	1	1	1.0	0.0	0	159	79.80508474576271	45.04856056985123	12572	25.011732
ScalObject-msq.3.log	atomic-queue	Saturate	true	false	true	false	1897	947	0	170	42.7095413811281	48.41740627753604	1	6	1.8624143384290985	1.18559616257923	0	98	27.547706905640485	28.235764612110366	12164	25.012716
ScalObject-msq.4.log	atomic-queue	Enumerate	false	false	true	false	70	35	0	35	17.5	10.184885078289838	1	1	1.0	0.0	0	23	12.471428571428572	6.464443279595998	12788	26.357982
ScalObject-msq.4.log	atomic-queue	Bound(4)	false	false	true	false	44	22	0	22	11.0	6.4375352787473155	1	1	1.0	0.0	0	16	8.636363636363637	4.974777821804845	13388	25.017172
ScalObject-msq.4.log	atomic-queue	Bound(4)	true	false	true	false	162	81	0	19	8.030864197530864	4.904583785161258	1	1	1.0	0.0	0	19	8.030864197530864	4.904583785161258	13252	26.828454
ScalObject-msq.4.log	atomic-queue	Symbolic	false	false	true	false	68	34	0	34	17.0	9.896479096500062	1	1	1.0	0.0	0	22	12.176470588235293	6.319694817094541	16540	25.354588
ScalObject-msq.4.log	atomic-queue	Symbolic	true	false	true	false	1474	736	0	19	6.822930800542741	4.09251340209513	1	3	1.0061058344640434	0.10725561111964609	0	19	6.82157394843962	4.089799370672776	15916	25.09522
ScalObject-msq.4.log	atomic-queue	Saturate	false	false	true	false	596	297	0	298	149.0	86.09841935323813	1	1	1.0	0.0	0	155	79.99328859060402	42.77048328690671	12268	25.01228
ScalObject-msq.4.log	atomic-queue	Saturate	true	false	true	false	3018	1507	0	203	36.511928429423456	44.674145479286544	1	6	2.212392312789927	1.4245883433918078	0	110	24.389662027833	24.57158110021467	12608	25.007071
ScalObject-msq.5.log	atomic-queue	Enumerate	false	false	true	false	39	18	0	21	10.974358974358974	5.869130570810295	1	5	3.4871794871794872	1.0971684818034495	0	17	8.58974358974359	4.505656963125989	12768	25.012418
ScalObject-msq.5.log	atomic-queue	Bound(4)	false	false	true	false	46	22	0	24	12.695652173913043	6.788452827223565	1	5	3.4130434782608696	1.0661683618666478	0	18	9.804347826086957	5.062364687760459	13220	32.688237
ScalObject-msq.5.log	atomic-queue	Bound(4)	true	false	true	false	118	58	0	21	10.508474576271187	4.382844883990979	1	5	3.7203389830508473	0.9234420302615948	0	15	8.669491525423728	3.2582704361317676	13568	25.13367
ScalObject-msq.5.log	atomic-queue	Symbolic	false	false	true	false	49	23	0	26	13.448979591836734	7.219941206160073	1	5	3.4285714285714284	1.0408329997330663	0	20	10.36734693877551	5.387848509806661	15616	25.024723
ScalObject-msq.5.log	atomic-queue	Symbolic	true	false	true	false	154	76	0	22	11.571428571428571	4.547292727377399	1	5	3.655844155844156	0.8810263632139735	0	16	9.474025974025974	3.29626061050895	15904	25.199785
ScalObject-msq.5.log	atomic-queue	Saturate	false	false	true	false	549	273	0	275	138.5009107468124	79.265368418723	1	6	3.5027322404371586	1.0065895132808493	0	159	82.79781420765028	44.806122442722945	12360	25.004462
ScalObject-msq.5.log	atomic-queue	Saturate	true	false	true	false	1492	744	0	260	59.065013404825734	69.45450331440279	1	6	3.898793565683646	1.080191076701364	0	137	35.92828418230563	36.09445584474211	12184	25.009985
ScalObject-msq.6.log	atomic-queue	Enumerate	false	false	true	false	17	6	0	11	5.470588235294118	3.2038579685049933	1	6	3.588235294117647	1.3719886811400708	0	9	4.411764705882353	2.42535625036333	12772	25.01833
ScalObject-msq.6.log	atomic-queue	Bound(4)	false	false	true	false	39	19	0	20	11.256410256410257	5.856700834886969	1	6	4.0256410256410255	1.6620719391482977	0	14	8.333333333333334	4.067414368996944	12500	26.904248
ScalObject-msq.6.log	atomic-queue	Bound(4)	true	false	true	false	78	37	0	23	11.653846153846153	5.4220016505071165	1	6	4.205128205128205	1.4447304548759559	0	17	9.576923076923077	4.394563438179932	13260	26.252844
ScalObject-msq.6.log	atomic-queue	Symbolic	false	false	true	false	52	24	0	28	14.384615384615385	7.556723655010156	1	6	3.8076923076923075	1.6334549159045098	0	21	10.51923076923077	5.308115815836048	16048	27.071188
ScalObject-msq.6.log	atomic-queue	Symbolic	true	false	true	false	84	40	0	26	12.571428571428571	6.198106423400644	1	6	4.261904761904762	1.40668839185666	0	18	10.142857142857142	4.706168362271451	15912	28.267211
ScalObject-msq.6.log	atomic-queue	Saturate	false	false	true	false	585	290	0	294	147.65982905982906	84.37137923213282	1	6	3.8222222222222224	1.0897334655204376	0	166	82.27521367521368	44.80808946118387	12964	25.010736
ScalObject-msq.6.log	atomic-queue	Saturate	true	false	true	false	1702	849	0	119	40.609870740305524	26.237406532860348	1	6	3.59165687426557	1.0916823921789949	0	100	34.82079905992949	24.77219363978081	12536	25.013335
ScalObject-msq.7.log	atomic-queue	Enumerate	false	false	true	false	18	8	0	10	5.722222222222222	3.12119048847703	1	5	3.5	1.0981267472114393	0	8	5.055555555555555	2.4608038433722332	12792	25.004259
ScalObject-msq.7.log	atomic-queue	Bound(4)	false	false	true	false	46	22	0	24	12.456521739130435	6.632266318668088	1	5	2.9347826086956523	0.9043640838375138	0	16	8.608695652173912	3.7266503331160554	12856	33.171542
ScalObject-msq.7.log	atomic-queue	Bound(4)	true	false	true	false	86	42	0	22	9.627906976744185	4.954015629954461	1	5	3.0348837209302326	0.7103880367733525	0	14	6.232558139534884	2.6242059576841017	13016	26.705043
ScalObject-msq.7.log	atomic-queue	Symbolic	false	false	true	false	53	25	0	28	14.226415094339623	7.697755690494276	1	5	2.981132075471698	0.8658158899544016	0	20	9.830188679245284	4.713874158173949	15920	26.022242
ScalObject-msq.7.log	atomic-queue	Symbolic	true	false	true	false	207	101	0	23	9.932367149758454	4.619005241168789	1	6	3.4347826086956523	1.0260433127778155	0	17	7.3478260869565215	3.1676125904228694	15920	26.461589
ScalObject-msq.7.log	atomic-queue	Saturate	false	false	true	false	595	295	0	299	150.22857142857143	86.08717406908849	1	6	3.9596638655462186	1.1684920300101156	0	173	88.61344537815125	48.82806867261839	12748	25.004001
ScalObject-msq.7.log	atomic-queue	Saturate	true	false	true	false	5995	2995	0	193	27.180150125104255	28.357751469028376	1	6	3.5666388657214347	1.084680210945762	0	102	19.668723936613844	15.460348314090869	11872	25.008211
ScalObject-msq.8.log	atomic-queue	Enumerate	false	false	true	false	17	7	0	10	5.352941176470588	3.040172208744684	1	4	3.2941176470588234	0.9851843661437781	0	8	5.0	2.622022120425379	12872	25.012517
ScalObject-msq.8.log	atomic-queue	Bound(4)	false	false	true	false	42	20	0	22	11.69047619047619	6.334143233257302	1	5	3.4047619047619047	0.9642265650547379	0	14	8.238095238095237	3.580499514201375	13344	25.25922
ScalObject-msq.8.log	atomic-queue	Bound(4)	true	false	true	false	199	98	0	18	9.597989949748744	3.2782102748236093	1	6	3.557788944723618	1.1305791559895193	0	18	8.417085427135678	3.0254659124860166	13012	25.429436
ScalObject-msq.8.log	atomic-queue	Symbolic	false	false	true	false	52	24	0	28	14.192307692307692	7.740999736666894	1	5	3.423076923076923	1.054331008896048	0	18	9.634615384615385	4.3970972874218734	15840	26.592806
ScalObject-msq.8.log	atomic-queue	Symbolic	true	false	true	false	217	107	0	23	10.433179723502304	4.215975517572671	1	6	3.5483870967741935	1.0923596941091405	0	21	9.244239631336406	4.010435057411899	15776	26.364862
ScalObject-msq.8.log	atomic-queue	Saturate	false	false	true	false	489	242	0	246	123.52965235173824	70.7078644158324	1	6	3.5623721881390593	1.1165187115867243	0	139	71.0961145194274	40.10274924699288	12428	25.011993
ScalObject-msq.8.log	atomic-queue	Saturate	true	false	true	false	3655	1825	0	184	31.35376196990424	30.78383763420391	1	6	3.5786593707250343	1.0461616227517325	0	105	24.36032831737346	17.288343529815993	12112	25.006627
ScalObject-msq.9.log	atomic-queue	Enumerate	false	false	true	false	24	11	0	13	7.041666666666667	3.723943289469968	1	4	3.125	0.6796738348201514	0	12	6.208333333333333	3.4763695038842224	12968	25.007501
ScalObject-msq.9.log	atomic-queue	Bound(4)	false	false	true	false	43	21	0	22	11.790697674418604	6.3228916664348	1	4	3.0930232558139537	0.6478518896127894	0	15	9.534883720930232	4.605115360787095	13404	26.488133
ScalObject-msq.9.log	atomic-queue	Bound(4)	true	false	true	false	142	70	0	16	10.401408450704226	3.189210220726255	1	5	3.26056338028169	1.0083310940585097	0	15	9.190140845070422	2.868100660447903	13156	25.253392
ScalObject-msq.9.log	atomic-queue	Symbolic	false	false	true	false	53	26	0	27	14.20754716981132	7.641884812224608	1	4	2.9245283018867925	0.7029896761407826	0	19	10.981132075471699	5.157110722240835	16284	28.750932
ScalObject-msq.9.log	atomic-queue	Symbolic	true	false	true	false	250	124	0	16	11.044	3.0063627305216967	1	5	3.404	1.0378306073140802	0	15	9.788	2.7578030951550137	15448	25.135101
ScalObject-msq.9.log	atomic-queue	Saturate	false	false	true	false	548	272	0	275	138.242700729927	79.22857868037794	1	5	3.4872262773722627	0.860371273055048	0	146	76.25912408759125	40.65144128981	12152	25.010083
ScalObject-msq.9.log	atomic-queue	Saturate	true	false	true	false	2752	1374	0	218	33.96765988372093	42.72821686900442	1	6	3.542514534883721	0.9978212906292004	0	122	24.374273255813954	24.28439653643222	11840	25.010617
ScalObject-msq.0.log	atomic-queue	Enumerate	false	false	true	false	38	17	0	21	10.921052631578947	5.851225692559052	1	5	3.8947368421052633	0.7274343542114684	0	16	9.552631578947368	4.554162743362371	12928	50.013562
ScalObject-msq.0.log	atomic-queue	Bound(4)	false	false	true	false	52	24	0	28	14.384615384615385	7.736224559654778	1	5	3.8076923076923075	1.010502913782636	0	22	11.846153846153847	5.570878817511352	13448	56.691447
ScalObject-msq.0.log	atomic-queue	Bound(4)	true	false	true	false	151	74	0	21	11.3841059602649	4.199779243646533	1	5	3.4834437086092715	0.9007722955757589	0	16	9.370860927152318	3.3098154914128473	13072	52.880204
ScalObject-msq.0.log	atomic-queue	Symbolic	false	false	true	false	59	28	0	31	16.203389830508474	8.817654041392636	1	5	3.9322033898305087	1.0147941319958143	0	23	13.067796610169491	6.214178467575972	16216	52.286977
ScalObject-msq.0.log	atomic-queue	Symbolic	true	false	true	false	253	125	0	23	12.015810276679842	4.3029782777862495	1	5	3.2648221343873516	0.9199226093140498	0	17	9.608695652173912	3.115667569404118	15448	50.203327
ScalObject-msq.0.log	atomic-queue	Saturate	false	false	true	false	753	374	0	378	189.28021248339974	108.6803572259647	1	5	3.0624169986719787	0.9397164586668594	0	210	107.13413014608234	59.84836171586878	12376	50.011228
ScalObject-msq.0.log	atomic-queue	Saturate	true	false	true	false	6719	3357	0	160	31.235302872451257	21.939010518216456	1	5	3.031105819318351	0.9549621961287009	0	96	26.298109837773477	15.711345132799696	11776	50.003999
ScalObject-msq.1.log	atomic-queue	Enumerate	false	false	true	false	29	13	0	16	8.448275862068966	4.64132221690999	1	5	3.4482758620689653	1.3518824678560457	0	13	7.206896551724138	3.5494396976829576	13132	50.012949
ScalObject-msq.1.log	atomic-queue	Bound(4)	false	false	true	false	47	21	0	26	13.170212765957446	7.331644186366773	1	6	3.893617021276596	1.492503623958771	0	20	10.361702127659575	5.147500583503541	13788	78.13146
ScalObject-msq.1.log	atomic-queue	Bound(4)	true	false	true	false	293	145	0	21	9.887372013651877	3.806664701839096	1	6	3.6587030716723548	1.1008563092367785	0	19	8.593856655290102	3.4693713367889343	13532	50.305302
ScalObject-msq.1.log	atomic-queue	Symbolic	false	false	true	false	58	27	0	31	15.96551724137931	8.817776139342454	1	6	3.9655172413793105	1.4383899044561523	0	23	12.327586206896552	6.193907394224381	16160	51.596147
ScalObject-msq.1.log	atomic-queue	Symbolic	true	false	true	false	342	170	0	25	11.11111111111111	4.714667254946155	1	6	3.646198830409357	1.06420024695972	0	21	9.769005847953217	4.351408395047926	16332	50.269959
ScalObject-msq.1.log	atomic-queue	Saturate	false	false	true	false	619	308	0	310	156.05169628432955	89.39493069435959	1	6	3.604200323101777	1.0474418515113992	0	172	89.84168012924071	49.97271884626458	12408	50.005332
ScalObject-msq.1.log	atomic-queue	Saturate	true	false	true	false	2690	1343	0	173	43.69925650557621	29.10278331142791	1	6	3.5230483271375466	0.9278691952424688	0	110	39.174721189591075	20.485987201996064	12408	50.011791
ScalObject-msq.2.log	atomic-queue	Enumerate	false	false	true	false	31	14	0	17	8.903225806451612	5.081698132905821	1	6	3.3548387096774195	1.7038855027411945	0	13	6.935483870967742	3.6781832822827787	13440	50.020971
ScalObject-msq.2.log	atomic-queue	Bound(4)	false	false	true	false	50	24	0	26	13.58	7.508063692335281	1	6	3.18	1.586807859721355	0	20	10.52	5.646888252726054	12560	59.401729
