object, timeout, enumerate -c, counting -b 4, counting -b 4 -r, counting -b 2, counting -b 2 -r, counting -b 0, counting -b 0 -r, symbolic, symbolic -r, saturate, saturate -r
ScalObject-msq, 20, 22.5, 39.3, 243.9, 37.0, 242.2, 41.0, 215.4, 58.0, 342.0, 486.1, 2483.4
