# data/reports/report-Feb-26-2015-00h13.txt
Generating reports for data/histories/generated/small/**/*.log
-------------------------------------------------------------------------------
             data/histories/generated/small/**/*.log (timeout 10s)             
-------------------------------------------------------------------------------
history                 | algorithm | r | ste | che | widt | weig | time    | v
ScalObject-dq.20.log    | Bound(0)  | - | 20  | 10  | 1.1  | 4.3  | 1.1182  | -
ScalObject-dq.20.log    | Bound(0)  | √ | 20  | 10  | 1.1  | 3.6  | 0.4278  | -
ScalObject-dq.20.log    | Symbolic  | - | 20  | 10  | 1.1  | 4.3  | 0.1766  | √
ScalObject-dq.20.log    | Symbolic  | √ | 20  | 10  | 1.1  | 3.6  | 0.0821  | √
ScalObject-dq.20.log    | Saturate  | - | 20  | 10  | 1.1  | 4.3  | 0.006   | √
ScalObject-dq.20.log    | Saturate  | √ | 20  | 10  | 1.1  | 3.6  | 0.0056  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.21.log    | Enumerate | - | 16  | 8   | 1.0  | 3.6  | 0.2054  | √
ScalObject-dq.21.log    | Bound(4)  | - | 16  | 8   | 1.0  | 3.6  | 0.2561  | √
ScalObject-dq.21.log    | Bound(4)  | √ | 16  | 8   | 1.0  | 1.0  | 0.1357  | √
ScalObject-dq.21.log    | Bound(2)  | - | 16  | 8   | 1.0  | 3.6  | 0.306   | √
ScalObject-dq.21.log    | Bound(2)  | √ | 16  | 8   | 1.0  | 1.0  | 0.13    | √
ScalObject-dq.21.log    | Bound(0)  | - | 20  | 10  | 1.0  | 4.2  | 1.1055  | -
ScalObject-dq.21.log    | Bound(0)  | √ | 20  | 10  | 1.0  | 1.0  | 0.1803  | -
ScalObject-dq.21.log    | Symbolic  | - | 16  | 8   | 1.0  | 3.6  | 0.0834  | √
ScalObject-dq.21.log    | Symbolic  | √ | 16  | 8   | 1.0  | 1.0  | 0.0251  | √
ScalObject-dq.21.log    | Saturate  | - | 16  | 8   | 1.0  | 3.6  | 0.0039  | √
ScalObject-dq.21.log    | Saturate  | √ | 16  | 8   | 1.0  | 1.0  | 0.0039  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.22.log    | Enumerate | - | 20  | 10  | 1.3  | 4.3  | 0.318   | -
ScalObject-dq.22.log    | Bound(4)  | - | 20  | 10  | 1.3  | 4.3  | 0.5587  | -
ScalObject-dq.22.log    | Bound(4)  | √ | 20  | 10  | 1.3  | 3.8  | 0.373   | -
ScalObject-dq.22.log    | Bound(2)  | - | 20  | 10  | 1.3  | 4.3  | 0.7451  | -
ScalObject-dq.22.log    | Bound(2)  | √ | 20  | 10  | 1.3  | 3.8  | 0.4445  | -
ScalObject-dq.22.log    | Bound(0)  | - | 20  | 10  | 1.3  | 4.3  | 0.9615  | -
ScalObject-dq.22.log    | Bound(0)  | √ | 20  | 10  | 1.3  | 3.8  | 0.5166  | -
ScalObject-dq.22.log    | Symbolic  | - | 20  | 10  | 1.3  | 4.3  | 0.2691  | -
ScalObject-dq.22.log    | Symbolic  | √ | 20  | 10  | 1.3  | 3.8  | 0.1451  | -
ScalObject-dq.22.log    | Saturate  | - | 20  | 10  | 1.3  | 4.3  | 0.0065  | -
ScalObject-dq.22.log    | Saturate  | √ | 20  | 10  | 1.3  | 3.8  | 0.007   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.23.log    | Enumerate | - | 20  | 10  | 1.3  | 4.9  | 0.6745  | -
ScalObject-dq.23.log    | Bound(4)  | - | 20  | 10  | 1.3  | 4.9  | 0.763   | -
ScalObject-dq.23.log    | Bound(4)  | √ | 20  | 10  | 1.3  | 1.9  | 0.2596  | -
ScalObject-dq.23.log    | Bound(2)  | - | 20  | 10  | 1.3  | 4.9  | 1.0174  | -
ScalObject-dq.23.log    | Bound(2)  | √ | 20  | 10  | 1.3  | 1.9  | 0.2904  | -
ScalObject-dq.23.log    | Bound(0)  | - | 20  | 10  | 1.3  | 4.9  | 1.4383  | -
ScalObject-dq.23.log    | Bound(0)  | √ | 20  | 10  | 1.3  | 1.9  | 0.3043  | -
ScalObject-dq.23.log    | Symbolic  | - | 20  | 10  | 1.3  | 4.9  | 0.3735  | -
ScalObject-dq.23.log    | Symbolic  | √ | 20  | 10  | 1.3  | 1.9  | 0.1188  | -
ScalObject-dq.23.log    | Saturate  | - | 20  | 10  | 1.3  | 4.9  | 0.0045  | -
ScalObject-dq.23.log    | Saturate  | √ | 20  | 10  | 1.3  | 1.9  | 0.0051  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.24.log    | Enumerate | - | 20  | 10  | 1.3  | 3.8  | 0.5761  | -
ScalObject-dq.24.log    | Bound(4)  | - | 20  | 10  | 1.3  | 3.8  | 0.6407  | -
ScalObject-dq.24.log    | Bound(4)  | √ | 20  | 10  | 1.3  | 1.3  | 0.1966  | -
ScalObject-dq.24.log    | Bound(2)  | - | 20  | 10  | 1.3  | 3.8  | 0.9584  | -
ScalObject-dq.24.log    | Bound(2)  | √ | 20  | 10  | 1.3  | 1.3  | 0.2     | -
ScalObject-dq.24.log    | Bound(0)  | - | 20  | 10  | 1.3  | 3.8  | 1.4064  | -
ScalObject-dq.24.log    | Bound(0)  | √ | 20  | 10  | 1.3  | 1.3  | 0.2015  | -
ScalObject-dq.24.log    | Symbolic  | - | 20  | 10  | 1.3  | 3.8  | 0.3544  | -
ScalObject-dq.24.log    | Symbolic  | √ | 20  | 10  | 1.3  | 1.3  | 0.0649  | -
ScalObject-dq.24.log    | Saturate  | - | 20  | 10  | 1.3  | 3.8  | 0.0046  | -
ScalObject-dq.24.log    | Saturate  | √ | 20  | 10  | 1.3  | 1.3  | 0.0043  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.25.log    | Enumerate | - | 20  | 10  | 1.1  | 4.0  | 0.5166  | -
ScalObject-dq.25.log    | Bound(4)  | - | 20  | 10  | 1.1  | 4.0  | 0.6021  | -
ScalObject-dq.25.log    | Bound(4)  | √ | 20  | 10  | 1.1  | 0.7  | 0.1678  | -
ScalObject-dq.25.log    | Bound(2)  | - | 20  | 10  | 1.1  | 4.0  | 0.7668  | -
ScalObject-dq.25.log    | Bound(2)  | √ | 20  | 10  | 1.1  | 0.7  | 0.1578  | -
ScalObject-dq.25.log    | Bound(0)  | - | 20  | 10  | 1.1  | 4.0  | 1.1625  | -
ScalObject-dq.25.log    | Bound(0)  | √ | 20  | 10  | 1.1  | 0.7  | 0.1502  | -
ScalObject-dq.25.log    | Symbolic  | - | 20  | 10  | 1.1  | 4.0  | 0.2854  | -
ScalObject-dq.25.log    | Symbolic  | √ | 20  | 10  | 1.1  | 0.7  | 0.0274  | -
ScalObject-dq.25.log    | Saturate  | - | 20  | 10  | 1.1  | 4.0  | 0.0035  | -
ScalObject-dq.25.log    | Saturate  | √ | 20  | 10  | 1.1  | 0.7  | 0.0038  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.26.log    | Enumerate | - | 20  | 10  | 1.4  | 5.0  | 0.4433  | √
ScalObject-dq.26.log    | Bound(4)  | - | 20  | 10  | 1.4  | 5.0  | 0.6064  | -
ScalObject-dq.26.log    | Bound(4)  | √ | 20  | 10  | 1.4  | 3.9  | 0.3648  | -
ScalObject-dq.26.log    | Bound(2)  | - | 20  | 10  | 1.4  | 5.0  | 0.7874  | -
ScalObject-dq.26.log    | Bound(2)  | √ | 20  | 10  | 1.4  | 3.9  | 0.3963  | -
ScalObject-dq.26.log    | Bound(0)  | - | 20  | 10  | 1.4  | 5.0  | 1.0076  | -
ScalObject-dq.26.log    | Bound(0)  | √ | 20  | 10  | 1.4  | 3.9  | 0.4653  | -
ScalObject-dq.26.log    | Symbolic  | - | 20  | 10  | 1.4  | 5.0  | 0.2171  | √
ScalObject-dq.26.log    | Symbolic  | √ | 20  | 10  | 1.4  | 3.9  | 0.1138  | √
ScalObject-dq.26.log    | Saturate  | - | 20  | 10  | 1.4  | 5.0  | 0.0069  | √
ScalObject-dq.26.log    | Saturate  | √ | 20  | 10  | 1.4  | 3.9  | 0.007   | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.27.log    | Enumerate | - | 17  | 8   | 1.4  | 3.8  | 0.3295  | √
ScalObject-dq.27.log    | Bound(4)  | - | 19  | 9   | 1.4  | 4.2  | 0.3437  | √
ScalObject-dq.27.log    | Bound(4)  | √ | 19  | 9   | 1.4  | 3.5  | 0.2271  | √
ScalObject-dq.27.log    | Bound(2)  | - | 20  | 10  | 1.4  | 4.3  | 0.8396  | -
ScalObject-dq.27.log    | Bound(2)  | √ | 20  | 10  | 1.4  | 3.6  | 0.4276  | -
ScalObject-dq.27.log    | Bound(0)  | - | 20  | 10  | 1.4  | 4.3  | 1.3624  | -
ScalObject-dq.27.log    | Bound(0)  | √ | 20  | 10  | 1.4  | 3.6  | 0.545   | -
ScalObject-dq.27.log    | Symbolic  | - | 17  | 8   | 1.4  | 3.8  | 0.0847  | √
ScalObject-dq.27.log    | Symbolic  | √ | 17  | 8   | 1.4  | 3.1  | 0.0542  | √
ScalObject-dq.27.log    | Saturate  | - | 17  | 8   | 1.4  | 3.8  | 0.0059  | √
ScalObject-dq.27.log    | Saturate  | √ | 17  | 8   | 1.4  | 3.1  | 0.005   | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.28.log    | Enumerate | - | 20  | 10  | 1.3  | 3.6  | 0.5679  | -
ScalObject-dq.28.log    | Bound(4)  | - | 20  | 10  | 1.3  | 3.6  | 0.6099  | -
ScalObject-dq.28.log    | Bound(4)  | √ | 20  | 10  | 1.3  | 2.0  | 0.2398  | -
ScalObject-dq.28.log    | Bound(2)  | - | 20  | 10  | 1.3  | 3.6  | 0.8     | -
ScalObject-dq.28.log    | Bound(2)  | √ | 20  | 10  | 1.3  | 2.0  | 0.2471  | -
ScalObject-dq.28.log    | Bound(0)  | - | 20  | 10  | 1.3  | 3.6  | 1.2783  | -
ScalObject-dq.28.log    | Bound(0)  | √ | 20  | 10  | 1.3  | 2.0  | 0.3094  | -
ScalObject-dq.28.log    | Symbolic  | - | 20  | 10  | 1.3  | 3.6  | 0.4336  | -
ScalObject-dq.28.log    | Symbolic  | √ | 20  | 10  | 1.3  | 2.0  | 0.076   | -
ScalObject-dq.28.log    | Saturate  | - | 20  | 10  | 1.3  | 3.6  | 0.005   | -
ScalObject-dq.28.log    | Saturate  | √ | 20  | 10  | 1.3  | 2.0  | 0.0057  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.29.log    | Enumerate | - | 12  | 6   | 1.2  | 2.8  | 0.1407  | √
ScalObject-dq.29.log    | Bound(4)  | - | 12  | 6   | 1.2  | 2.8  | 0.1285  | √
ScalObject-dq.29.log    | Bound(4)  | √ | 12  | 6   | 1.2  | 2.7  | 0.136   | √
ScalObject-dq.29.log    | Bound(2)  | - | 20  | 10  | 1.1  | 3.6  | 0.6948  | -
ScalObject-dq.29.log    | Bound(2)  | √ | 20  | 10  | 1.1  | 2.1  | 0.2218  | -
ScalObject-dq.29.log    | Bound(0)  | - | 20  | 10  | 1.1  | 3.6  | 0.9371  | -
ScalObject-dq.29.log    | Bound(0)  | √ | 20  | 10  | 1.1  | 2.1  | 0.2559  | -
ScalObject-dq.29.log    | Symbolic  | - | 12  | 6   | 1.2  | 2.8  | 0.0449  | √
ScalObject-dq.29.log    | Symbolic  | √ | 12  | 6   | 1.2  | 2.7  | 0.0465  | √
ScalObject-dq.29.log    | Saturate  | - | 12  | 6   | 1.2  | 2.8  | 0.0042  | √
ScalObject-dq.29.log    | Saturate  | √ | 12  | 6   | 1.2  | 2.7  | 0.0044  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.30.log    | Enumerate | - | 13  | 6   | 1.3  | 3.0  | 0.1885  | √
ScalObject-dq.30.log    | Bound(4)  | - | 13  | 6   | 1.3  | 3.0  | 0.1254  | √
ScalObject-dq.30.log    | Bound(4)  | √ | 13  | 6   | 1.3  | 2.6  | 0.1189  | √
ScalObject-dq.30.log    | Bound(2)  | - | 20  | 10  | 1.5  | 4.1  | 0.9265  | -
ScalObject-dq.30.log    | Bound(2)  | √ | 20  | 10  | 1.5  | 3.5  | 0.4939  | -
ScalObject-dq.30.log    | Bound(0)  | - | 20  | 10  | 1.5  | 4.1  | 0.9698  | -
ScalObject-dq.30.log    | Bound(0)  | √ | 20  | 10  | 1.5  | 3.5  | 0.5076  | -
ScalObject-dq.30.log    | Symbolic  | - | 13  | 6   | 1.3  | 3.0  | 0.0479  | √
ScalObject-dq.30.log    | Symbolic  | √ | 13  | 6   | 1.3  | 2.6  | 0.0321  | √
ScalObject-dq.30.log    | Saturate  | - | 13  | 6   | 1.3  | 3.0  | 0.0044  | √
ScalObject-dq.30.log    | Saturate  | √ | 13  | 6   | 1.3  | 2.6  | 0.0046  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.31.log    | Enumerate | - | 14  | 7   | 1.0  | 2.5  | 0.1677  | √
ScalObject-dq.31.log    | Bound(4)  | - | 14  | 7   | 1.0  | 2.5  | 0.1709  | √
ScalObject-dq.31.log    | Bound(4)  | √ | 14  | 7   | 1.0  | 1.5  | 0.1126  | √
ScalObject-dq.31.log    | Bound(2)  | - | 14  | 7   | 1.0  | 2.5  | 0.1934  | √
ScalObject-dq.31.log    | Bound(2)  | √ | 14  | 7   | 1.0  | 1.5  | 0.1209  | √
ScalObject-dq.31.log    | Bound(0)  | - | 20  | 10  | 1.0  | 3.3  | 0.9903  | -
ScalObject-dq.31.log    | Bound(0)  | √ | 20  | 10  | 1.0  | 1.6  | 0.2052  | -
ScalObject-dq.31.log    | Symbolic  | - | 14  | 7   | 1.0  | 2.5  | 0.0646  | √
ScalObject-dq.31.log    | Symbolic  | √ | 14  | 7   | 1.0  | 1.5  | 0.0237  | √
ScalObject-dq.31.log    | Saturate  | - | 14  | 7   | 1.0  | 2.5  | 0.0039  | √
ScalObject-dq.31.log    | Saturate  | √ | 14  | 7   | 1.0  | 1.5  | 0.0038  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.32.log    | Enumerate | - | 16  | 8   | 1.0  | 2.8  | 0.2168  | √
ScalObject-dq.32.log    | Bound(4)  | - | 16  | 8   | 1.0  | 2.8  | 0.2217  | √
ScalObject-dq.32.log    | Bound(4)  | √ | 16  | 8   | 1.0  | 1.1  | 0.1344  | √
ScalObject-dq.32.log    | Bound(2)  | - | 16  | 8   | 1.0  | 2.8  | 0.2954  | √
ScalObject-dq.32.log    | Bound(2)  | √ | 16  | 8   | 1.0  | 1.1  | 0.1344  | √
ScalObject-dq.32.log    | Bound(0)  | - | 20  | 10  | 1.0  | 3.3  | 1.1158  | -
ScalObject-dq.32.log    | Bound(0)  | √ | 20  | 10  | 1.0  | 1.1  | 0.1794  | -
ScalObject-dq.32.log    | Symbolic  | - | 16  | 8   | 1.0  | 2.8  | 0.0938  | √
ScalObject-dq.32.log    | Symbolic  | √ | 16  | 8   | 1.0  | 1.1  | 0.0222  | √
ScalObject-dq.32.log    | Saturate  | - | 16  | 8   | 1.0  | 2.8  | 0.0038  | √
ScalObject-dq.32.log    | Saturate  | √ | 16  | 8   | 1.0  | 1.1  | 0.004   | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.33.log    | Enumerate | - | 20  | 10  | 1.0  | 3.9  | 0.346   | -
ScalObject-dq.33.log    | Bound(4)  | - | 20  | 10  | 1.0  | 3.9  | 0.5412  | -
ScalObject-dq.33.log    | Bound(4)  | √ | 20  | 10  | 1.0  | 1.3  | 0.1753  | -
ScalObject-dq.33.log    | Bound(2)  | - | 20  | 10  | 1.0  | 3.9  | 0.8294  | -
ScalObject-dq.33.log    | Bound(2)  | √ | 20  | 10  | 1.0  | 1.3  | 0.1784  | -
ScalObject-dq.33.log    | Bound(0)  | - | 20  | 10  | 1.0  | 3.9  | 0.9611  | -
ScalObject-dq.33.log    | Bound(0)  | √ | 20  | 10  | 1.0  | 1.3  | 0.1831  | -
ScalObject-dq.33.log    | Symbolic  | - | 20  | 10  | 1.0  | 3.9  | 0.1929  | -
ScalObject-dq.33.log    | Symbolic  | √ | 20  | 10  | 1.0  | 1.3  | 0.0348  | -
ScalObject-dq.33.log    | Saturate  | - | 20  | 10  | 1.0  | 3.9  | 0.0042  | -
ScalObject-dq.33.log    | Saturate  | √ | 20  | 10  | 1.0  | 1.3  | 0.0044  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.34.log    | Enumerate | - | 20  | 10  | 1.2  | 4.2  | 0.3378  | -
ScalObject-dq.34.log    | Bound(4)  | - | 20  | 10  | 1.2  | 4.2  | 0.6507  | -
ScalObject-dq.34.log    | Bound(4)  | √ | 20  | 10  | 1.2  | 2.4  | 0.2392  | -
ScalObject-dq.34.log    | Bound(2)  | - | 20  | 10  | 1.2  | 4.2  | 0.8274  | -
ScalObject-dq.34.log    | Bound(2)  | √ | 20  | 10  | 1.2  | 2.4  | 0.2906  | -
ScalObject-dq.34.log    | Bound(0)  | - | 20  | 10  | 1.2  | 4.2  | 1.2426  | -
ScalObject-dq.34.log    | Bound(0)  | √ | 20  | 10  | 1.2  | 2.4  | 0.2834  | -
ScalObject-dq.34.log    | Symbolic  | - | 20  | 10  | 1.2  | 4.2  | 0.3106  | -
ScalObject-dq.34.log    | Symbolic  | √ | 20  | 10  | 1.2  | 2.4  | 0.0964  | -
ScalObject-dq.34.log    | Saturate  | - | 20  | 10  | 1.2  | 4.2  | 0.0049  | -
ScalObject-dq.34.log    | Saturate  | √ | 20  | 10  | 1.2  | 2.4  | 0.005   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.35.log    | Enumerate | - | 16  | 8   | 1.5  | 3.8  | 0.3695  | √
ScalObject-dq.35.log    | Bound(4)  | - | 16  | 8   | 1.5  | 3.8  | 0.3251  | √
ScalObject-dq.35.log    | Bound(4)  | √ | 16  | 8   | 1.5  | 2.8  | 0.1884  | √
ScalObject-dq.35.log    | Bound(2)  | - | 20  | 10  | 1.4  | 4.4  | 0.8035  | -
ScalObject-dq.35.log    | Bound(2)  | √ | 20  | 10  | 1.4  | 2.8  | 0.3089  | -
ScalObject-dq.35.log    | Bound(0)  | - | 20  | 10  | 1.4  | 4.4  | 1.2407  | -
ScalObject-dq.35.log    | Bound(0)  | √ | 20  | 10  | 1.4  | 2.8  | 0.3069  | -
ScalObject-dq.35.log    | Symbolic  | - | 16  | 8   | 1.5  | 3.8  | 0.1425  | √
ScalObject-dq.35.log    | Symbolic  | √ | 16  | 8   | 1.5  | 2.8  | 0.0734  | √
ScalObject-dq.35.log    | Saturate  | - | 16  | 8   | 1.5  | 3.8  | 0.0052  | √
ScalObject-dq.35.log    | Saturate  | √ | 16  | 8   | 1.5  | 2.8  | 0.0051  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.36.log    | Enumerate | - | 17  | 8   | 1.1  | 3.9  | 0.2708  | √
ScalObject-dq.36.log    | Bound(4)  | - | 17  | 8   | 1.1  | 3.9  | 0.2674  | √
ScalObject-dq.36.log    | Bound(4)  | √ | 17  | 8   | 1.1  | 1.2  | 0.1272  | √
ScalObject-dq.36.log    | Bound(2)  | - | 17  | 8   | 1.1  | 3.9  | 0.3137  | √
ScalObject-dq.36.log    | Bound(2)  | √ | 17  | 8   | 1.1  | 1.2  | 0.1317  | √
ScalObject-dq.36.log    | Bound(0)  | - | 20  | 10  | 1.2  | 4.4  | 1.3051  | -
ScalObject-dq.36.log    | Bound(0)  | √ | 20  | 10  | 1.2  | 1.5  | 0.2434  | -
ScalObject-dq.36.log    | Symbolic  | - | 17  | 8   | 1.1  | 3.9  | 0.0948  | √
ScalObject-dq.36.log    | Symbolic  | √ | 17  | 8   | 1.1  | 1.2  | 0.0225  | √
ScalObject-dq.36.log    | Saturate  | - | 17  | 8   | 1.1  | 3.9  | 0.0042  | √
ScalObject-dq.36.log    | Saturate  | √ | 17  | 8   | 1.1  | 1.2  | 0.0037  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.37.log    | Enumerate | - | 20  | 10  | 1.0  | 4.6  | 0.3462  | -
ScalObject-dq.37.log    | Bound(4)  | - | 20  | 10  | 1.0  | 4.6  | 0.6244  | -
ScalObject-dq.37.log    | Bound(4)  | √ | 20  | 10  | 1.0  | 0.6  | 0.16    | -
ScalObject-dq.37.log    | Bound(2)  | - | 20  | 10  | 1.0  | 4.6  | 0.839   | -
ScalObject-dq.37.log    | Bound(2)  | √ | 20  | 10  | 1.0  | 0.6  | 0.1632  | -
ScalObject-dq.37.log    | Bound(0)  | - | 20  | 10  | 1.0  | 4.6  | 0.9947  | -
ScalObject-dq.37.log    | Bound(0)  | √ | 20  | 10  | 1.0  | 0.6  | 0.1615  | -
ScalObject-dq.37.log    | Symbolic  | - | 20  | 10  | 1.0  | 4.6  | 0.1899  | -
ScalObject-dq.37.log    | Symbolic  | √ | 20  | 10  | 1.0  | 0.6  | 0.0244  | -
ScalObject-dq.37.log    | Saturate  | - | 20  | 10  | 1.0  | 4.6  | 0.0039  | -
ScalObject-dq.37.log    | Saturate  | √ | 20  | 10  | 1.0  | 0.6  | 0.0037  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.38.log    | Enumerate | - | 8   | 4   | 1.0  | 2.0  | 0.0751  | √
ScalObject-dq.38.log    | Bound(4)  | - | 8   | 4   | 1.0  | 2.0  | 0.071   | √
ScalObject-dq.38.log    | Bound(4)  | √ | 8   | 4   | 1.0  | 1.3  | 0.0691  | √
ScalObject-dq.38.log    | Bound(2)  | - | 8   | 4   | 1.0  | 2.0  | 0.0673  | √
ScalObject-dq.38.log    | Bound(2)  | √ | 8   | 4   | 1.0  | 1.3  | 0.0686  | √
ScalObject-dq.38.log    | Bound(0)  | - | 20  | 10  | 1.1  | 4.0  | 0.8855  | -
ScalObject-dq.38.log    | Bound(0)  | √ | 20  | 10  | 1.1  | 2.1  | 0.2158  | -
ScalObject-dq.38.log    | Symbolic  | - | 8   | 4   | 1.0  | 2.0  | 0.0215  | √
ScalObject-dq.38.log    | Symbolic  | √ | 8   | 4   | 1.0  | 1.3  | 0.0164  | √
ScalObject-dq.38.log    | Saturate  | - | 8   | 4   | 1.0  | 2.0  | 0.0031  | √
ScalObject-dq.38.log    | Saturate  | √ | 8   | 4   | 1.0  | 1.3  | 0.0029  | √
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.39.log    | Enumerate | - | 20  | 10  | 1.2  | 4.7  | 0.3268  | -
ScalObject-dq.39.log    | Bound(4)  | - | 20  | 10  | 1.2  | 4.7  | 0.5513  | -
ScalObject-dq.39.log    | Bound(4)  | √ | 20  | 10  | 1.2  | 3.4  | 0.2801  | -
ScalObject-dq.39.log    | Bound(2)  | - | 20  | 10  | 1.2  | 4.7  | 0.838   | -
ScalObject-dq.39.log    | Bound(2)  | √ | 20  | 10  | 1.2  | 3.4  | 0.338   | -
ScalObject-dq.39.log    | Bound(0)  | - | 20  | 10  | 1.2  | 4.7  | 0.9931  | -
ScalObject-dq.39.log    | Bound(0)  | √ | 20  | 10  | 1.2  | 3.4  | 0.3709  | -
ScalObject-dq.39.log    | Symbolic  | - | 20  | 10  | 1.2  | 4.7  | 0.2761  | -
ScalObject-dq.39.log    | Symbolic  | √ | 20  | 10  | 1.2  | 3.4  | 0.1083  | -
ScalObject-dq.39.log    | Saturate  | - | 20  | 10  | 1.2  | 4.7  | 0.0082  | -
ScalObject-dq.39.log    | Saturate  | √ | 20  | 10  | 1.2  | 3.4  | 0.0064  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.40.log    | Enumerate | - | 20  | 10  | 1.1  | 4.1  | 0.3111  | -
ScalObject-dq.40.log    | Bound(4)  | - | 20  | 10  | 1.1  | 4.1  | 0.5476  | -
ScalObject-dq.40.log    | Bound(4)  | √ | 20  | 10  | 1.1  | 3.1  | 0.2421  | -
ScalObject-dq.40.log    | Bound(2)  | - | 20  | 10  | 1.1  | 4.1  | 0.7662  | -
ScalObject-dq.40.log    | Bound(2)  | √ | 20  | 10  | 1.1  | 3.1  | 0.2805  | -
ScalObject-dq.40.log    | Bound(0)  | - | 20  | 10  | 1.1  | 4.1  | 0.9512  | -
ScalObject-dq.40.log    | Bound(0)  | √ | 20  | 10  | 1.1  | 3.1  | 0.3274  | -
ScalObject-dq.40.log    | Symbolic  | - | 20  | 10  | 1.1  | 4.1  | 0.2299  | -
ScalObject-dq.40.log    | Symbolic  | √ | 20  | 10  | 1.1  | 3.1  | 0.087   | -
ScalObject-dq.40.log    | Saturate  | - | 20  | 10  | 1.1  | 4.1  | 0.0058  | -
ScalObject-dq.40.log    | Saturate  | √ | 20  | 10  | 1.1  | 3.1  | 0.0063  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.41.log    | Enumerate | - | 20  | 10  | 1.8  | 3.8  | 1.2867  | -
ScalObject-dq.41.log    | Bound(4)  | - | 20  | 10  | 1.8  | 3.8  | 0.6291  | -
ScalObject-dq.41.log    | Bound(4)  | √ | 20  | 10  | 1.8  | 3.4  | 0.5418  | -
ScalObject-dq.41.log    | Bound(2)  | - | 20  | 10  | 1.8  | 3.8  | 0.8644  | -
ScalObject-dq.41.log    | Bound(2)  | √ | 20  | 10  | 1.8  | 3.4  | 0.6687  | -
ScalObject-dq.41.log    | Bound(0)  | - | 20  | 10  | 1.8  | 3.8  | 1.4716  | -
ScalObject-dq.41.log    | Bound(0)  | √ | 20  | 10  | 1.8  | 3.4  | 0.9967  | -
ScalObject-dq.41.log    | Symbolic  | - | 20  | 10  | 1.8  | 3.8  | 0.378   | -
ScalObject-dq.41.log    | Symbolic  | √ | 20  | 10  | 1.8  | 3.4  | 0.2759  | -
ScalObject-dq.41.log    | Saturate  | - | 20  | 10  | 1.8  | 3.8  | 0.0052  | -
ScalObject-dq.41.log    | Saturate  | √ | 20  | 10  | 1.8  | 3.4  | 0.0055  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.42.log    | Enumerate | - | 20  | 10  | 1.7  | 3.9  | 2.2863  | -
ScalObject-dq.42.log    | Bound(4)  | - | 20  | 10  | 1.7  | 3.9  | 0.8248  | -
ScalObject-dq.42.log    | Bound(4)  | √ | 20  | 10  | 1.7  | 1.8  | 0.2745  | -
ScalObject-dq.42.log    | Bound(2)  | - | 20  | 10  | 1.7  | 3.9  | 0.8604  | -
ScalObject-dq.42.log    | Bound(2)  | √ | 20  | 10  | 1.7  | 1.8  | 0.289   | -
ScalObject-dq.42.log    | Bound(0)  | - | 20  | 10  | 1.7  | 3.9  | 1.1254  | -
ScalObject-dq.42.log    | Bound(0)  | √ | 20  | 10  | 1.7  | 1.8  | 0.3302  | -
ScalObject-dq.42.log    | Symbolic  | - | 20  | 10  | 1.7  | 3.9  | 0.4502  | -
ScalObject-dq.42.log    | Symbolic  | √ | 20  | 10  | 1.7  | 1.8  | 0.1662  | -
ScalObject-dq.42.log    | Saturate  | - | 20  | 10  | 1.7  | 3.9  | 0.0049  | -
ScalObject-dq.42.log    | Saturate  | √ | 20  | 10  | 1.7  | 1.8  | 0.0045  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-dq.43.log    | Enumerate | - | 14  | 7   | 1.0  | 3.4  | 0.1689  | √
ScalObject-dq.43.log    | Bound(4)  | - | 14  | 7   | 1.0  | 3.4  | 0.1742  | √
ScalObject-dq.43.log    | Bound(4)  | √ | 14  | 7   | 1.0  | 1.6  | 0.115   | √
ScalObject-dq.43.log    | Bound(2)  | - | 20  | 10  | 1.0  | 4.2  | 0.8231  | -
