# data/reports/report-Feb-26-2015-00h13.txt
Generating reports for data/histories/generated/small/**/*.log
-------------------------------------------------------------------------------
             data/histories/generated/small/**/*.log (timeout 10s)             
-------------------------------------------------------------------------------
history                 | algorithm | r | ste | che | widt | weig | time    | v
ScalObject-lbq.78.log   | Saturate  | √ | 20  | 10  | 1.0  | 3.4  | 0.006   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.79.log   | Enumerate | - | 20  | 10  | 1.1  | 4.1  | 0.3437  | -
ScalObject-lbq.79.log   | Bound(4)  | - | 20  | 10  | 1.1  | 4.1  | 0.6785  | -
ScalObject-lbq.79.log   | Bound(4)  | √ | 20  | 10  | 1.1  | 1.1  | 0.1696  | -
ScalObject-lbq.79.log   | Bound(2)  | - | 20  | 10  | 1.1  | 4.1  | 0.9719  | -
ScalObject-lbq.79.log   | Bound(2)  | √ | 20  | 10  | 1.1  | 1.1  | 0.1809  | -
ScalObject-lbq.79.log   | Bound(0)  | - | 20  | 10  | 1.1  | 4.1  | 1.2783  | -
ScalObject-lbq.79.log   | Bound(0)  | √ | 20  | 10  | 1.1  | 1.1  | 0.1764  | -
ScalObject-lbq.79.log   | Symbolic  | - | 20  | 10  | 1.1  | 4.1  | 0.2446  | -
ScalObject-lbq.79.log   | Symbolic  | √ | 20  | 10  | 1.1  | 1.1  | 0.0352  | -
ScalObject-lbq.79.log   | Saturate  | - | 20  | 10  | 1.1  | 4.1  | 0.0039  | -
ScalObject-lbq.79.log   | Saturate  | √ | 20  | 10  | 1.1  | 1.1  | 0.0047  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.80.log   | Enumerate | - | 20  | 10  | 1.0  | 3.5  | 0.3279  | -
ScalObject-lbq.80.log   | Bound(4)  | - | 20  | 10  | 1.0  | 3.5  | 0.5967  | -
ScalObject-lbq.80.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 1.1  | 0.1659  | -
ScalObject-lbq.80.log   | Bound(2)  | - | 20  | 10  | 1.0  | 3.5  | 0.7073  | -
ScalObject-lbq.80.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 1.1  | 0.1554  | -
ScalObject-lbq.80.log   | Bound(0)  | - | 20  | 10  | 1.0  | 3.5  | 1.2392  | -
ScalObject-lbq.80.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 1.1  | 0.173   | -
ScalObject-lbq.80.log   | Symbolic  | - | 20  | 10  | 1.0  | 3.5  | 0.188   | -
ScalObject-lbq.80.log   | Symbolic  | √ | 20  | 10  | 1.0  | 1.1  | 0.0289  | -
ScalObject-lbq.80.log   | Saturate  | - | 20  | 10  | 1.0  | 3.5  | 0.0045  | -
ScalObject-lbq.80.log   | Saturate  | √ | 20  | 10  | 1.0  | 1.1  | 0.0043  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.81.log   | Enumerate | - | 20  | 10  | 1.3  | 4.0  | 0.7195  | -
ScalObject-lbq.81.log   | Bound(4)  | - | 20  | 10  | 1.3  | 4.0  | 0.675   | -
ScalObject-lbq.81.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 2.0  | 0.2599  | -
ScalObject-lbq.81.log   | Bound(2)  | - | 20  | 10  | 1.3  | 4.0  | 0.9027  | -
ScalObject-lbq.81.log   | Bound(2)  | √ | 20  | 10  | 1.3  | 2.0  | 0.3129  | -
ScalObject-lbq.81.log   | Bound(0)  | - | 20  | 10  | 1.3  | 4.0  | 1.3215  | -
ScalObject-lbq.81.log   | Bound(0)  | √ | 20  | 10  | 1.3  | 2.0  | 0.3492  | -
ScalObject-lbq.81.log   | Symbolic  | - | 20  | 10  | 1.3  | 4.0  | 0.3721  | -
ScalObject-lbq.81.log   | Symbolic  | √ | 20  | 10  | 1.3  | 2.0  | 0.1204  | -
ScalObject-lbq.81.log   | Saturate  | - | 20  | 10  | 1.3  | 4.0  | 0.0041  | -
ScalObject-lbq.81.log   | Saturate  | √ | 20  | 10  | 1.3  | 2.0  | 0.004   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.82.log   | Enumerate | - | 20  | 10  | 1.0  | 4.2  | 0.3205  | -
ScalObject-lbq.82.log   | Bound(4)  | - | 20  | 10  | 1.0  | 4.2  | 0.5865  | -
ScalObject-lbq.82.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 2.5  | 0.2041  | -
ScalObject-lbq.82.log   | Bound(2)  | - | 20  | 10  | 1.0  | 4.2  | 0.7149  | -
ScalObject-lbq.82.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 2.5  | 0.242   | -
ScalObject-lbq.82.log   | Bound(0)  | - | 20  | 10  | 1.0  | 4.2  | 1.4742  | -
ScalObject-lbq.82.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 2.5  | 0.2574  | -
ScalObject-lbq.82.log   | Symbolic  | - | 20  | 10  | 1.0  | 4.2  | 0.1868  | -
ScalObject-lbq.82.log   | Symbolic  | √ | 20  | 10  | 1.0  | 2.5  | 0.0541  | -
ScalObject-lbq.82.log   | Saturate  | - | 20  | 10  | 1.0  | 4.2  | 0.0056  | -
ScalObject-lbq.82.log   | Saturate  | √ | 20  | 10  | 1.0  | 2.5  | 0.0055  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.83.log   | Enumerate | - | 20  | 10  | 1.2  | 4.3  | 0.3435  | -
ScalObject-lbq.83.log   | Bound(4)  | - | 20  | 10  | 1.2  | 4.3  | 0.5204  | -
ScalObject-lbq.83.log   | Bound(4)  | √ | 20  | 10  | 1.2  | 3.6  | 0.2745  | -
ScalObject-lbq.83.log   | Bound(2)  | - | 20  | 10  | 1.2  | 4.3  | 0.8104  | -
ScalObject-lbq.83.log   | Bound(2)  | √ | 20  | 10  | 1.2  | 3.6  | 0.3479  | -
ScalObject-lbq.83.log   | Bound(0)  | - | 20  | 10  | 1.2  | 4.3  | 0.8709  | -
ScalObject-lbq.83.log   | Bound(0)  | √ | 20  | 10  | 1.2  | 3.6  | 0.3868  | -
ScalObject-lbq.83.log   | Symbolic  | - | 20  | 10  | 1.2  | 4.3  | 0.224   | -
ScalObject-lbq.83.log   | Symbolic  | √ | 20  | 10  | 1.2  | 3.6  | 0.1074  | -
ScalObject-lbq.83.log   | Saturate  | - | 20  | 10  | 1.2  | 4.3  | 0.0067  | -
ScalObject-lbq.83.log   | Saturate  | √ | 20  | 10  | 1.2  | 3.6  | 0.0062  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.84.log   | Enumerate | - | 20  | 10  | 1.3  | 4.3  | 0.3193  | -
ScalObject-lbq.84.log   | Bound(4)  | - | 20  | 10  | 1.3  | 4.3  | 0.5976  | -
ScalObject-lbq.84.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 3.5  | 0.3019  | -
ScalObject-lbq.84.log   | Bound(2)  | - | 20  | 10  | 1.3  | 4.3  | 0.7499  | -
ScalObject-lbq.84.log   | Bound(2)  | √ | 20  | 10  | 1.3  | 3.5  | 0.3364  | -
ScalObject-lbq.84.log   | Bound(0)  | - | 20  | 10  | 1.3  | 4.3  | 1.0048  | -
ScalObject-lbq.84.log   | Bound(0)  | √ | 20  | 10  | 1.3  | 3.5  | 0.4082  | -
ScalObject-lbq.84.log   | Symbolic  | - | 20  | 10  | 1.3  | 4.3  | 0.2523  | -
ScalObject-lbq.84.log   | Symbolic  | √ | 20  | 10  | 1.3  | 3.5  | 0.1023  | -
ScalObject-lbq.84.log   | Saturate  | - | 20  | 10  | 1.3  | 4.3  | 0.0072  | -
ScalObject-lbq.84.log   | Saturate  | √ | 20  | 10  | 1.3  | 3.5  | 0.0064  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.85.log   | Enumerate | - | 20  | 10  | 1.3  | 4.2  | 0.3584  | -
ScalObject-lbq.85.log   | Bound(4)  | - | 20  | 10  | 1.3  | 4.2  | 0.7923  | -
ScalObject-lbq.85.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 1.2  | 0.1877  | -
ScalObject-lbq.85.log   | Bound(2)  | - | 20  | 10  | 1.3  | 4.2  | 0.9237  | -
ScalObject-lbq.85.log   | Bound(2)  | √ | 20  | 10  | 1.3  | 1.2  | 0.1903  | -
ScalObject-lbq.85.log   | Bound(0)  | - | 20  | 10  | 1.3  | 4.2  | 1.3583  | -
ScalObject-lbq.85.log   | Bound(0)  | √ | 20  | 10  | 1.3  | 1.2  | 0.1942  | -
ScalObject-lbq.85.log   | Symbolic  | - | 20  | 10  | 1.3  | 4.2  | 0.29    | -
ScalObject-lbq.85.log   | Symbolic  | √ | 20  | 10  | 1.3  | 1.2  | 0.0658  | -
ScalObject-lbq.85.log   | Saturate  | - | 20  | 10  | 1.3  | 4.2  | 0.0042  | -
ScalObject-lbq.85.log   | Saturate  | √ | 20  | 10  | 1.3  | 1.2  | 0.0034  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.86.log   | Enumerate | - | 20  | 10  | 1.3  | 3.5  | 0.7484  | -
ScalObject-lbq.86.log   | Bound(4)  | - | 20  | 10  | 1.3  | 3.5  | 0.6896  | -
ScalObject-lbq.86.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 1.6  | 0.216   | -
ScalObject-lbq.86.log   | Bound(2)  | - | 20  | 10  | 1.3  | 3.5  | 1.0948  | -
ScalObject-lbq.86.log   | Bound(2)  | √ | 20  | 10  | 1.3  | 1.6  | 0.2258  | -
ScalObject-lbq.86.log   | Bound(0)  | - | 20  | 10  | 1.3  | 3.5  | 1.4314  | -
ScalObject-lbq.86.log   | Bound(0)  | √ | 20  | 10  | 1.3  | 1.6  | 0.2324  | -
ScalObject-lbq.86.log   | Symbolic  | - | 20  | 10  | 1.3  | 3.5  | 0.3501  | -
ScalObject-lbq.86.log   | Symbolic  | √ | 20  | 10  | 1.3  | 1.6  | 0.0713  | -
ScalObject-lbq.86.log   | Saturate  | - | 20  | 10  | 1.3  | 3.5  | 0.0048  | -
ScalObject-lbq.86.log   | Saturate  | √ | 20  | 10  | 1.3  | 1.6  | 0.0061  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.87.log   | Enumerate | - | 20  | 10  | 1.5  | 4.1  | 0.964   | -
ScalObject-lbq.87.log   | Bound(4)  | - | 20  | 10  | 1.5  | 4.1  | 0.7724  | -
ScalObject-lbq.87.log   | Bound(4)  | √ | 20  | 10  | 1.5  | 1.9  | 0.2937  | -
ScalObject-lbq.87.log   | Bound(2)  | - | 20  | 10  | 1.5  | 4.1  | 0.9395  | -
ScalObject-lbq.87.log   | Bound(2)  | √ | 20  | 10  | 1.5  | 1.9  | 0.2999  | -
ScalObject-lbq.87.log   | Bound(0)  | - | 20  | 10  | 1.5  | 4.1  | 1.4426  | -
ScalObject-lbq.87.log   | Bound(0)  | √ | 20  | 10  | 1.5  | 1.9  | 0.3535  | -
ScalObject-lbq.87.log   | Symbolic  | - | 20  | 10  | 1.5  | 4.1  | 0.4215  | -
ScalObject-lbq.87.log   | Symbolic  | √ | 20  | 10  | 1.5  | 1.9  | 0.1462  | -
ScalObject-lbq.87.log   | Saturate  | - | 20  | 10  | 1.5  | 4.1  | 0.0039  | -
ScalObject-lbq.87.log   | Saturate  | √ | 20  | 10  | 1.5  | 1.9  | 0.0042  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.88.log   | Enumerate | - | 20  | 10  | 1.4  | 4.5  | 0.3073  | -
ScalObject-lbq.88.log   | Bound(4)  | - | 20  | 10  | 1.4  | 4.5  | 0.5729  | -
ScalObject-lbq.88.log   | Bound(4)  | √ | 20  | 10  | 1.4  | 3.8  | 0.316   | -
ScalObject-lbq.88.log   | Bound(2)  | - | 20  | 10  | 1.4  | 4.5  | 0.7586  | -
ScalObject-lbq.88.log   | Bound(2)  | √ | 20  | 10  | 1.4  | 3.8  | 0.3646  | -
ScalObject-lbq.88.log   | Bound(0)  | - | 20  | 10  | 1.4  | 4.5  | 0.8502  | -
ScalObject-lbq.88.log   | Bound(0)  | √ | 20  | 10  | 1.4  | 3.8  | 0.4163  | -
ScalObject-lbq.88.log   | Symbolic  | - | 20  | 10  | 1.4  | 4.5  | 0.2108  | -
ScalObject-lbq.88.log   | Symbolic  | √ | 20  | 10  | 1.4  | 3.8  | 0.1198  | -
ScalObject-lbq.88.log   | Saturate  | - | 20  | 10  | 1.4  | 4.5  | 0.0069  | -
ScalObject-lbq.88.log   | Saturate  | √ | 20  | 10  | 1.4  | 3.8  | 0.0058  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.89.log   | Enumerate | - | 20  | 10  | 1.3  | 4.1  | 0.5578  | -
ScalObject-lbq.89.log   | Bound(4)  | - | 20  | 10  | 1.3  | 4.1  | 0.747   | -
ScalObject-lbq.89.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 2.0  | 0.2828  | -
ScalObject-lbq.89.log   | Bound(2)  | - | 20  | 10  | 1.3  | 4.1  | 0.9962  | -
ScalObject-lbq.89.log   | Bound(2)  | √ | 20  | 10  | 1.3  | 2.0  | 0.3126  | -
ScalObject-lbq.89.log   | Bound(0)  | - | 20  | 10  | 1.3  | 4.1  | 1.087   | -
ScalObject-lbq.89.log   | Bound(0)  | √ | 20  | 10  | 1.3  | 2.0  | 0.3967  | -
ScalObject-lbq.89.log   | Symbolic  | - | 20  | 10  | 1.3  | 4.1  | 0.4229  | -
ScalObject-lbq.89.log   | Symbolic  | √ | 20  | 10  | 1.3  | 2.0  | 0.1195  | -
ScalObject-lbq.89.log   | Saturate  | - | 20  | 10  | 1.3  | 4.1  | 0.0042  | -
ScalObject-lbq.89.log   | Saturate  | √ | 20  | 10  | 1.3  | 2.0  | 0.0043  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.90.log   | Enumerate | - | 20  | 10  | 1.4  | 4.0  | 0.3813  | -
ScalObject-lbq.90.log   | Bound(4)  | - | 20  | 10  | 1.4  | 4.0  | 0.8199  | -
ScalObject-lbq.90.log   | Bound(4)  | √ | 20  | 10  | 1.4  | 1.9  | 0.2565  | -
ScalObject-lbq.90.log   | Bound(2)  | - | 20  | 10  | 1.4  | 4.0  | 0.9484  | -
ScalObject-lbq.90.log   | Bound(2)  | √ | 20  | 10  | 1.4  | 1.9  | 0.2951  | -
ScalObject-lbq.90.log   | Bound(0)  | - | 20  | 10  | 1.4  | 4.0  | 1.4799  | -
ScalObject-lbq.90.log   | Bound(0)  | √ | 20  | 10  | 1.4  | 1.9  | 0.2822  | -
ScalObject-lbq.90.log   | Symbolic  | - | 20  | 10  | 1.4  | 4.0  | 0.3664  | -
ScalObject-lbq.90.log   | Symbolic  | √ | 20  | 10  | 1.4  | 1.9  | 0.091   | -
ScalObject-lbq.90.log   | Saturate  | - | 20  | 10  | 1.4  | 4.0  | 0.0038  | -
ScalObject-lbq.90.log   | Saturate  | √ | 20  | 10  | 1.4  | 1.9  | 0.0045  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.91.log   | Enumerate | - | 20  | 10  | 1.2  | 3.9  | 0.3313  | -
ScalObject-lbq.91.log   | Bound(4)  | - | 20  | 10  | 1.2  | 3.9  | 0.6274  | -
ScalObject-lbq.91.log   | Bound(4)  | √ | 20  | 10  | 1.2  | 1.8  | 0.195   | -
ScalObject-lbq.91.log   | Bound(2)  | - | 20  | 10  | 1.2  | 3.9  | 0.7301  | -
ScalObject-lbq.91.log   | Bound(2)  | √ | 20  | 10  | 1.2  | 1.8  | 0.2099  | -
ScalObject-lbq.91.log   | Bound(0)  | - | 20  | 10  | 1.2  | 3.9  | 1.1711  | -
ScalObject-lbq.91.log   | Bound(0)  | √ | 20  | 10  | 1.2  | 1.8  | 0.2235  | -
ScalObject-lbq.91.log   | Symbolic  | - | 20  | 10  | 1.2  | 3.9  | 0.249   | -
ScalObject-lbq.91.log   | Symbolic  | √ | 20  | 10  | 1.2  | 1.8  | 0.0575  | -
ScalObject-lbq.91.log   | Saturate  | - | 20  | 10  | 1.2  | 3.9  | 0.0048  | -
ScalObject-lbq.91.log   | Saturate  | √ | 20  | 10  | 1.2  | 1.8  | 0.0056  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.92.log   | Enumerate | - | 20  | 10  | 1.0  | 3.8  | 0.3452  | -
ScalObject-lbq.92.log   | Bound(4)  | - | 20  | 10  | 1.0  | 3.8  | 0.6852  | -
ScalObject-lbq.92.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 0.8  | 0.1581  | -
ScalObject-lbq.92.log   | Bound(2)  | - | 20  | 10  | 1.0  | 3.8  | 0.7966  | -
ScalObject-lbq.92.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 0.8  | 0.1524  | -
ScalObject-lbq.92.log   | Bound(0)  | - | 20  | 10  | 1.0  | 3.8  | 1.1573  | -
ScalObject-lbq.92.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 0.8  | 0.1631  | -
ScalObject-lbq.92.log   | Symbolic  | - | 20  | 10  | 1.0  | 3.8  | 0.1973  | -
ScalObject-lbq.92.log   | Symbolic  | √ | 20  | 10  | 1.0  | 0.8  | 0.0248  | -
ScalObject-lbq.92.log   | Saturate  | - | 20  | 10  | 1.0  | 3.8  | 0.0039  | -
ScalObject-lbq.92.log   | Saturate  | √ | 20  | 10  | 1.0  | 0.8  | 0.0038  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.93.log   | Enumerate | - | 20  | 10  | 1.0  | 3.4  | 0.3355  | -
ScalObject-lbq.93.log   | Bound(4)  | - | 20  | 10  | 1.0  | 3.4  | 0.5722  | -
ScalObject-lbq.93.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 1.8  | 0.1879  | -
ScalObject-lbq.93.log   | Bound(2)  | - | 20  | 10  | 1.0  | 3.4  | 0.7606  | -
ScalObject-lbq.93.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 1.8  | 0.1943  | -
ScalObject-lbq.93.log   | Bound(0)  | - | 20  | 10  | 1.0  | 3.4  | 1.0602  | -
ScalObject-lbq.93.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 1.8  | 0.2031  | -
ScalObject-lbq.93.log   | Symbolic  | - | 20  | 10  | 1.0  | 3.4  | 0.1738  | -
ScalObject-lbq.93.log   | Symbolic  | √ | 20  | 10  | 1.0  | 1.8  | 0.0474  | -
ScalObject-lbq.93.log   | Saturate  | - | 20  | 10  | 1.0  | 3.4  | 0.0051  | -
ScalObject-lbq.93.log   | Saturate  | √ | 20  | 10  | 1.0  | 1.8  | 0.0053  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.94.log   | Enumerate | - | 20  | 10  | 1.0  | 3.8  | 0.3361  | -
ScalObject-lbq.94.log   | Bound(4)  | - | 20  | 10  | 1.0  | 3.8  | 0.6075  | -
ScalObject-lbq.94.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 1.9  | 0.1831  | -
ScalObject-lbq.94.log   | Bound(2)  | - | 20  | 10  | 1.0  | 3.8  | 0.8756  | -
ScalObject-lbq.94.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 1.9  | 0.2116  | -
ScalObject-lbq.94.log   | Bound(0)  | - | 20  | 10  | 1.0  | 3.8  | 1.1419  | -
ScalObject-lbq.94.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 1.9  | 0.2228  | -
ScalObject-lbq.94.log   | Symbolic  | - | 20  | 10  | 1.0  | 3.8  | 0.1829  | -
ScalObject-lbq.94.log   | Symbolic  | √ | 20  | 10  | 1.0  | 1.9  | 0.0435  | -
ScalObject-lbq.94.log   | Saturate  | - | 20  | 10  | 1.0  | 3.8  | 0.005   | -
ScalObject-lbq.94.log   | Saturate  | √ | 20  | 10  | 1.0  | 1.9  | 0.0043  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.95.log   | Enumerate | - | 20  | 10  | 1.4  | 3.4  | 0.3861  | -
ScalObject-lbq.95.log   | Bound(4)  | - | 20  | 10  | 1.4  | 3.4  | 0.7091  | -
ScalObject-lbq.95.log   | Bound(4)  | √ | 20  | 10  | 1.4  | 1.8  | 0.2317  | -
ScalObject-lbq.95.log   | Bound(2)  | - | 20  | 10  | 1.4  | 3.4  | 0.9386  | -
ScalObject-lbq.95.log   | Bound(2)  | √ | 20  | 10  | 1.4  | 1.8  | 0.2369  | -
ScalObject-lbq.95.log   | Bound(0)  | - | 20  | 10  | 1.4  | 3.4  | 1.2179  | -
ScalObject-lbq.95.log   | Bound(0)  | √ | 20  | 10  | 1.4  | 1.8  | 0.2203  | -
ScalObject-lbq.95.log   | Symbolic  | - | 20  | 10  | 1.4  | 3.4  | 0.3425  | -
ScalObject-lbq.95.log   | Symbolic  | √ | 20  | 10  | 1.4  | 1.8  | 0.0733  | -
ScalObject-lbq.95.log   | Saturate  | - | 20  | 10  | 1.4  | 3.4  | 0.0052  | -
ScalObject-lbq.95.log   | Saturate  | √ | 20  | 10  | 1.4  | 1.8  | 0.004   | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.96.log   | Enumerate | - | 20  | 10  | 1.0  | 3.7  | 0.3434  | -
ScalObject-lbq.96.log   | Bound(4)  | - | 20  | 10  | 1.0  | 3.7  | 0.5903  | -
ScalObject-lbq.96.log   | Bound(4)  | √ | 20  | 10  | 1.0  | 0.7  | 0.1645  | -
ScalObject-lbq.96.log   | Bound(2)  | - | 20  | 10  | 1.0  | 3.7  | 0.8348  | -
ScalObject-lbq.96.log   | Bound(2)  | √ | 20  | 10  | 1.0  | 0.7  | 0.1526  | -
ScalObject-lbq.96.log   | Bound(0)  | - | 20  | 10  | 1.0  | 3.7  | 1.0961  | -
ScalObject-lbq.96.log   | Bound(0)  | √ | 20  | 10  | 1.0  | 0.7  | 0.1607  | -
ScalObject-lbq.96.log   | Symbolic  | - | 20  | 10  | 1.0  | 3.7  | 0.202   | -
ScalObject-lbq.96.log   | Symbolic  | √ | 20  | 10  | 1.0  | 0.7  | 0.0222  | -
ScalObject-lbq.96.log   | Saturate  | - | 20  | 10  | 1.0  | 3.7  | 0.0038  | -
ScalObject-lbq.96.log   | Saturate  | √ | 20  | 10  | 1.0  | 0.7  | 0.0037  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.97.log   | Enumerate | - | 20  | 10  | 1.8  | 5.3  | 1.6166  | -
ScalObject-lbq.97.log   | Bound(4)  | - | 20  | 10  | 1.8  | 5.3  | 0.9296  | -
ScalObject-lbq.97.log   | Bound(4)  | √ | 20  | 10  | 1.8  | 5.3  | 0.9297  | -
ScalObject-lbq.97.log   | Bound(2)  | - | 20  | 10  | 1.8  | 5.3  | 0.9636  | -
ScalObject-lbq.97.log   | Bound(2)  | √ | 20  | 10  | 1.8  | 5.3  | 0.9835  | -
ScalObject-lbq.97.log   | Bound(0)  | - | 20  | 10  | 1.8  | 5.3  | 1.2764  | -
ScalObject-lbq.97.log   | Bound(0)  | √ | 20  | 10  | 1.8  | 5.3  | 1.263   | -
ScalObject-lbq.97.log   | Symbolic  | - | 20  | 10  | 1.8  | 5.3  | 0.4653  | -
ScalObject-lbq.97.log   | Symbolic  | √ | 20  | 10  | 1.8  | 5.3  | 0.4619  | -
ScalObject-lbq.97.log   | Saturate  | - | 20  | 10  | 1.8  | 5.3  | 0.0049  | -
ScalObject-lbq.97.log   | Saturate  | √ | 20  | 10  | 1.8  | 5.3  | 0.0067  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.98.log   | Enumerate | - | 20  | 10  | 1.2  | 4.0  | 0.5599  | -
ScalObject-lbq.98.log   | Bound(4)  | - | 20  | 10  | 1.2  | 4.0  | 0.6601  | -
ScalObject-lbq.98.log   | Bound(4)  | √ | 20  | 10  | 1.2  | 1.2  | 0.1796  | -
ScalObject-lbq.98.log   | Bound(2)  | - | 20  | 10  | 1.2  | 4.0  | 0.8839  | -
ScalObject-lbq.98.log   | Bound(2)  | √ | 20  | 10  | 1.2  | 1.2  | 0.1749  | -
ScalObject-lbq.98.log   | Bound(0)  | - | 20  | 10  | 1.2  | 4.0  | 1.1967  | -
ScalObject-lbq.98.log   | Bound(0)  | √ | 20  | 10  | 1.2  | 1.2  | 0.1908  | -
ScalObject-lbq.98.log   | Symbolic  | - | 20  | 10  | 1.2  | 4.0  | 0.3429  | -
ScalObject-lbq.98.log   | Symbolic  | √ | 20  | 10  | 1.2  | 1.2  | 0.0451  | -
ScalObject-lbq.98.log   | Saturate  | - | 20  | 10  | 1.2  | 4.0  | 0.0042  | -
ScalObject-lbq.98.log   | Saturate  | √ | 20  | 10  | 1.2  | 1.2  | 0.0042  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-lbq.99.log   | Enumerate | - | 20  | 10  | 1.1  | 3.2  | 0.3431  | -
ScalObject-lbq.99.log   | Bound(4)  | - | 20  | 10  | 1.1  | 3.2  | 0.6192  | -
ScalObject-lbq.99.log   | Bound(4)  | √ | 20  | 10  | 1.1  | 1.4  | 0.1918  | -
ScalObject-lbq.99.log   | Bound(2)  | - | 20  | 10  | 1.1  | 3.2  | 0.7818  | -
ScalObject-lbq.99.log   | Bound(2)  | √ | 20  | 10  | 1.1  | 1.4  | 0.1792  | -
ScalObject-lbq.99.log   | Bound(0)  | - | 20  | 10  | 1.1  | 3.2  | 0.9629  | -
ScalObject-lbq.99.log   | Bound(0)  | √ | 20  | 10  | 1.1  | 1.4  | 0.1873  | -
ScalObject-lbq.99.log   | Symbolic  | - | 20  | 10  | 1.1  | 3.2  | 0.2238  | -
ScalObject-lbq.99.log   | Symbolic  | √ | 20  | 10  | 1.1  | 1.4  | 0.048   | -
ScalObject-lbq.99.log   | Saturate  | - | 20  | 10  | 1.1  | 3.2  | 0.0053  | -
ScalObject-lbq.99.log   | Saturate  | √ | 20  | 10  | 1.1  | 1.4  | 0.0042  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-msq.00.log   | Enumerate | - | 20  | 10  | 1.2  | 4.6  | 0.323   | -
ScalObject-msq.00.log   | Bound(4)  | - | 20  | 10  | 1.2  | 4.6  | 0.5603  | -
ScalObject-msq.00.log   | Bound(4)  | √ | 20  | 10  | 1.2  | 3.4  | 0.3153  | -
ScalObject-msq.00.log   | Bound(2)  | - | 20  | 10  | 1.2  | 4.6  | 0.798   | -
ScalObject-msq.00.log   | Bound(2)  | √ | 20  | 10  | 1.2  | 3.4  | 0.3797  | -
ScalObject-msq.00.log   | Bound(0)  | - | 20  | 10  | 1.2  | 4.6  | 1.3316  | -
ScalObject-msq.00.log   | Bound(0)  | √ | 20  | 10  | 1.2  | 3.4  | 0.4058  | -
ScalObject-msq.00.log   | Symbolic  | - | 20  | 10  | 1.2  | 4.6  | 0.2537  | -
ScalObject-msq.00.log   | Symbolic  | √ | 20  | 10  | 1.2  | 3.4  | 0.1081  | -
ScalObject-msq.00.log   | Saturate  | - | 20  | 10  | 1.2  | 4.6  | 0.0062  | -
ScalObject-msq.00.log   | Saturate  | √ | 20  | 10  | 1.2  | 3.4  | 0.0073  | -
------------------------+-----------+---+-----+-----+------+------+---------+--
ScalObject-msq.01.log   | Enumerate | - | 20  | 10  | 1.3  | 4.4  | 0.8252  | -
ScalObject-msq.01.log   | Bound(4)  | - | 20  | 10  | 1.3  | 4.4  | 0.7138  | -
ScalObject-msq.01.log   | Bound(4)  | √ | 20  | 10  | 1.3  | 1.7  | 0.2604  | -
ScalObject-msq.01.log   | Bound(2)  | - | 20  | 10  | 1.3  | 4.4  | 0.8113  | -
